Выборы Президента Российской Федерации																																																														
Дата голосования: 02.03.2008																																																														
																																																														
"Наименование Избирательной комиссии:    Пермь, Кировская"																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
	Число участковых избирательных комиссий	55																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	55																																																												
																																																														
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040	УИК №3041	УИК №3042	УИК №3043	УИК №3044	УИК №3045	УИК №3046	УИК №3047	УИК №3048	УИК №3049	УИК №3050	УИК №3051	УИК №3052	УИК №3053	УИК №3054	УИК №3055					
1	"Число избирателей, включенных в списки избирателей"	102203	1541	1801	2257	2384	1406	1897	2364	1538	1932	2090	2255	2265	1259	1971	1755	1866	1601	1635	1835	1750	1429	2102	1815	2364	2159	1734	1695	2028	2257	1544	1815	2181	2420	2366	2668	2608	2067	1883	1684	1941	869	2033	1798	1702	2074	1309	2234	2783	2428	2670	2444	603	568	260	266					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	100800	1500	1800	2200	2300	1700	1900	2300	1500	1900	2000	2200	2200	1200	1900	1700	1800	1600	1600	1800	1700	1400	2100	1800	2300	2100	1700	1700	2000	2200	1500	1800	2200	2400	2300	2700	2600	2000	1800	1600	1900	800	2000	1800	1700	2200	1300	2200	2700	2400	2600	2400	600	600	300	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	49859	775	834	1097	1229	716	709	1211	827	990	972	1068	969	345	832	984	1012	742	857	813	998	794	1005	927	1198	1130	884	891	1050	1143	775	889	1111	1329	1110	1376	1168	994	970	822	914	374	1018	899	885	1090	569	1041	1224	985	1179	1025	308	366	200	236					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1637	26	19	37	25	25	29	23	14	27	30	21	23	13	53	11	26	16	15	18	19	11	32	28	38	38	24	23	24	21	18	36	32	34	18	64	10	23	12	17	17	11	19	32	18	18	11	22	27	41	49	100	7	202	60	30					
6	Число погашенных избирательных бюллетеней	49304	699	947	1066	1046	959	1162	1066	659	883	998	1111	1208	842	1015	705	762	842	728	969	683	595	1063	845	1064	932	792	786	926	1036	707	875	1057	1037	1172	1260	1422	983	818	761	969	415	963	869	797	1092	720	1137	1449	1374	1372	1275	285	32	40	34					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1637	26	19	37	25	25	29	23	14	27	30	21	23	13	53	11	26	16	15	18	19	11	32	28	38	38	24	23	24	21	18	36	32	34	18	64	10	23	12	17	17	11	19	32	18	18	11	22	27	41	49	100	7	202	60	30					
8	Число бюллетеней в стационарных ящиках для голосования	49818	775	833	1096	1223	710	709	1211	827	990	970	1068	969	345	832	984	1010	742	857	813	994	793	1005	927	1198	1130	884	891	1050	1142	775	888	1111	1326	1110	1375	1166	992	970	822	914	374	1018	899	885	1090	568	1039	1222	984	1177	1025	308	366	200	236					
9	Число недействительных избирательных бюллетеней	749	8	15	20	21	8	3	13	7	11	22	18	16	2	14	7	15	14	17	12	18	17	14	16	16	23	16	13	18	20	8	12	13	19	15	27	14	21	13	16	11	4	15	12	9	22	9	10	22	17	11	19	6	6	2	2					
10	Число действительных избирательных бюллетеней	50706	793	837	1113	1227	727	735	1221	834	1006	978	1071	976	356	871	988	1021	744	855	819	995	787	1023	939	1220	1145	892	901	1056	1143	785	912	1130	1341	1113	1412	1162	994	969	823	920	381	1022	919	894	1086	570	1051	1227	1008	1215	1106	309	562	258	264					
11	Число полученных открепительных  удостоверений	1835	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	40	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	45	35	35	35	35	35	35	35	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1182	16	22	14	23	17	16	33	23	23	30	21	23	13	25	19	24	19	24	27	17	9	25	20	30	31	18	30	26	36	21	16	25	30	30	29	30	14	24	21	26	11	27	25	24	41	19	20	28	19	20	21	7	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	984	2	6	3	14	11	9	8	12	13	8	7	10	9	15	1	15	14	13	5	9	8	9	11	17	14	7	20	24	10	9	14	10	11	11	19	14	13	10	2	1	17	6	16	5	13	5	23	18	7	6	25	1	152	128	144					
14	Число неиспользованных открепительных удостоверений	653	19	13	21	12	18	19	2	12	12	5	14	12	22	10	16	11	16	11	8	18	26	10	15	5	4	17	5	9	4	14	19	10	5	5	6	5	21	11	14	9	24	8	10	11	4	16	15	7	16	15	14	28	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	11	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																														
