Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Батыревская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142					
1	"Число избирателей, внесенных в списки"	30063	1349	1312	1145	309	553	484	335	472	275	410	443	896	270	536	658	405	231	621	501	570	695	999	1338	282	1680	1955	834	536	304	338	830	341	363	458	860	221	204	405	65	677	607	590	99	407	230	666	496	352	683	254	396	123					
2	"Число бюллетеней, полученных участковыми комиссиями"	29200	1300	1300	1150	300	520	470	300	600	250	400	400	850	270	500	630	350	200	600	500	550	650	950	1300	270	1650	1950	850	500	300	300	800	300	330	450	850	220	200	400	65	650	600	550	100	400	220	680	500	350	650	250	355	120					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18840	942	847	671	179	332	303	219	453	185	277	292	510	167	322	368	233	168	432	363	411	523	631	787	198	1059	1112	465	298	198	225	507	227	208	255	465	156	117	229	47	388	347	405	68	266	141	440	352	238	360	157	216	81					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	712	20	13	18	0	25	10	4	19	12	15	27	18	13	10	3	0	7	7	2	34	37	35	25	6	10	21	14	11	12	6	16	7	20	5	22	3	11	10	7	22	11	15	0	9	6	21	25	14	3	20	24	7					
6	Число погашенных бюллетеней	9648	338	440	461	121	163	157	77	128	53	108	81	322	90	168	259	117	25	161	135	105	90	284	488	66	581	817	371	191	90	69	277	66	102	190	363	61	72	161	11	240	242	130	32	125	73	219	123	98	287	73	115	32					
7	Число бюллетеней в переносных ящиках для голосования	712	20	13	18	0	25	10	4	19	12	15	27	18	13	10	3	0	7	7	2	34	37	35	25	6	10	21	14	11	12	6	16	7	20	5	22	3	11	10	7	22	11	15	0	9	6	21	25	14	3	20	24	7					
8	Число бюллетеней в стационарных ящиках для голосования	18840	942	847	671	179	332	303	219	453	185	277	292	510	167	322	368	233	168	432	363	411	523	631	787	198	1059	1112	465	298	198	225	507	227	208	255	465	156	117	229	47	388	347	405	68	266	141	440	352	238	360	157	216	81					
9	Число недействительных бюллетеней	928	23	24	13	3	18	22	13	14	6	16	17	27	11	27	36	11	7	14	21	13	18	23	30	5	54	47	11	4	12	15	31	11	2	10	21	21	11	18	1	25	28	16	2	17	16	36	34	33	23	2	10	5					
10	Число действительных бюллетеней	18624	939	836	676	176	339	291	210	458	191	276	302	501	169	305	335	222	168	425	344	432	542	643	782	199	1015	1086	468	305	198	216	492	223	226	250	466	138	117	221	53	385	330	404	66	258	131	425	343	219	340	175	230	83					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	800	44	34	30	8	14	13	11	16	7	11	11	23	8	14	17	11	7	16	13	15	18	25	34	7	40	41	22	13	9	9	21	9	9	12	22	6	6	11	6	17	16	15	7	11	7	18	13	9	18	9	11	6					
