Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Уярская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078					
1	"Число избирателей, внесенных в списки"	17602	952	937	770	1041	1145	1038	1154	1047	428	506	600	797	190	890	635	81	151	104	135	678	101	272	583	86	172	320	156	583	126	196	851	323	156	398					
2	"Число бюллетеней, полученных участковыми комиссиями"	17590	950	912	754	1041	1160	1041	1157	1043	421	512	580	805	190	900	582	80	150	107	135	683	100	277	590	86	174	328	158	589	130	196	870	326	155	408					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7770	435	383	340	387	423	362	435	372	167	232	246	378	94	339	302	54	77	56	69	356	63	133	292	46	113	149	115	277	69	101	413	209	86	197					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	477	26	42	14	8	26	24	12	13	18	8	34	17	18	14	16	5	16	19	13	14	19	17	5	0	14	3	0	13	9	9	20	5	0	6					
6	Число погашенных бюллетеней	9332	489	487	400	646	711	655	710	658	236	272	300	410	78	536	264	21	57	32	53	313	18	127	293	40	47	176	43	299	52	86	437	112	69	205					
7	Число бюллетеней в переносных ящиках для голосования	488	26	42	14	8	26	24	12	13	18	8	34	17	18	25	16	5	16	19	13	14	19	17	5	0	14	3	0	13	9	9	20	5	0	6					
8	Число бюллетеней в стационарных ящиках для голосования	7769	435	383	340	387	423	362	435	372	167	232	246	378	94	339	302	54	77	56	69	356	63	133	292	46	113	149	115	277	69	101	412	209	86	197					
9	Число недействительных бюллетеней	141	10	4	5	3	1	5	0	13	5	7	3	1	0	13	2	1	4	2	2	8	0	2	9	1	6	11	0	6	1	1	4	3	2	6					
10	Число действительных бюллетеней	8116	451	421	349	392	448	381	447	372	180	233	277	394	112	351	316	58	89	73	80	362	82	148	288	45	121	141	115	284	77	109	428	211	84	197					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	188	10	10	8	9	10	9	11	9	5	5	6	7	3	8	5	3	3	3	3	6	3	4	5	3	3	4	3	5	3	3	8	4	3	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	45	4	2	3	3	5	3	5	4	1	0	0	1	0	2	1	0	0	0	0	1	0	0	4	0	1	0	2	2	0	0	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	56	2	10	3	4	2	0	5	2	0	1	0	0	1	7	1	0	3	1	1	1	2	0	3	0	1	0	1	1	0	0	2	0	2	0					
14	Число погашенных открепительных удостоверений	143	6	8	5	6	5	6	6	5	4	5	6	6	3	6	4	3	3	3	3	5	3	4	1	3	2	4	1	3	3	3	7	4	3	4					
15	Число открепительных удостоверений выданных ТИК	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	101	4	4	5	4	4	1	1	3	1	1	4	1	0	7	4	0	2	0	6	3	2	2	10	1	3	3	3	4	0	2	2	9	0	5					
		1.22%	0.86%	0.94%	1.41%	1.01%	0.89%	0.25%	0.22%	0.77%	0.54%	0.41%	1.42%	0.25%	0.0%	1.92%	1.25%	0.0%	2.15%	0.0%	7.31%	0.81%	2.43%	1.33%	3.36%	2.17%	2.36%	1.97%	2.60%	1.37%	0.0%	1.81%	0.46%	4.20%	0.0%	2.46%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	97	6	6	3	5	11	4	15	7	1	0	8	2	0	5	2	0	0	0	0	4	0	2	5	0	0	1	0	4	0	1	3	0	1	1					
		1.17%	1.30%	1.41%	0.84%	1.26%	2.44%	1.03%	3.35%	1.81%	0.54%	0.0%	2.85%	0.50%	0.0%	1.37%	0.62%	0.0%	0.0%	0.0%	0.0%	1.08%	0.0%	1.33%	1.68%	0.0%	0.0%	0.65%	0.0%	1.37%	0.0%	0.90%	0.69%	0.0%	1.16%	0.49%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	182	10	6	4	7	12	6	8	7	2	17	2	12	3	10	7	1	1	6	1	9	2	7	5	0	1	2	0	7	3	4	4	7	1	8					
		2.20%	2.16%	1.41%	1.12%	1.77%	2.67%	1.55%	1.78%	1.81%	1.08%	7.08%	0.71%	3.03%	2.67%	2.74%	2.20%	1.69%	1.07%	8.0%	1.21%	2.43%	2.43%	4.66%	1.68%	0.0%	0.78%	1.31%	0.0%	2.41%	3.84%	3.63%	0.92%	3.27%	1.16%	3.94%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	173	18	20	6	7	21	7	14	13	1	4	5	9	2	16	3	0	0	2	1	8	2	0	1	0	0	1	0	1	0	0	7	0	1	3					
		2.09%	3.90%	4.70%	1.69%	1.77%	4.67%	1.81%	3.13%	3.37%	0.54%	1.66%	1.78%	2.27%	1.78%	4.39%	0.94%	0.0%	0.0%	2.66%	1.21%	2.16%	2.43%	0.0%	0.33%	0.0%	0.0%	0.65%	0.0%	0.34%	0.0%	0.0%	1.62%	0.0%	1.16%	1.47%					
22	"5. ""За Русь Святую"""	40	2	2	0	2	1	4	3	2	0	2	0	0	2	3	1	0	2	0	2	2	0	0	1	0	0	1	1	1	0	0	4	0	0	2					
		0.48%	0.43%	0.47%	0.0%	0.50%	0.22%	1.03%	0.67%	0.51%	0.0%	0.83%	0.0%	0.0%	1.78%	0.82%	0.31%	0.0%	2.15%	0.0%	2.43%	0.54%	0.0%	0.0%	0.33%	0.0%	0.0%	0.65%	0.86%	0.34%	0.0%	0.0%	0.92%	0.0%	0.0%	0.98%					
23	"6. ""Объединенная Российская партия ""Русь"""	14	0	1	0	0	1	0	2	0	1	0	0	1	0	3	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0					
		0.16%	0.0%	0.23%	0.0%	0.0%	0.22%	0.0%	0.44%	0.0%	0.54%	0.0%	0.0%	0.25%	0.0%	0.82%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.66%	0.67%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	28	0	2	1	3	4	5	0	1	0	1	1	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	1	0	0	1	2	0	0	0					
