Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Нарьян-Марская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56					
1	"Число избирателей, внесенных в списки избирателей"	15237	1608	1610	1371	1152	763	822	1292	644	1085	934	360	1055	888	1522	131					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10990	1050	1190	900	850	550	600	900	450	800	650	250	850	650	1100	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7208	632	978	694	597	341	389	654	262	421	441	148	515	365	640	131					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	145	34	11	8	6	2	4	10	2	13	13	3	9	14	16	0					
6	Число погашенных избирательных бюллетеней	3637	384	201	198	247	207	207	236	186	366	196	99	326	271	444	69					
7	Число избирательных бюллетеней в переносных ящиках для голосования	145	34	11	8	6	2	4	10	2	13	13	3	9	14	16	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7205	632	975	694	597	341	389	654	262	421	441	148	515	365	640	131					
9	Число недействительных избирательных бюллетеней	202	13	25	29	12	16	19	17	7	7	6	6	18	9	16	2					
10	Число действительных избирательных бюллетеней	7148	653	961	673	591	327	374	647	257	427	448	145	506	370	640	129					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	243	10	40	10	10	10	20	6	10	4	30	3	40	6	44	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	46	4	4	7	8	2	3	2	5	2	2	0	2	1	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	49	3	22	9	4	0	2	1	1	2	3	0	1	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	197	6	36	3	2	8	17	4	5	2	28	3	38	5	40	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	0	1	2	0	0	1	0	0	0	0	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	385	16	43	43	42	22	27	35	18	26	25	8	27	19	32	2					
		5.24%	2.40%	4.36%	6.13%	6.97%	6.41%	6.87%	5.27%	6.82%	5.99%	5.51%	5.30%	5.15%	5.01%	4.88%	1.53%					
19	2.Всероссийская политическая партия «Гражданская Сила»	211	19	29	36	12	9	12	23	12	5	8	8	11	12	13	2					
		2.87%	2.85%	2.94%	5.13%	1.99%	2.62%	3.05%	3.46%	4.55%	1.15%	1.76%	5.30%	2.10%	3.17%	1.98%	1.53%					
20	3.Политическая партия «Демократическая партия России»	15	3	2	1	1	2	0	2	0	0	1	0	0	1	2	0					
