Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Читинская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378					
1	"Число избирателей, внесенных в список избирателей"	48143	485	133	129	1206	1577	942	2911	607	106	72	91	237	1132	354	358	855	330	610	176	221	854	581	1465	442	830	247	2700	2334	618	201	541	224	1791	304	557	243	1433	1938	2881	1547	690	1147	2131	1860	939	1673	811	722	306	202	227	236	1189	1747					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	45694	460	140	110	1100	1400	950	2700	640	84	54	78	255	1000	350	340	850	310	570	170	210	900	600	1400	450	800	200	2200	2400	600	200	550	200	1743	300	500	200	1300	1800	2800	1660	620	1100	2100	1900	900	1400	700	650	300	200	200	250	1200	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	21017	189	63	93	448	693	429	1104	587	49	38	48	124	478	197	299	351	183	244	85	85	492	268	579	166	396	86	1685	1067	289	105	269	100	694	151	312	124	460	862	1113	920	239	454	665	568	221	634	286	340	120	99	124	150	491	701					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1758	27	5	5	41	160	38	67	20	13	0	3	5	56	9	8	55	84	48	11	23	33	16	43	23	27	16	92	21	23	8	28	23	33	24	22	16	15	11	23	16	239	85	12	16	25	9	20	38	9	8	7	10	40	49					
6	Число погашенных избирательных бюллетеней	22919	244	72	12	611	547	483	1529	33	22	16	27	126	466	144	33	444	43	278	74	102	375	316	778	261	377	98	423	1312	288	87	253	77	1016	125	166	60	825	927	1664	724	142	561	1423	1316	654	757	394	272	171	93	69	90	669	850					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1758	27	5	5	41	160	38	67	20	13	0	3	5	56	9	8	55	84	48	11	23	33	16	43	23	27	16	92	21	23	8	28	23	33	24	22	16	15	11	23	16	239	85	12	16	25	9	20	38	9	8	7	10	40	49					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21002	189	63	93	448	693	429	1104	586	49	38	48	124	478	197	299	351	183	244	85	85	492	268	579	166	396	86	1678	1066	289	105	268	100	694	151	312	124	460	862	1109	920	239	454	665	568	221	634	286	340	120	99	124	150	491	700					
9	Число недействительных избирательных бюллетеней	411	2	0	0	3	17	7	9	8	1	0	1	0	3	0	9	10	3	6	0	1	5	14	10	4	11	2	41	34	5	2	3	0	12	2	8	2	7	21	27	14	23	12	8	8	3	13	6	3	3	2	3	1	12	10					
10	Число действительных избирательных бюллетеней	22349	214	68	98	486	836	460	1162	598	61	38	50	129	531	206	298	396	264	286	96	107	520	270	612	185	412	100	1729	1053	307	111	293	123	715	173	326	138	468	852	1105	922	455	527	669	576	243	630	300	375	126	105	128	159	519	739					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	862	5	5	5	30	20	20	30	50	5	5	5	10	20	10	20	10	5	10	5	5	20	10	20	5	10	5	110	40	10	5	10	5	20	5	10	5	20	20	20	40	20	20	20	27	10	20	10	10	5	5	5	5	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	549	3	1	1	22	15	17	25	29	1	0	3	5	15	9	8	6	1	8	2	3	2	3	6	2	5	1	96	30	10	0	7	1	19	4	1	2	10	15	20	20	4	17	14	27	4	14	4	9	1	0	0	5	10	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	362	6	1	6	8	10	12	19	32	12	12	6	3	7	4	4	6	1	4	8	3	13	9	3	1	3	3	11	18	2	6	5	4	9	6	7	0	6	6	13	16	3	8	5	7	5	4	3	5	3	2	3	2	2	5					
14	Число погашенных неиспользованных открепительных удостоверений	313	2	4	4	8	5	3	5	21	4	5	2	5	5	1	12	4	4	2	3	2	18	7	14	3	5	4	14	10	0	5	3	4	1	1	9	3	10	5	0	20	16	3	6	0	6	6	6	1	4	5	5	0	10	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	58	0	0	0	0	5	0	0	8	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2980	25	4	19	59	102	59	174	70	9	3	4	8	49	13	38	38	22	39	19	14	87	63	105	22	78	16	143	116	46	13	47	14	118	27	43	23	41	171	201	72	88	74	99	90	32	100	38	48	19	12	26	16	46	78					
		13.09%	11.57%	5.88%	19.39%	12.07%	11.96%	12.63%	14.86%	11.55%	14.52%	7.89%	7.84%	6.20%	9.18%	6.31%	12.38%	9.36%	8.24%	13.36%	19.79%	12.96%	16.57%	22.18%	16.88%	11.64%	18.44%	15.69%	8.08%	10.67%	14.74%	11.50%	15.88%	11.38%	16.23%	15.43%	12.87%	16.43%	8.63%	19.59%	17.76%	7.69%	18.41%	13.73%	14.62%	15.41%	13.01%	15.55%	12.42%	12.70%	14.73%	11.21%	19.85%	10.00%	8.66%	10.41%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5071	63	18	5	104	134	51	257	155	14	14	11	20	110	26	85	42	87	71	24	24	170	54	164	41	80	13	495	301	72	30	43	12	158	44	61	28	94	191	259	280	73	131	144	120	48	143	46	57	10	30	26	42	117	179					
		22.28%	29.17%	26.47%	5.10%	21.27%	15.71%	10.92%	21.95%	25.58%	22.58%	36.84%	21.57%	15.50%	20.60%	12.62%	27.69%	10.34%	32.58%	24.32%	25.00%	22.22%	32.38%	19.01%	26.37%	21.69%	18.91%	12.75%	27.97%	27.69%	23.08%	26.55%	14.53%	9.76%	21.73%	25.14%	18.26%	20.00%	19.79%	21.88%	22.88%	29.91%	15.27%	24.30%	21.27%	20.55%	19.51%	22.24%	15.03%	15.08%	7.75%	28.04%	19.85%	26.25%	22.03%	23.90%					
