Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Тахтамукайская 																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224					
1	"Число избирателей, внесенных в список избирателей"	49370	1565	1906	2300	780	512	286	2264	2042	1635	1763	1793	1630	1101	1432	198	335	642	309	1306	1872	1816	1614	1943	2318	2809	1266	1605	1661	993	142	1761	1107	648	309	1523	1203	478	211	292					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46898	1500	1800	2200	700	500	286	2200	1900	1600	1700	1600	1500	1000	1400	192	320	600	304	1300	1800	1700	1600	1900	2200	2600	1200	1500	1500	900	140	1700	1090	619	310	1500	1100	450	206	281					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	35590	1432	1263	1299	566	385	244	1963	1612	1506	1405	1493	1473	938	1202	158	196	561	261	864	1478	1050	569	738	1350	1761	976	1128	1079	765	71	1426	947	408	223	1259	702	442	185	212					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	910	40	118	126	6	27	9	13	64	12	11	26	5	4	39	10	24	14	3	35	23	12	12	7	26	11	9	6	45	8	0	13	71	18	8	16	9	5	17	8					
6	Число погашенных избирательных бюллетеней	10398	28	419	775	128	88	33	224	224	82	284	81	22	58	159	24	100	25	40	401	299	638	1019	1155	824	828	215	366	376	127	69	261	72	193	79	225	389	3	4	61					
7	Число избирательных бюллетеней в переносных ящиках для голосования	910	40	118	126	6	27	9	13	64	12	11	26	5	4	39	10	24	14	3	35	23	12	12	7	26	11	9	6	45	8	0	13	71	18	8	16	9	5	17	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35573	1432	1263	1299	566	385	244	1963	1612	1506	1405	1493	1473	938	1202	158	196	561	261	864	1478	1044	569	738	1343	1757	976	1128	1079	765	71	1426	947	408	223	1259	702	442	185	212					
9	Число недействительных избирательных бюллетеней	519	7	32	14	26	0	2	20	25	19	10	17	19	9	8	2	2	5	5	14	23	12	15	22	18	24	15	16	37	11	1	22	9	5	8	37	4	4	0	0					
10	Число действительных избирательных бюллетеней	35964	1465	1349	1411	546	412	251	1956	1651	1499	1406	1502	1459	933	1233	166	218	570	259	885	1478	1044	566	723	1351	1744	970	1118	1087	762	70	1417	1009	421	223	1238	707	443	202	220					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	491	9	5	11	1	6	3	29	18	15	35	26	19	4	7	1	1	6	0	9	35	23	12	31	19	41	18	12	21	4	3	26	5	3	5	11	6	2	3	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	484	9	5	11	1	6	3	29	18	15	35	26	19	4	7	1	1	4	0	9	33	23	12	31	19	41	18	12	20	4	3	26	4	3	4	11	6	2	3	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	162	1	0	1	0	2	0	2	5	2	1	0	1	0	0	0	4	0	0	2	8	4	3	3	38	8	2	1	43	2	1	17	3	2	1	2	2	0	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	1	1	2	1	0	0	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	2	1	1	0	3	1	1	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2476	5	91	98	81	22	5	135	92	117	129	92	98	51	47	10	14	37	1	47	118	80	101	124	122	154	61	84	91	85	15	146	9	19	29	30	16	4	4	12					
		6.79%	0.34%	6.59%	6.88%	14.16%	5.34%	1.98%	6.83%	5.49%	7.71%	9.11%	6.06%	6.63%	5.41%	3.79%	5.95%	6.36%	6.43%	0.38%	5.23%	7.86%	7.58%	17.38%	16.64%	8.91%	8.71%	6.19%	7.41%	8.10%	10.99%	21.13%	10.15%	0.88%	4.46%	12.55%	2.35%	2.25%	0.89%	1.98%	5.45%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2038	0	19	16	63	40	3	93	134	88	70	93	69	42	40	16	23	62	3	34	104	86	98	108	100	118	57	52	99	57	3	107	6	21	68	17	6	2	0	21					
		5.59%	0.00%	1.38%	1.12%	11.01%	9.71%	1.19%	4.71%	7.99%	5.80%	4.94%	6.12%	4.67%	4.46%	3.22%	9.52%	10.45%	10.78%	1.14%	3.78%	6.93%	8.14%	16.87%	14.50%	7.30%	6.67%	5.79%	4.59%	8.81%	7.37%	4.23%	7.44%	0.59%	4.93%	29.44%	1.33%	0.84%	0.45%	0.00%	9.55%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	298	1	6	8	19	3	0	39	8	7	16	15	6	1	6	1	1	11	0	8	10	12	8	10	12	18	14	10	10	15	0	10	3	0	1	7	1	0	0	1					
		0.82%	0.07%	0.43%	0.56%	3.32%	0.73%	0.00%	1.97%	0.48%	0.46%	1.13%	0.99%	0.41%	0.11%	0.48%	0.60%	0.45%	1.91%	0.00%	0.89%	0.67%	1.14%	1.38%	1.34%	0.88%	1.02%	1.42%	0.88%	0.89%	1.94%	0.00%	0.69%	0.29%	0.00%	0.43%	0.55%	0.14%	0.00%	0.00%	0.45%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6226	249	256	471	180	109	95	278	235	217	172	187	180	107	130	24	44	81	20	255	243	192	159	229	204	229	155	170	187	121	10	193	149	73	27	279	162	56	71	27					
		17.07%	16.92%	18.54%	33.05%	31.47%	26.46%	37.55%	14.07%	14.02%	14.30%	12.15%	12.31%	12.18%	11.36%	10.48%	14.29%	20.00%	14.09%	7.58%	28.36%	16.19%	18.18%	27.37%	30.74%	14.90%	12.95%	15.74%	14.99%	16.64%	15.65%	14.08%	13.41%	14.64%	17.14%	11.69%	21.88%	22.78%	12.53%	35.15%	12.27%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	618	2	21	12	4	4	2	54	31	27	23	23	24	12	17	2	2	14	1	21	24	37	24	20	37	40	27	25	16	14	4	34	4	0	0	9	5	2	0	0					
		1.69%	0.14%	1.52%	0.84%	0.70%	0.97%	0.79%	2.73%	1.85%	1.78%	1.62%	1.51%	1.62%	1.27%	1.37%	1.19%	0.91%	2.43%	0.38%	2.34%	1.60%	3.50%	4.13%	2.68%	2.70%	2.26%	2.74%	2.20%	1.42%	1.81%	5.63%	2.36%	0.39%	0.00%	0.00%	0.71%	0.70%	0.45%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24134	1208	950	805	198	234	145	1319	1142	1038	988	1084	1070	717	992	113	133	352	234	513	975	637	168	232	870	1175	651	774	681	468	37	921	834	308	97	892	517	377	127	158					
		66.15%	82.07%	68.79%	56.49%	34.62%	56.80%	57.31%	66.75%	68.14%	68.38%	69.77%	71.36%	72.40%	76.11%	79.94%	67.26%	60.45%	61.22%	88.64%	57.06%	64.96%	60.32%	28.92%	31.14%	63.55%	66.46%	66.09%	68.25%	60.59%	60.54%	52.11%	64.00%	81.93%	72.30%	41.99%	69.96%	72.71%	84.34%	62.87%	71.82%					
