Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Тахтамукайская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224					
1	"Число избирателей, внесенных в списки избирателей"	48140	1565	1920	2195	763	516	273	2163	1964	1720	1739	1827	1692	1046	1405	178	309	633	294	1278	1845	1747	1782	1957	1736	2268	1570	1772	1660	917	134	1752	1059	544	310	1475	1182	458	212	280					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	44597	1500	1800	2000	750	500	264	2000	1800	1600	1600	1700	1600	900	1300	174	295	600	282	1200	1800	1700	1700	1800	1600	2000	1500	1600	1500	800	130	1600	900	500	285	1400	1000	443	202	272					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	25655	979	1068	1262	380	284	181	1201	1002	909	899	1051	926	554	807	141	198	350	169	718	837	689	833	1026	878	1210	826	803	830	497	94	968	784	324	251	640	453	287	175	171					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1058	83	103	106	8	23	13	12	51	15	22	16	20	15	38	0	21	6	0	30	23	28	19	17	43	30	14	29	62	13	1	15	53	20	6	32	46	17	8	0					
6	Число погашенных избирательных бюллетеней	17884	438	629	632	362	193	70	787	747	676	679	633	654	331	455	33	76	244	113	452	940	983	848	757	679	760	660	768	608	290	35	617	63	156	28	728	501	139	19	101					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1058	83	103	106	8	23	13	12	51	15	22	16	20	15	38	0	21	6	0	30	23	28	19	17	43	30	14	29	62	13	1	15	53	20	6	32	46	17	8	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25653	979	1068	1262	380	284	181	1201	1002	909	899	1049	926	554	807	141	198	350	169	718	837	689	833	1026	878	1210	826	803	830	497	94	968	784	324	251	640	453	287	175	171					
9	Число недействительных избирательных бюллетеней	486	3	10	16	3	0	1	22	9	8	4	28	13	15	30	1	5	11	8	21	19	25	22	27	12	26	17	10	14	4	4	16	31	14	7	12	6	8	3	1					
10	Число действительных избирательных бюллетеней	26225	1059	1161	1352	385	307	193	1191	1044	916	917	1037	933	554	815	140	214	345	161	727	841	692	830	1016	909	1214	823	822	878	506	91	967	806	330	250	660	493	296	180	170					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	200	5	1	6	5	5	1	13	8	5	5	9	6	5	5	1	2	2	0	12	20	4	6	5	5	10	5	7	9	2	1	5	0	0	5	12	5	0	1	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	161	5	1	4	5	2	0	12	7	5	3	8	6	1	1	0	1	0	0	8	19	3	6	5	5	10	4	7	9	2	1	5	0	0	0	10	5	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	68	4	0	0	1	2	0	2	7	5	4	3	4	1	0	0	0	1	1	0	2	0	1	2	6	1	0	1	7	1	1	3	1	2	0	2	1	1	0	1					
