Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
"Наименование Избирательной комиссии:    Смоленск, Заднепровская"																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661					
1	"Число избирателей, внесенных в списки"	79574	2275	2023	2058	1418	2753	1373	868	2775	2477	2895	2454	2394	2836	2812	1955	2320	830	1030	2128	1920	2698	2778	2674	2364	2424	2531	2508	1285	2301	1869	1249	2048	1242	1776	2218	2522	2039	1454					
2	"Число бюллетеней, полученных участковыми комиссиями"	77100	2200	2000	2000	1400	2700	1300	800	2700	2400	2800	2400	2300	2800	2700	1900	2200	800	1000	2000	1800	2700	2700	2600	2300	2400	2400	2400	1200	2300	1800	1200	2000	1200	1700	2200	2400	2000	1400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	38460	1138	1072	821	629	1347	678	202	1582	1456	1252	1425	1314	1395	1373	1139	1305	273	440	1019	890	1306	1494	1273	1299	1292	1136	1494	563	1279	815	530	802	353	630	1027	1004	930	483					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2213	34	19	64	41	79	48	137	67	56	175	51	37	84	43	14	19	32	43	43	25	48	39	37	21	35	159	11	37	13	56	27	59	157	30	69	86	50	168					
6	Число погашенных бюллетеней	36423	1028	909	1115	730	1271	574	461	1051	888	1373	924	949	1321	1284	747	876	495	517	938	885	1346	1167	1290	980	1072	1105	895	600	1008	929	643	1139	690	1040	1104	1310	1020	749					
7	Число бюллетеней в переносных ящиках для голосования	2213	34	19	64	41	79	48	137	67	56	175	51	37	84	43	14	19	32	43	43	25	48	39	37	21	35	159	11	37	13	56	27	59	157	30	69	86	50	168					
8	Число бюллетеней в стационарных ящиках для голосования	38381	1137	1053	821	629	1351	677	202	1582	1455	1252	1425	1314	1395	1371	1137	1304	273	440	1018	886	1306	1487	1273	1298	1252	1136	1492	563	1279	815	530	802	352	630	1027	1004	930	483					
9	Число недействительных бюллетеней	483	11	13	8	6	13	8	11	18	26	16	9	12	22	13	3	9	4	6	9	12	12	21	18	7	25	17	24	11	17	15	10	14	5	5	19	2	22	10					
10	Число действительных бюллетеней	40111	1160	1059	877	664	1417	717	328	1631	1485	1411	1467	1339	1457	1401	1148	1314	301	477	1052	899	1342	1505	1292	1312	1262	1278	1479	589	1275	856	547	847	504	655	1077	1088	958	641					
