Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Койгородская																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435					
1	"Число избирателей, внесенных в список"	7530	116	796	321	328	153	259	330	211	2016	187	1228	286	93	113	909	184					
2	Число полученных избирательных бюллетеней	7614	117	794	321	327	158	254	331	212	2107	186	1235	277	92	112	904	187					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4280	78	394	199	201	99	156	236	167	1068	117	608	204	71	90	436	156					
5	"Число избирательных бюллетеней, выданных вне помещения"	316	2	29	5	33	12	36	17	8	53	11	50	11	3	0	46	0					
6	Число погашенных избирательных бюллетеней	3018	37	371	117	93	47	62	78	37	986	58	577	62	18	22	422	31					
7	Число избирательных бюллетеней в переносных ящиках	316	2	29	5	33	12	36	17	8	53	11	50	11	3	0	46	0					
8	Число бюллетеней в стационарных ящиках для голосования	4280	78	394	199	201	99	156	236	167	1068	117	608	204	71	90	436	156					
9	Число недействительных избирательных бюллетеней	39	0	4	4	0	0	1	0	0	6	2	7	3	1	4	5	2					
10	Число действительных избирательных бюллетеней	4557	80	419	200	234	111	191	253	175	1115	126	651	212	73	86	477	154					
11	Число полученных открепительных  удостоверений	112	2	10	5	3	5	3	5	6	30	4	17	3	3	3	10	3					
12	Число выданных открепительных удостоверений	53	0	2	0	1	3	0	0	2	22	1	11	2	2	1	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	1	2	0	1	0	1	2	0	3	1	2	4	0	1	5	0					
14	Число неиспользованных открепительных удостоверений	59	2	8	5	2	2	3	5	4	8	3	6	1	1	2	4	3					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	137	1	16	10	4	0	5	14	6	36	1	20	5	3	2	13	1					
		2.98%	1.25%	3.78%	4.90%	1.71%	0.00%	2.60%	5.53%	3.43%	3.21%	0.78%	3.04%	2.33%	4.05%	2.22%	2.70%	0.64%					
19	. Малышкин Олег Александрович	114	2	4	0	1	4	4	1	5	37	1	16	12	4	1	17	5					
		2.48%	2.50%	0.95%	0.00%	0.43%	3.60%	2.08%	0.40%	2.86%	3.30%	0.78%	2.43%	5.58%	5.41%	1.11%	3.53%	3.21%					
20	. Миронов Сергей Михайлович	47	0	4	1	1	1	3	2	4	7	2	5	5	4	0	5	3					
		1.02%	0.00%	0.95%	0.49%	0.43%	0.90%	1.56%	0.79%	2.29%	0.62%	1.56%	0.76%	2.33%	5.41%	0.00%	1.04%	1.92%					
21	. Путин Владимир Владимирович	3382	58	320	161	179	87	139	156	101	818	102	488	163	51	76	374	109					
		73.59%	72.50%	75.65%	78.92%	76.50%	78.38%	72.40%	61.66%	57.71%	72.97%	79.69%	74.16%	75.81%	68.92%	84.44%	77.59%	69.87%					
22	. Хакамада Ирина Муцуовна	135	2	13	6	6	4	10	11	3	32	2	21	8	3	1	11	2					
		2.94%	2.50%	3.07%	2.94%	2.56%	3.60%	5.21%	4.35%	1.71%	2.85%	1.56%	3.19%	3.72%	4.05%	1.11%	2.28%	1.28%					
23	. Харитонов Николай Михайлович	621	15	46	19	30	13	26	64	54	143	17	85	14	3	6	52	34					
		13.51%	18.75%	10.87%	9.31%	12.82%	11.71%	13.54%	25.30%	30.86%	12.76%	13.28%	12.92%	6.51%	4.05%	6.67%	10.79%	21.79%					
																							
24	Против всех	121	2	16	3	13	2	4	5	2	42	1	16	5	5	0	5	0					
		2.63%	2.50%	3.78%	1.47%	5.56%	1.80%	2.08%	1.98%	1.14%	3.75%	0.78%	2.43%	2.33%	6.76%	0.00%	1.04%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
