Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
"Наименование Избирательной комиссии:    Ростов-на-Дону, Железнодорожная"																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1490	УИК №1491	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №2527	УИК №2570	УИК №2588	УИК №2589					
1	"Число избирателей, внесенных в список избирателей"	66698	1645	1833	2218	1977	2512	2325	1991	2002	1976	2477	2102	2447	1970	2301	2259	2294	1930	2092	2208	1648	1350	1599	2106	1950	2285	2062	1917	2540	2032	2426	1276	252	327	2216	127	26					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	60700	1500	1650	2050	1850	2250	2100	1800	1750	1800	2150	1850	2050	1800	2000	2000	2100	1750	1900	2000	1500	1200	1450	1900	1750	2050	1850	1750	2250	2000	2200	1150	500	300	2000	300	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27377	682	814	1014	698	1044	796	763	850	663	905	816	954	918	837	880	1020	605	768	1120	675	588	792	991	758	709	973	607	879	1066	1088	622	245	81	1003	127	26					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3982	83	79	81	75	167	99	107	114	134	111	240	325	54	127	94	89	253	128	42	94	96	67	112	102	72	69	218	301	138	44	100	7	6	154	0	0					
6	Число погашенных избирательных бюллетеней	29341	735	757	955	1077	1039	1205	930	786	1003	1134	794	771	828	1036	1026	991	892	1004	838	731	516	591	797	890	1269	808	925	1070	796	1068	428	248	213	843	173	174					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3982	83	79	81	75	167	99	107	114	134	111	240	325	54	127	94	89	253	128	42	94	96	67	112	102	72	69	218	301	138	44	100	7	6	154	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27321	668	812	1014	698	1041	796	763	848	663	905	814	950	918	837	879	1020	605	767	1117	675	587	792	991	758	708	973	606	879	1058	1075	622	245	81	1003	127	26					
9	Число недействительных избирательных бюллетеней	575	0	20	9	6	12	153	12	15	11	26	14	28	15	22	8	13	12	18	14	9	8	9	15	12	18	12	11	13	9	18	7	3	0	19	4	0					
10	Число действительных избирательных бюллетеней	30728	751	871	1086	767	1196	742	858	947	786	990	1040	1247	957	942	965	1096	846	877	1145	760	675	850	1088	848	762	1030	813	1167	1187	1101	715	249	87	1138	123	26					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2000	50	60	70	60	75	70	60	60	60	70	60	70	60	65	70	70	60	60	70	50	40	50	60	60	70	60	60	75	65	75	35	0	10	70	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1059	35	39	40	32	49	51	35	22	19	23	31	34	40	30	38	57	32	21	44	28	24	14	25	31	33	45	39	31	35	49	8	0	3	22	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	847	16	9	19	20	24	24	15	20	13	14	34	12	22	21	42	15	17	14	14	0	18	35	27	26	14	6	6	13	29	10	8	113	2	22	127	26					
14	Число погашенных неиспользованных открепительных удостоверений	941	15	21	30	28	26	19	25	38	41	47	29	36	20	35	32	13	28	39	26	22	16	36	35	29	37	15	21	44	30	26	27	0	7	48	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	51	1	1	2	0	1	0	1	0	1	1	3	0	4	6	0	2	1	2	2	0	1	0	2	1	7	0	1	2	2	2	0	0	3	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5125	155	167	181	129	205	106	134	142	112	166	164	181	158	178	148	180	155	187	256	114	107	137	180	143	120	156	101	225	174	181	97	46	20	189	27	4					
		16.37%	20.64%	18.74%	16.53%	16.69%	16.97%	11.84%	15.40%	14.76%	14.05%	16.34%	15.56%	14.20%	16.26%	18.46%	15.21%	16.23%	18.07%	20.89%	22.09%	14.82%	15.67%	15.95%	16.32%	16.63%	15.38%	14.97%	12.26%	19.07%	14.55%	16.18%	13.43%	18.25%	22.99%	16.34%	21.26%	15.38%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4111	93	102	126	112	183	132	121	114	113	136	106	150	143	139	108	148	118	139	115	128	82	124	156	100	136	112	108	137	165	183	78	21	11	150	19	3					
		13.13%	12.38%	11.45%	11.51%	14.49%	15.15%	14.75%	13.91%	11.85%	14.18%	13.39%	10.06%	11.76%	14.71%	14.42%	11.10%	13.35%	13.75%	15.53%	9.92%	16.64%	12.01%	14.44%	14.14%	11.63%	17.44%	10.75%	13.11%	11.61%	13.80%	16.35%	10.80%	8.33%	12.64%	12.96%	14.96%	11.54%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	333	13	14	4	9	16	7	9	7	6	14	9	9	10	9	14	10	10	12	14	7	7	10	19	13	8	8	6	10	14	9	11	5	0	7	2	1					
		1.06%	1.73%	1.57%	0.37%	1.16%	1.32%	0.78%	1.03%	0.73%	0.75%	1.38%	0.85%	0.71%	1.03%	0.93%	1.44%	0.90%	1.17%	1.34%	1.21%	0.91%	1.02%	1.16%	1.72%	1.51%	1.03%	0.77%	0.73%	0.85%	1.17%	0.80%	1.52%	1.98%	0.00%	0.61%	1.57%	3.85%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8202	220	278	253	203	343	186	227	246	196	311	241	308	296	235	329	329	216	209	365	203	180	257	305	199	211	165	200	325	273	327	132	66	22	309	36	1					
		26.20%	29.29%	31.20%	23.11%	26.26%	28.39%	20.78%	26.09%	25.57%	24.59%	30.61%	22.87%	24.16%	30.45%	24.38%	33.81%	29.67%	25.17%	23.35%	31.49%	26.40%	26.35%	29.92%	27.65%	23.14%	27.05%	15.83%	24.27%	27.54%	22.83%	29.22%	18.28%	26.19%	25.29%	26.71%	28.35%	3.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2125	60	75	50	48	66	49	53	52	71	68	59	79	78	87	82	97	63	68	84	68	54	52	109	72	57	47	46	74	65	69	36	15	2	65	3	2					
		6.79%	7.99%	8.42%	4.57%	6.21%	5.46%	5.47%	6.09%	5.41%	8.91%	6.69%	5.60%	6.20%	8.02%	9.02%	8.43%	8.75%	7.34%	7.60%	7.25%	8.84%	7.91%	6.05%	9.88%	8.37%	7.31%	4.51%	5.58%	6.27%	5.43%	6.17%	4.99%	5.95%	2.30%	5.62%	2.36%	7.69%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10608	205	225	463	264	375	257	308	385	285	290	455	515	258	283	277	326	278	253	301	234	237	265	309	309	222	540	346	392	490	321	357	93	32	408	35	15					
		33.89%	27.30%	25.25%	42.28%	34.15%	31.04%	28.72%	35.40%	40.02%	35.76%	28.54%	43.17%	40.39%	26.54%	29.36%	28.47%	29.40%	32.40%	28.27%	25.97%	30.43%	34.70%	30.85%	28.01%	35.93%	28.46%	51.82%	41.99%	33.22%	40.97%	28.69%	49.45%	36.90%	36.78%	35.26%	27.56%	57.69%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	224	5	10	9	2	8	5	6	1	3	5	6	5	14	11	7	6	6	9	10	6	8	5	10	12	8	2	6	4	6	11	4	3	0	10	1	0					
