Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
"Наименование Избирательной комиссии:    Ростов-на-Дону, Железнодорожная"																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1490	УИК №1491	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №2527	УИК №2570	УИК №2588	УИК №2589					
1	"Число избирателей, внесенных в списки избирателей"	68348	1843	2023	2355	2041	2530	2405	2026	1981	1993	2057	2084	2186	1993	2585	2287	2367	1910	2177	2396	1603	1436	1621	2225	1820	2190	2044	2031	2520	2519	2759	1290	504	261	2042	201	43					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	60500	1650	1700	2050	1900	2200	2100	1800	1750	1750	1850	1850	1900	1800	2150	2000	2150	1700	1950	2150	1350	1200	1450	1950	1650	2000	1750	1800	2150	2150	2300	1150	650	250	1800	400	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	46790	1176	1230	1833	1590	1877	1830	1494	1375	1399	1465	1392	1424	1476	1713	1681	1721	1265	1425	1378	989	995	1330	1524	1382	1493	1320	1380	1482	1490	1482	1024	382	120	1409	201	43					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	5483	121	149	105	114	153	60	131	103	169	221	223	314	65	355	171	272	281	257	123	103	163	85	123	87	219	165	206	280	125	58	102	122	80	178	0	0					
6	Число погашенных избирательных бюллетеней	8227	353	321	112	196	170	210	175	272	182	164	235	162	259	82	148	157	154	268	649	258	42	35	303	181	288	265	214	388	535	760	24	146	50	213	199	57					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5483	121	149	105	114	153	60	131	103	169	221	223	314	65	355	171	272	281	257	123	103	163	85	123	87	219	165	206	280	125	58	102	122	80	178	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	46750	1176	1230	1827	1590	1877	1824	1494	1375	1399	1465	1392	1418	1476	1713	1681	1721	1265	1425	1378	989	994	1330	1519	1382	1482	1320	1380	1482	1485	1482	1024	382	120	1409	201	43					
9	Число недействительных избирательных бюллетеней	221	4	9	2	3	7	0	5	9	2	3	22	31	6	3	0	0	10	0	9	7	6	5	5	5	5	11	3	6	15	0	2	13	2	10	1	0					
10	Число действительных избирательных бюллетеней	52012	1293	1370	1930	1701	2023	1884	1620	1469	1566	1683	1593	1701	1535	2065	1852	1993	1536	1682	1492	1085	1151	1410	1637	1464	1696	1474	1583	1756	1595	1540	1124	491	198	1577	200	43					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2150	60	65	75	65	80	75	65	65	65	65	65	65	65	80	75	80	60	70	85	50	45	50	70	60	75	65	65	80	65	85	40	0	10	65	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1141	17	39	59	48	52	42	23	29	26	27	39	52	38	57	42	63	27	43	47	19	27	36	33	39	33	21	27	28	21	35	13	0	1	38	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1256	6	15	42	40	16	33	38	11	8	0	24	7	30	231	11	14	10	18	25	15	41	13	17	8	4	15	14	15	60	9	2	207	0	13	201	43					
14	Число погашенных неиспользованных открепительных удостоверений	1009	43	26	16	17	28	33	42	36	39	38	26	13	27	23	33	17	33	27	38	31	18	14	37	21	42	44	38	52	44	50	27	0	9	27	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	78	1	2	1	6	3	5	4	1	4	0	5	3	2	3	3	4	2	2	2	1	1	0	1	3	4	3	1	1	3	2	1	0	0	4	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	1.Политическая партия «Аграрная партия России»	413	17	12	8	13	18	10	4	15	8	7	19	5	4	0	15	19	23	5	13	13	14	11	27	13	8	14	0	18	13	16	11	14	0	17	7	2					
		0.79%	1.31%	0.87%	0.41%	0.76%	0.89%	0.53%	0.25%	1.01%	0.51%	0.42%	1.18%	0.29%	0.26%	0.00%	0.81%	0.95%	1.49%	0.30%	0.87%	1.19%	1.21%	0.78%	1.64%	0.88%	0.47%	0.94%	0.00%	1.02%	0.81%	1.04%	0.98%	2.78%	0.00%	1.07%	3.48%	4.65%					
