Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Уинская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №3801	УИК №3802	УИК №3803	УИК №3804	УИК №3805	УИК №3806	УИК №3807	УИК №3808	УИК №3809	УИК №3810	УИК №3811	УИК №3812	УИК №3813	УИК №3814	УИК №3815	УИК №3816	УИК №3817	УИК №3818	УИК №3819	УИК №3820	УИК №3821	УИК №3822	УИК №3823	УИК №3824	УИК №3825					
1	"Число избирателей, внесенных в список избирателей"	10131	1500	477	477	180	431	255	283	253	1034	116	610	378	63	52	211	827	121	265	107	340	84	87	348	1387	245					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8380	1050	430	380	180	350	200	250	210	850	100	600	300	60	50	165	700	125	250	100	300	90	80	270	1050	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5332	763	237	230	71	227	152	154	150	493	67	393	241	54	39	103	403	66	120	73	184	48	59	218	662	125					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	857	104	53	48	27	22	38	22	40	67	10	31	36	0	7	41	87	11	21	10	37	8	2	21	82	32					
6	Число погашенных избирательных бюллетеней	2191	183	140	102	82	101	10	74	20	290	23	176	23	6	4	21	210	48	109	17	79	34	19	31	306	83					
7	Число избирательных бюллетеней в переносных ящиках для голосования	857	104	53	48	27	22	38	22	40	67	10	31	36	0	7	41	87	11	21	10	37	8	2	21	82	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5331	763	237	230	71	227	152	154	150	492	67	393	241	54	39	103	403	66	120	73	184	48	59	218	662	125					
9	Число недействительных избирательных бюллетеней	115	12	2	2	0	8	3	4	2	14	1	10	7	4	0	0	13	2	4	0	5	2	2	6	9	3					
10	Число действительных избирательных бюллетеней	6073	855	288	276	98	241	187	172	188	545	76	414	270	50	46	144	477	75	137	83	216	54	59	233	735	154					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	196	22	10	8	2	4	4	8	9	16	2	14	6	2	2	4	16	4	6	2	6	2	2	6	33	6					
