Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Минусинская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626					
1	"Число избирателей, внесенных в списки избирателей"	20184	1805	457	513	850	905	1182	269	1952	726	209	706	310	1224	171	533	1570	330	231	196	524	1815	104	433	183	265	715	360	75	110	411	265	785					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20081	1805	454	568	850	903	1180	288	1892	724	200	717	312	1217	171	381	1524	336	254	208	521	1803	104	504	175	264	715	358	62	108	417	264	802					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11677	1012	217	328	502	482	662	161	1150	360	102	441	187	618	113	244	936	212	160	129	357	914	75	294	126	167	418	238	61	64	255	150	542					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	813	48	16	30	18	52	30	11	59	46	9	17	6	34	2	119	81	4	8	7	17	64	2	24	5	6	13	18	0	2	14	3	48					
6	Число погашенных избирательных бюллетеней	7591	745	221	210	330	369	488	116	683	318	89	259	119	565	56	18	507	120	86	72	147	825	27	186	44	91	284	102	1	42	148	111	212					
7	Число избирательных бюллетеней в переносных ящиках для голосования	813	48	16	30	18	52	30	11	59	46	9	17	6	34	2	119	81	4	8	7	17	64	2	24	5	6	13	18	0	2	14	3	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11677	1012	217	328	502	482	662	161	1150	360	102	441	187	618	113	244	936	212	160	129	357	914	75	294	126	167	418	238	61	64	255	150	542					
9	Число недействительных избирательных бюллетеней	180	12	2	8	9	9	11	4	11	4	2	10	6	10	3	5	22	2	1	1	5	13	4	5	4	1	6	0	1	0	4	2	3					
10	Число действительных избирательных бюллетеней	12310	1048	231	350	511	525	681	168	1198	402	109	448	187	642	112	358	995	214	167	135	369	965	73	313	127	172	425	256	60	66	265	151	587					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	390	20	10	20	10	10	20	10	15	15	10	10	10	20	10	10	25	10	5	10	10	20	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	180	12	5	20	8	4	9	1	10	10	1	10	2	12	0	2	21	2	3	3	4	14	2	0	0	1	4	6	1	0	2	1	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	198	7	5	3	5	5	3	2	57	0	0	4	2	3	1	40	21	3	4	6	4	2	1	4	1	1	4	2	1	1	1	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	210	8	5	0	2	6	11	9	5	5	9	0	8	8	10	8	4	8	2	7	6	6	8	10	10	9	6	4	9	10	8	9	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	539	30	7	22	10	25	22	7	78	23	3	11	4	90	0	5	32	13	2	5	4	34	10	21	3	7	10	8	0	1	6	4	42					
		4.32%	2.83%	3.00%	6.15%	1.92%	4.68%	3.18%	4.07%	6.45%	5.67%	2.70%	2.40%	2.07%	13.80%	0.00%	1.38%	3.15%	6.02%	1.19%	3.68%	1.07%	3.48%	12.99%	6.60%	2.29%	4.05%	2.32%	3.13%	0.00%	1.52%	2.23%	2.61%	7.12%					
19	2.Всероссийская политическая партия «Гражданская Сила»	57	7	1	0	3	0	6	0	10	0	0	2	0	1	0	2	8	0	1	1	2	8	0	0	0	0	1	0	1	0	2	0	1					
