Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Куркинская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487					
1	"Число избирателей, внесенных в список избирателей"	9172	417	260	358	373	311	605	770	920	138	129	263	148	497	1379	1388	290	234	233	110	349					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9560	520	360	460	480	420	760	890	1050	120	110	270	140	440	1210	1220	270	210	220	100	310					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4657	165	128	231	191	176	354	359	464	76	58	129	70	211	690	785	119	122	113	46	170					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1364	138	68	91	68	36	86	75	85	19	30	54	14	67	98	99	85	55	76	37	83					
6	Число погашенных избирательных бюллетеней	3539	217	164	138	221	208	320	456	501	25	22	87	56	162	422	336	66	33	31	17	57					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1364	138	68	91	68	36	86	75	85	19	30	54	14	67	98	99	85	55	76	37	83					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4657	165	128	231	191	176	354	359	464	76	58	129	70	211	690	785	119	122	113	46	170					
9	Число недействительных избирательных бюллетеней	56	3	1	1	1	5	3	4	3	0	0	4	0	4	7	15	2	2	0	0	1					
10	Число действительных избирательных бюллетеней	5965	300	195	321	258	207	437	430	546	95	88	179	84	274	781	869	202	175	189	83	252					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	430	15	10	15	20	15	61	21	37	5	3	51	10	10	52	45	20	10	15	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	430	15	10	15	20	15	61	21	37	5	3	51	10	10	52	45	20	10	15	5	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	127	6	2	1	5	1	5	13	13	4	2	5	4	5	27	26	1	2	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	70	1	1	0	0	1	10	8	12	0	0	1	0	6	14	14	1	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	422	18	12	14	10	21	22	45	27	9	7	17	10	29	69	66	12	8	2	3	21					
		7.01%	5.94%	6.12%	4.35%	3.86%	9.91%	5.00%	10.37%	4.92%	9.47%	7.95%	9.29%	11.90%	10.43%	8.76%	7.47%	5.88%	4.52%	1.06%	3.61%	8.30%					
