Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Вагайская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187					
1	"Число избирателей, внесенных в списки избирателей"	17148	233	265	162	1503	1190	1282	826	66	176	429	325	153	317	99	97	352	436	331	442	1010	70	125	135	349	629	101	106	588	119	360	1081	149	169	272	511	277	329	505	357	340	183	193	344	162					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17672	236	278	162	1572	1188	1335	852	68	184	445	341	157	331	103	101	366	450	336	444	1040	71	130	141	363	642	105	107	603	120	368	1110	153	176	277	525	288	336	526	363	359	192	197	354	177					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14394	190	216	137	1129	1085	1182	663	60	129	307	250	105	290	99	85	304	344	230	384	865	37	102	128	252	515	97	105	518	118	290	950	70	161	233	409	272	230	439	326	300	152	167	312	157					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1749	39	43	25	175	60	50	140	6	13	71	33	45	26	0	12	42	78	58	43	113	33	19	4	67	39	3	0	47	0	60	46	79	5	34	95	4	37	29	19	18	14	8	12	5					
6	Число погашенных избирательных бюллетеней	1529	7	19	0	268	43	103	49	2	42	67	58	7	15	4	4	20	28	48	17	62	1	9	9	44	88	5	2	38	2	18	114	4	10	10	21	12	69	58	18	41	26	22	30	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1749	39	43	25	175	60	50	140	6	13	71	33	45	26	0	12	42	78	58	43	113	33	19	4	67	39	3	0	47	0	60	46	79	5	34	95	4	37	29	19	18	14	8	12	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14391	190	216	137	1129	1085	1182	663	60	129	304	250	105	290	99	85	304	344	230	384	865	37	102	128	252	515	97	105	518	118	290	950	70	161	233	409	272	230	439	326	300	152	167	312	157					
9	Число недействительных избирательных бюллетеней	68	0	1	0	4	0	0	2	2	2	9	1	0	0	0	0	4	4	6	2	4	0	0	0	0	0	2	1	0	0	1	2	0	0	1	2	0	6	2	0	1	0	0	4	5					
10	Число действительных избирательных бюллетеней	16072	229	258	162	1300	1145	1232	801	64	140	366	282	150	316	99	97	342	418	282	425	974	70	121	132	319	554	98	104	565	118	349	994	149	166	266	502	276	261	466	345	317	166	175	320	157					
