Выборы Президента Российской Федерации																																																																																						
Дата голосования: 04.03.2012																																																																																						
																																																																																						
Наименование Избирательной комиссии:    Екатеринбург, Ленинская																																																																																						
																																																																																						
Сводная таблица итогов голосования																																																																																						
																																																																																						
	Число участковых избирательных комиссий	75																																																																																				
	Число участковых избирательных комиссий, приступивших к передаче сведений	75																																																																																				
																																																																																						
		Сумма	УИК №983	УИК №985	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541									
1	Число избирателей, включенных в список избирателей	140113	565	155	2528	3250	887	1465	1786	1236	1108	2158	575	1492	2397	1760	2788	2782	2176	1255	2175	1598	1888	2432	2823	1935	1977	1808	2405	1788	1533	1366	2417	2678	1615	1592	2078	1782	2723	1966	2155	2368	1993	2602	2178	2125	1906	2263	1861	1663	2039	2062	1970	2051	2241	1962	1584	1677	1876	2332	2396	2497	2389	2330	2265	2566	2121	2894	2427	1995	1582	1634	215	135	291	446	80									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	111850	1000	200	1900	2400	800	1200	1500	1000	850	1700	500	1150	1900	1400	2300	2300	1800	1100	1700	1300	1400	1700	2100	1600	1600	1500	1900	1350	1200	1100	2000	2200	1300	1300	1700	1400	2000	1500	1600	1800	1500	2000	1650	1700	1600	1750	1400	1300	1550	1600	1500	1600	1850	1600	1200	1300	1600	1900	2000	2000	2000	1900	1900	2100	1700	2200	1900	1500	1200	1250	200	150	400	500	100									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	83797	554	143	1742	2171	606	951	1089	768	419	1273	338	876	1578	1074	1171	1554	1241	751	1113	927	1206	1438	1711	1161	1197	1137	1457	1106	904	745	1508	1598	984	1091	1326	949	1297	974	1368	1395	1144	1613	1258	1336	1175	1348	1065	958	1277	1226	1145	1228	1361	1235	949	981	1138	1430	1486	1590	1512	1459	1360	1380	1162	1714	1465	1066	891	845	179	113	291	446	80									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1382	0	4	1	3	12	15	33	24	4	10	2	13	21	20	2	11	29	10	2	6	28	32	67	14	22	20	21	56	47	11	26	12	22	12	15	41	13	18	13	20	51	21	28	20	25	22	14	33	16	25	26	14	19	15	18	20	19	28	16	28	27	11	30	24	23	10	7	15	27	18	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	26671	446	53	157	226	182	234	378	208	427	417	160	261	301	306	1127	735	530	339	585	367	166	230	322	425	381	343	422	188	249	344	466	590	294	197	359	410	690	508	219	385	305	366	364	344	400	380	321	309	257	349	329	358	470	350	233	299	443	442	498	382	461	430	510	696	515	476	428	419	282	387	21	37	109	54	20									
