Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Апатитская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179					
1	"Число избирателей, внесенных в список"	54717	1957	1757	2355	1628	1612	1983	2160	2697	2359	2264	2008	1385	2177	2666	2133	2645	1688	400	2856	2894	2743	1761	2166	1855	1645	2923					
2	Число полученных избирательных бюллетеней	54262	1946	1664	2193	1616	1572	1971	2160	2725	2376	2261	1983	1319	2170	2671	2128	2507	1676	412	2849	2879	2864	1760	2165	1851	1634	2910					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	32726	1195	1088	1177	973	863	1205	1321	1749	1490	1313	1218	883	1423	1666	1260	1591	1021	400	1707	1756	1735	489	1191	1197	1032	1783					
5	"Число избирательных бюллетеней, выданных вне помещения"	515	21	11	171	18	15	16	39	6	15	18	22	4	18	17	11	16	12	0	15	23	12	3	7	12	4	9					
6	Число погашенных избирательных бюллетеней	21021	730	565	845	625	694	750	800	970	871	930	743	432	729	988	857	900	643	12	1127	1100	1117	1268	967	642	598	1118					
7	Число избирательных бюллетеней в переносных ящиках	515	21	11	171	18	15	16	39	6	15	18	22	4	18	17	11	16	12	0	15	23	12	3	7	12	4	9					
8	Число бюллетеней в стационарных ящиках для голосования	32647	1194	1084	1169	973	858	1202	1321	1749	1459	1313	1218	883	1418	1659	1259	1589	1020	400	1703	1755	1733	489	1191	1194	1032	1782					
9	Число недействительных избирательных бюллетеней	162	8	6	5	8	3	9	11	5	6	3	3	2	9	7	13	11	6	1	6	9	11	5	3	5	3	4					
10	Число действительных избирательных бюллетеней	33000	1207	1089	1335	983	870	1209	1349	1750	1468	1328	1237	885	1427	1669	1257	1594	1026	399	1712	1769	1734	487	1195	1201	1033	1787					
11	Число полученных открепительных  удостоверений	1250	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	50	50	50	50	50	50	50	50					
12	Число выданных открепительных удостоверений	176	7	7	10	3	6	3	6	7	5	8	5	8	3	10	9	13	7	0	6	9	14	3	9	5	7	6					
