Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Каргатская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15620	2039	971	1926	993	977	1744	889	223	95	147	84	45	138	247	41	83	367	352	67	277	120	380	70	594	133	392	96	96	330	139	358	218	87	647	120	135									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15320	2000	950	1900	1000	900	1700	900	220	90	140	80	45	130	250	40	80	360	360	65	270	110	380	70	600	130	380	95	95	320	135	350	210	85	630	115	135									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5530	702	292	576	254	236	484	365	95	36	73	42	25	58	113	20	36	167	181	46	165	52	135	40	258	71	124	37	52	113	68	149	105	51	212	57	40									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	578	25	13	36	32	37	39	29	18	6	4	11	5	7	15	4	8	21	0	0	19	4	25	5	73	5	30	4	6	5	6	25	5	0	39	7	10									
6	Число погашенных избирательных бюллетеней	9212	1273	645	1288	714	627	1177	506	107	48	63	27	15	65	122	16	36	172	179	19	86	54	220	25	269	54	226	54	37	202	61	176	100	34	379	51	85									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	578	25	13	36	32	37	39	29	18	6	4	11	5	7	15	4	8	21	0	0	19	4	25	5	73	5	30	4	6	5	6	25	5	0	39	7	10									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5530	702	292	576	254	236	484	365	95	36	73	42	25	58	113	20	36	167	181	46	165	52	135	40	258	71	124	37	52	113	68	149	105	51	212	57	40									
9	Число недействительных избирательных бюллетеней	134	24	11	14	8	5	14	9	0	2	1	0	0	2	2	0	0	4	1	0	4	1	2	0	3	2	3	0	4	1	3	1	2	0	9	2	0									
10	Число действительных избирательных бюллетеней	5974	703	294	598	278	268	509	385	113	40	76	53	30	63	126	24	44	184	180	46	180	55	158	45	328	74	151	41	54	117	71	173	108	51	242	62	50									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	345	40	20	20	20	20	20	15	5	5	5	5	5	5	10	5	5	10	10	5	10	5	10	5	10	5	10	5	5	5	5	10	5	5	10	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	91	26	6	14	8	4	4	15	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	71	5	1	4	3	2	6	4	1	1	2	1	1	2	1	1	2	2	3	0	0	1	3	2	2	3	2	2	2	2	1	2	1	1	2	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	254	14	14	6	12	16	16	0	5	5	5	5	5	4	10	5	5	10	0	5	10	5	10	4	10	5	10	3	5	5	5	10	5	5	10	5	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	38	6	3	12	6	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	92	18	6	13	9	2	10	10	1	0	2	0	0	0	3	1	0	2	0	0	0	0	0	1	8	0	0	0	0	2	0	1	0	0	2	0	1									
		1.51%	2.48%	1.97%	2.12%	3.15%	0.73%	1.91%	2.54%	0.88%	0.00%	2.60%	0.00%	0.00%	0.00%	2.34%	4.17%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	2.22%	2.42%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.57%	0.00%	0.00%	0.80%	0.00%	2.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	191	24	7	6	7	16	19	14	6	1	2	1	2	2	5	0	0	8	5	1	6	0	6	4	7	0	4	1	0	7	0	8	5	2	9	6	0									
		3.13%	3.30%	2.30%	0.98%	2.45%	5.86%	3.63%	3.55%	5.31%	2.38%	2.60%	1.89%	6.67%	3.08%	3.91%	0.00%	0.00%	4.26%	2.76%	2.17%	3.26%	0.00%	3.75%	8.89%	2.11%	0.00%	2.60%	2.44%	0.00%	5.93%	0.00%	4.60%	4.55%	3.92%	3.59%	9.38%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	98	18	2	8	6	9	10	7	0	1	2	0	0	1	3	0	0	2	4	1	3	0	3	0	6	1	2	0	0	1	1	3	1	0	2	0	1									
		1.60%	2.48%	0.66%	1.31%	2.10%	3.30%	1.91%	1.78%	0.00%	2.38%	2.60%	0.00%	0.00%	1.54%	2.34%	0.00%	0.00%	1.06%	2.21%	2.17%	1.63%	0.00%	1.88%	0.00%	1.81%	1.32%	1.30%	0.00%	0.00%	0.85%	1.35%	1.72%	0.91%	0.00%	0.80%	0.00%	2.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3029	320	145	281	125	115	261	177	58	24	54	35	21	23	52	7	14	99	111	35	74	38	73	26	212	33	93	16	20	63	37	110	69	33	112	26	37									
