Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Глазуновская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10919	992	948	894	925	868	255	281	471	452	324	436	514	524	488	367	518	368	267	604	423									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11060	980	970	900	940	865	255	285	480	455	330	450	530	530	490	380	530	375	275	610	430									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7470	784	738	706	509	643	189	178	313	261	216	291	293	328	294	289	234	293	170	449	292									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1303	59	38	31	104	145	28	39	75	56	70	101	68	51	58	22	179	25	56	50	48									
6	Число погашенных избирательных бюллетеней	2287	137	194	163	327	77	38	68	92	138	44	58	169	151	138	69	117	57	49	111	90									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1303	59	38	31	104	145	28	39	75	56	70	101	68	51	58	22	179	25	56	50	48									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7470	784	738	706	509	643	189	178	313	261	216	291	293	328	294	289	234	293	170	449	292									
9	Число недействительных избирательных бюллетеней	97	12	19	4	3	12	0	4	4	1	1	0	2	3	16	1	0	3	0	12	0									
10	Число действительных избирательных бюллетеней	8676	831	757	733	610	776	217	213	384	316	285	392	359	376	336	310	413	315	226	487	340									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	170	11	11	11	16	16	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	89	2	7	3	13	12	2	1	6	5	3	5	7	6	2	4	3	1	3	3	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	25	5	2	2	1	3	1	0	1	0	3	0	1	3	0	0	2	0	0	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	81	9	4	8	3	4	5	6	1	2	4	2	0	1	5	3	4	6	4	4	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	4	2	2	1	1	0	0	0	1	1	4	1	2	0	1	4	0	0	1	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	41	5	3	1	1	0	0	0	1	2	3	5	0	4	5	0	0	0	0	11	0									
		0.47%	0.59%	0.39%	0.14%	0.16%	0.00%	0.00%	0.00%	0.26%	0.63%	1.05%	1.28%	0.00%	1.06%	1.42%	0.00%	0.00%	0.00%	0.00%	2.20%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	200	21	14	19	20	15	3	0	8	0	6	0	9	12	9	14	25	14	5	6	0									
		2.28%	2.49%	1.80%	2.58%	3.26%	1.90%	1.38%	0.00%	2.06%	0.00%	2.10%	0.00%	2.49%	3.17%	2.56%	4.50%	6.05%	4.40%	2.21%	1.20%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	71	11	7	4	8	3	1	3	1	0	1	4	2	5	7	5	1	4	0	4	0									
		0.81%	1.30%	0.90%	0.54%	1.31%	0.38%	0.46%	1.38%	0.26%	0.00%	0.35%	1.02%	0.55%	1.32%	1.99%	1.61%	0.24%	1.26%	0.00%	0.80%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5791	539	515	452	376	579	170	138	296	207	191	251	241	202	251	177	238	195	163	365	245									
		66.01%	63.94%	66.37%	61.33%	61.34%	73.48%	78.34%	63.59%	76.29%	65.30%	66.78%	64.03%	66.76%	53.30%	71.31%	56.91%	57.63%	61.32%	72.12%	73.15%	72.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	2	3	1	5	0	0	0	0	0	1	0	5	0	2	0	2	2	0	0	0									
		0.26%	0.24%	0.39%	0.14%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	1.39%	0.00%	0.57%	0.00%	0.48%	0.63%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	3	1	0	1	1	0	0	0	1	0	0	0	1	1	1	2	0	0	0	0									
		0.14%	0.36%	0.13%	0.00%	0.16%	0.13%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.26%	0.28%	0.32%	0.48%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	787	84	45	77	69	76	4	24	34	37	16	37	42	42	26	47	37	29	16	23	22									
		8.97%	9.96%	5.80%	10.45%	11.26%	9.64%	1.84%	11.06%	8.76%	11.67%	5.59%	9.44%	11.63%	11.08%	7.39%	15.11%	8.96%	9.12%	7.08%	4.61%	6.47%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	6	1	2	4	3	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0									
		0.23%	0.71%	0.13%	0.27%	0.65%	0.38%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.28%	0.26%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	40	9	7	4	9	4	0	0	0	0	0	0	1	3	0	0	2	0	0	1	0									
		0.46%	1.07%	0.90%	0.54%	1.47%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.79%	0.00%	0.00%	0.48%	0.00%	0.00%	0.20%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.16%	0.00%	0.46%	0.00%	0.00%	0.32%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	12	5	1	2	2	0	0	0	0	3	4	1	0	2	1	0	0	0	2	0									
		0.40%	1.42%	0.64%	0.14%	0.33%	0.25%	0.00%	0.00%	0.00%	0.00%	1.05%	1.02%	0.28%	0.00%	0.57%	0.32%	0.00%	0.00%	0.00%	0.40%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1473	119	142	155	99	79	35	43	33	64	57	82	50	94	29	62	98	65	39	60	68									
		16.79%	14.12%	18.30%	21.03%	16.15%	10.03%	16.13%	19.82%	8.51%	20.19%	19.93%	20.92%	13.85%	24.80%	8.24%	19.94%	23.73%	20.44%	17.26%	12.02%	20.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	6	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0									
		0.07%	0.12%	0.00%	0.14%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.40%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	173	19	14	16	15	13	3	5	11	4	5	9	7	12	4	2	8	6	2	13	5									
		1.97%	2.25%	1.80%	2.17%	2.45%	1.65%	1.38%	2.30%	2.84%	1.26%	1.75%	2.30%	1.94%	3.17%	1.14%	0.64%	1.94%	1.89%	0.88%	2.61%	1.47%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
