Выборы Президента Российской Федерации																																																															
																																																															
"Наименование Избирательной комиссии:    Оренбург, Дзержинская"																																																															
																																																															
Итоги голосования 																																																															
																																																															
		Сумма	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971					
1	"Число избирателей, внесенных в список"	132139	2469	2061	2276	1820	1850	1923	782	2333	1266	2588	1431	2396	2914	2800	2590	2858	2616	2578	2365	2350	2007	2185	2675	2705	1891	1621	2639	2600	2327	2299	2594	2675	2916	2782	2676	2833	2814	2800	2905	2118	2164	2057	1974	2198	2283	2949	2816	2884	2714	3005	2263	2597	2724	1286	1577	2320					
2	Число полученных избирательных бюллетеней	132974	2470	2020	1879	1833	1860	1882	786	2334	1316	2266	1441	2463	2905	2821	2627	2850	2640	2644	2521	2348	2005	2130	2646	2735	1940	1620	2857	2724	2358	2346	2653	2767	2886	2808	2688	2829	2756	2899	2882	2109	2101	2041	1914	2175	2339	2876	2814	2858	2840	2902	2499	2702	2788	1323	1843	2415					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	78152	1398	1277	1142	1104	1195	1155	394	1386	651	1478	906	1463	1384	1631	1521	1675	1509	1544	1380	1449	1254	1380	1506	1690	1190	1046	1604	1570	1427	1365	1452	1597	1663	1533	1566	1605	1713	1653	1715	1405	1295	1170	1121	1374	1477	1704	1695	1669	1742	1791	1436	1602	1744	739	887	1130					
5	"Число избирательных бюллетеней, выданных вне помещения"	3230	23	41	379	20	34	14	70	67	64	164	116	60	47	64	53	69	51	43	11	27	51	27	56	61	47	54	61	30	26	36	50	20	54	60	42	67	56	46	49	7	8	31	103	20	29	47	40	97	40	64	31	37	22	164	81	99					
6	Число погашенных избирательных бюллетеней	51592	1049	702	358	709	631	713	322	881	601	624	419	940	1474	1126	1053	1106	1080	1057	1130	872	700	723	1084	984	703	520	1192	1124	905	945	1151	1150	1169	1215	1080	1157	987	1200	1118	697	798	840	690	781	833	1125	1079	1092	1058	1047	1032	1063	1022	420	875	1186					
7	Число избирательных бюллетеней в переносных ящиках	3230	23	41	379	20	34	14	70	67	64	164	116	60	47	64	53	69	51	43	11	27	51	27	56	61	47	54	61	30	26	36	50	20	54	60	42	67	56	46	49	7	8	31	103	20	29	47	40	97	40	64	31	37	22	164	81	99					
8	Число бюллетеней в стационарных ящиках для голосования	78112	1398	1273	1140	1104	1195	1155	394	1386	651	1478	906	1463	1384	1631	1521	1675	1501	1543	1380	1449	1254	1380	1506	1688	1190	1044	1604	1570	1427	1365	1451	1596	1663	1533	1566	1605	1701	1653	1715	1405	1295	1168	1121	1374	1477	1703	1695	1669	1742	1790	1435	1600	1744	739	887	1130					
9	Число недействительных избирательных бюллетеней	605	9	11	19	5	12	7	3	19	7	12	3	13	11	10	13	11	9	5	11	5	6	17	9	7	7	13	12	13	5	8	8	12	14	10	14	11	15	7	18	12	11	10	4	9	13	17	18	8	9	17	15	8	10	13	9	21					
10	Число действительных избирательных бюллетеней	80737	1412	1303	1500	1119	1217	1162	461	1434	708	1630	1019	1510	1420	1685	1561	1733	1543	1581	1380	1471	1299	1390	1553	1742	1230	1085	1653	1587	1448	1393	1493	1604	1703	1583	1594	1661	1742	1692	1746	1400	1292	1189	1220	1385	1493	1733	1717	1758	1773	1837	1451	1629	1756	890	959	1208					
11	Число полученных открепительных  удостоверений	1994	45	40	24	24	24	24	13	30	24	40	24	40	39	40	39	40	45	40	40	40	32	32	40	42	29	29	45	40	39	39	40	40	40	40	40	40	40	40	40	40	29	33	33	33	33	45	40	40	40	40	39	38	40	23	24	22					
12	Число выданных открепительных удостоверений	997	13	15	10	6	9	7	1	13	3	12	6	22	13	15	15	22	11	17	14	26	18	19	28	16	16	15	29	26	12	14	22	40	29	21	31	22	28	21	26	19	12	17	16	19	31	27	35	15	19	37	17	14	16	4	5	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	910	9	14	14	10	14	14	8	18	6	13	67	26	20	26	13	27	17	9	35	11	9	12	17	27	11	12	39	14	18	17	9	9	9	13	9	10	32	12	24	13	10	12	14	7	14	24	12	8	19	22	27	19	16	7	5	7					
14	Число неиспользованных открепительных удостоверений	997	32	25	14	18	15	17	12	17	21	28	18	18	26	25	24	18	34	23	26	14	14	13	12	26	13	14	16	14	27	25	18	0	11	19	9	18	12	19	14	21	17	16	17	14	2	18	5	25	21	3	22	24	24	19	19	11					
15	"Число открепительных удостоверений, выданных в ТИК"	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																															
18	. Глазьев Сергей Юрьевич	5754	123	118	164	106	93	78	25	91	43	98	48	86	90	121	96	128	109	108	60	83	82	88	145	114	98	74	123	116	94	108	130	109	116	137	117	134	120	115	125	85	85	80	66	106	97	130	133	144	143	126	108	137	137	49	49	66					
		7.07%	8.66%	8.98%	10.80%	9.43%	7.57%	6.67%	5.39%	6.26%	6.01%	5.97%	4.70%	5.65%	6.29%	7.14%	6.10%	7.34%	7.02%	6.81%	4.31%	5.62%	6.28%	6.25%	9.28%	6.52%	7.92%	6.74%	7.39%	7.25%	6.47%	7.71%	8.66%	6.75%	6.76%	8.60%	7.28%	8.01%	6.83%	6.77%	7.09%	6.02%	6.52%	6.67%	5.39%	7.60%	6.44%	7.43%	7.67%	8.15%	8.02%	6.80%	7.37%	8.37%	7.76%	5.43%	5.06%	5.37%					
19	. Малышкин Олег Александрович	2587	39	30	27	37	36	37	11	50	27	70	49	45	55	60	58	49	55	56	48	43	49	50	41	61	54	27	28	60	33	46	39	52	59	36	37	69	44	55	51	37	50	44	35	33	51	65	53	63	58	49	53	48	31	41	46	57					
		3.18%	2.74%	2.28%	1.78%	3.29%	2.93%	3.17%	2.37%	3.44%	3.78%	4.26%	4.79%	2.95%	3.84%	3.54%	3.68%	2.81%	3.54%	3.53%	3.45%	2.91%	3.75%	3.55%	2.62%	3.49%	4.37%	2.46%	1.68%	3.75%	2.27%	3.28%	2.60%	3.22%	3.44%	2.26%	2.30%	4.13%	2.50%	3.24%	2.89%	2.62%	3.84%	3.67%	2.86%	2.37%	3.39%	3.71%	3.05%	3.57%	3.25%	2.64%	3.62%	2.93%	1.76%	4.54%	4.75%	4.64%					
20	. Миронов Сергей Михайлович	497	12	7	6	10	14	7	3	3	1	9	7	9	9	17	10	12	7	11	5	12	8	6	11	14	7	11	15	18	16	6	10	6	6	8	12	13	9	16	6	9	9	5	4	8	9	10	10	10	16	7	7	11	9	0	0	4					
		0.61%	0.84%	0.53%	0.39%	0.89%	1.14%	0.60%	0.65%	0.21%	0.14%	0.55%	0.68%	0.59%	0.63%	1.00%	0.64%	0.69%	0.45%	0.69%	0.36%	0.81%	0.61%	0.43%	0.70%	0.80%	0.57%	1.00%	0.90%	1.12%	1.10%	0.43%	0.67%	0.37%	0.35%	0.50%	0.75%	0.78%	0.51%	0.94%	0.34%	0.64%	0.69%	0.42%	0.33%	0.57%	0.60%	0.57%	0.58%	0.57%	0.90%	0.38%	0.48%	0.67%	0.51%	0.00%	0.00%	0.33%					
