Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Чегемская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317					
1	"Число избирателей, внесенных в списки избирателей"	41268	796	535	1126	2853	2888	2684	2607	2731	2980	2810	2189	2044	1905	2656	2989	2537	2229	2709					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41367	800	535	1130	2860	2890	2690	2607	2740	2980	2820	2195	2050	1910	2660	3000	2550	2240	2710					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	39463	769	516	1078	2719	2746	2562	2475	2607	2815	2670	2185	1961	1821	2557	2857	2421	2124	2580					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	134	14	0	0	7	6	7	12	4	10	11	4	6	10	11	4	5	3	20					
6	Число погашенных избирательных бюллетеней	1770	17	19	52	134	138	121	120	129	155	139	6	83	79	92	139	124	113	110					
7	Число избирательных бюллетеней в переносных ящиках для голосования	134	14	0	0	7	6	7	12	4	10	11	4	6	10	11	4	5	3	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	39463	769	516	1078	2719	2746	2562	2475	2607	2815	2670	2185	1961	1821	2557	2857	2421	2124	2580					
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	39597	783	516	1078	2726	2752	2569	2487	2611	2825	2681	2189	1967	1831	2568	2861	2426	2127	2600					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	150	5	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	26					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	40	0	0	0	0	1	2	1	3	3	1	0	5	5	6	3	3	1	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	110	5	5	5	5	7	6	7	5	5	7	8	3	3	2	5	5	7	20					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
