Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Горшеченская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374					
1	"Число избирателей, внесенных в списки"	17197	1828	1191	2364	393	261	146	362	100	138	470	489	145	516	167	294	143	411	159	344	672	438	750	358	307	316	255	157	257	252	441	235	472	391	551	195	95	703	431					
2	"Число бюллетеней, полученных участковыми комиссиями"	15228	1572	1073	2037	372	234	132	324	98	121	413	438	125	461	148	267	124	365	142	308	575	382	659	314	256	274	235	135	226	217	388	221	426	344	505	181	90	628	418					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8528	897	590	1145	205	168	54	180	61	80	238	216	90	333	103	114	60	213	59	159	410	237	377	187	131	146	124	81	112	84	231	123	214	131	183	97	57	410	228					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1789	37	41	33	24	24	48	57	20	30	96	65	21	23	16	62	21	29	50	89	56	64	47	44	43	11	54	17	73	100	67	45	41	82	115	33	19	41	51					
6	Число погашенных бюллетеней	4911	638	442	859	143	42	30	87	17	11	79	157	14	105	29	91	43	123	33	60	109	81	235	83	82	117	57	37	41	33	90	53	171	131	207	51	14	177	139					
7	Число бюллетеней в переносных ящиках для голосования	1789	37	41	33	24	24	48	57	20	30	96	65	21	23	16	62	21	29	50	89	56	64	47	44	43	11	54	17	73	100	67	45	41	82	115	33	19	41	51					
8	Число бюллетеней в стационарных ящиках для голосования	8525	895	589	1145	205	168	54	180	61	80	238	216	90	333	103	114	60	213	59	159	410	237	377	187	131	146	124	81	112	84	231	123	214	131	183	97	57	410	228					
9	Число недействительных бюллетеней	344	29	15	18	4	2	0	4	1	7	16	6	8	12	9	17	5	16	4	11	19	10	21	10	5	7	7	1	3	1	6	0	16	4	4	8	1	32	5					
10	Число действительных бюллетеней	9970	903	615	1160	225	190	102	233	80	103	318	275	103	344	110	159	76	226	105	237	447	291	403	221	169	150	171	97	182	183	292	168	239	209	294	122	75	419	274					
