Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Городецкая																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771					
1	"Число избирателей, внесенных в списки"	81417	1885	2135	2035	1741	1734	1245	2637	1714	1739	1822	2079	2060	1901	867	1472	2523	1588	1663	2349	2167	2181	2571	2409	2667	2929	2631	3006	2521	2928	1217	2562	833	767	1019	485	662	925	1062	614	735	304	1675	505	1233	1219	1039	1222	995	549	596					
2	"Число бюллетеней, полученных участковыми комиссиями"	75870	1700	2100	1900	1600	1600	1200	2400	1600	1600	1700	1900	1900	1800	800	1400	2300	1500	1600	2200	2000	2000	2300	2200	2500	2700	2400	2700	2300	2700	1100	2300	800	700	1000	500	600	900	1100	600	700	270	1600	500	1100	1200	1000	1200	1000	500	600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	33987	918	895	948	805	723	317	777	691	785	568	750	946	832	297	516	755	866	768	982	899	1082	1209	1142	1118	1274	1245	1424	1161	1342	545	1283	326	276	409	187	216	337	420	298	263	103	616	183	458	356	427	400	406	218	225					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3031	26	119	17	24	46	49	105	43	19	38	32	9	15	20	28	33	42	18	34	26	21	39	8	43	13	8	9	8	21	3	6	7	142	208	88	205	123	103	36	86	71	125	54	132	264	146	214	64	30	11					
6	Число погашенных бюллетеней	38852	756	1086	935	771	831	834	1518	866	796	1094	1118	945	953	483	856	1512	592	814	1184	1075	897	1052	1050	1339	1413	1147	1267	1131	1337	552	1011	467	282	383	225	179	440	577	266	351	96	859	263	510	580	427	586	530	252	364					
7	Число бюллетеней в переносных ящиках для голосования	3031	26	119	17	24	46	49	105	43	19	38	32	9	15	20	28	33	42	18	34	26	21	39	8	43	13	8	9	8	21	3	6	7	142	208	88	205	123	103	36	86	71	125	54	132	264	146	214	64	30	11					
8	Число бюллетеней в стационарных ящиках для голосования	33968	918	895	948	805	723	317	777	691	783	567	750	944	830	297	516	753	866	768	981	899	1082	1209	1142	1116	1274	1241	1422	1161	1342	545	1283	326	276	409	187	216	337	420	298	263	103	615	183	458	356	427	400	406	218	225					
9	Число недействительных бюллетеней	683	18	58	25	16	21	13	11	14	12	14	16	20	16	10	10	17	9	12	15	2	20	33	14	14	10	11	19	6	22	8	8	14	12	16	4	10	7	26	2	3	5	12	9	12	2	7	17	12	9	10					
10	Число действительных бюллетеней	36316	926	956	940	813	748	353	871	720	790	591	766	933	829	307	534	769	899	774	1000	923	1083	1215	1136	1145	1277	1238	1412	1163	1341	540	1281	319	406	601	271	411	453	497	332	346	169	728	228	578	618	566	597	458	239	226					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	660	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	139	7	3	2	6	3	2	4	1	10	2	3	6	5	2	1	3	3	4	3	2	4	1	3	3	5	4	1	1	5	0	3	1	0	7	1	1	1	2	2	2	0	0	3	2	4	2	1	3	3	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	147	0	2	2	2	2	3	3	4	4	7	3	5	1	4	3	8	5	3	3	4	5	1	2	3	1	0	3	1	3	4	0	3	0	3	2	0	10	2	4	2	2	2	3	2	3	15	0	2	1	0					
14	Число погашенных открепительных удостоверений	521	3	7	8	4	7	8	6	9	0	8	7	4	5	8	9	17	17	16	17	18	16	19	17	17	15	16	19	19	15	20	17	9	10	3	9	9	9	8	8	8	10	10	7	8	6	8	9	7	7	8					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	"1. ""ЕДИНЕНИЕ"""	535	16	8	20	9	5	8	11	11	8	8	11	12	17	4	6	17	9	12	9	5	19	29	17	19	18	13	23	15	9	2	10	11	5	11	8	5	4	19	7	6	5	10	3	9	14	13	6	7	8	4					
		1.44%	1.69%	0.78%	2.07%	1.08%	0.65%	2.18%	1.24%	1.49%	0.99%	1.32%	1.40%	1.25%	2.01%	1.26%	1.10%	2.16%	0.99%	1.52%	0.88%	0.54%	1.72%	2.32%	1.47%	1.63%	1.39%	1.04%	1.60%	1.28%	0.66%	0.36%	0.77%	3.30%	1.19%	1.78%	2.90%	1.18%	0.86%	3.63%	2.09%	1.71%	2.87%	1.35%	1.26%	1.52%	2.25%	2.26%	0.97%	1.48%	3.22%	1.69%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1646	39	47	27	26	13	9	37	38	41	27	39	48	40	14	24	25	54	42	62	55	61	57	40	54	61	67	70	85	82	48	96	15	6	9	2	8	15	15	9	10	3	27	11	17	13	12	19	9	3	15					
		4.44%	4.13%	4.63%	2.79%	3.13%	1.69%	2.45%	4.19%	5.17%	5.11%	4.46%	4.98%	5.03%	4.73%	4.41%	4.41%	3.18%	5.94%	5.34%	6.10%	5.94%	5.53%	4.56%	3.47%	4.65%	4.73%	5.36%	4.89%	7.27%	6.01%	8.75%	7.44%	4.50%	1.43%	1.45%	0.72%	1.90%	3.26%	2.86%	2.69%	2.86%	1.72%	3.64%	4.64%	2.88%	2.09%	2.09%	3.09%	1.91%	1.20%	6.35%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1144	31	37	46	35	33	12	20	32	28	13	19	28	31	16	17	24	21	27	29	29	37	40	46	41	28	58	51	27	30	5	19	12	13	13	9	10	9	18	14	6	4	15	9	13	22	11	26	15	12	3					
		3.09%	3.28%	3.64%	4.76%	4.22%	4.29%	3.27%	2.26%	4.35%	3.49%	2.14%	2.42%	2.93%	3.66%	5.04%	3.12%	3.05%	2.31%	3.43%	2.85%	3.13%	3.35%	3.20%	4.0%	3.53%	2.17%	4.64%	3.56%	2.30%	2.20%	0.91%	1.47%	3.60%	3.11%	2.10%	3.27%	2.37%	1.95%	3.44%	4.19%	1.71%	2.29%	2.02%	3.79%	2.20%	3.54%	1.91%	4.23%	3.19%	4.83%	1.27%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	842	28	14	16	20	12	4	19	16	28	17	24	24	14	9	8	19	29	23	37	22	28	28	30	31	35	39	36	27	40	12	49	5	3	8	5	4	6	12	10	4	2	3	4	9	3	3	5	12	1	5					
		2.27%	2.96%	1.38%	1.65%	2.41%	1.56%	1.09%	2.15%	2.17%	3.49%	2.80%	3.06%	2.51%	1.65%	2.83%	1.47%	2.41%	3.19%	2.92%	3.64%	2.37%	2.53%	2.24%	2.60%	2.67%	2.71%	3.12%	2.51%	2.30%	2.93%	2.18%	3.80%	1.50%	0.71%	1.29%	1.81%	0.95%	1.30%	2.29%	2.99%	1.14%	1.14%	0.40%	1.68%	1.52%	0.48%	0.52%	0.81%	2.55%	0.40%	2.11%					
22	"5. ""За Русь Святую"""	251	6	8	7	4	6	1	4	8	4	8	8	8	11	7	2	5	11	5	6	3	7	12	10	7	5	4	5	2	4	3	7	2	0	2	0	3	2	5	9	3	5	0	0	5	7	5	5	3	6	1					
		0.67%	0.63%	0.78%	0.72%	0.48%	0.78%	0.27%	0.45%	1.08%	0.49%	1.32%	1.02%	0.83%	1.30%	2.20%	0.36%	0.63%	1.21%	0.63%	0.59%	0.32%	0.63%	0.96%	0.86%	0.60%	0.38%	0.32%	0.34%	0.17%	0.29%	0.54%	0.54%	0.60%	0.0%	0.32%	0.0%	0.71%	0.43%	0.95%	2.69%	0.85%	2.87%	0.0%	0.0%	0.84%	1.12%	0.87%	0.81%	0.63%	2.41%	0.42%					
