Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Кезская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139					
1	"Число избирателей, внесенных в списки"	19264	411	206	44	993	315	431	116	264	219	370	382	489	305	253	526	160	303	167	78	510	313	159	297	135	416	455	345	308	255	1013	731	174	1299	646	1336	1309	1596	992	943					
2	"Число бюллетеней, полученных участковыми комиссиями"	17728	360	190	58	910	315	410	120	240	200	350	360	450	290	230	480	163	276	171	86	480	290	156	285	133	390	420	325	280	235	930	665	175	1150	590	1180	1180	1450	900	855					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11130	248	121	31	599	190	240	96	186	132	183	239	321	118	100	333	96	197	70	64	324	244	108	193	88	240	262	208	205	166	550	400	103	733	336	774	688	866	506	572					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1367	82	54	4	125	105	49	8	4	14	56	53	103	61	73	32	21	17	60	0	29	0	13	16	10	93	8	13	50	30	25	31	9	16	8	44	13	17	14	7					
6	Число погашенных бюллетеней	5231	30	15	23	186	20	121	16	50	54	111	68	26	111	57	115	46	62	41	22	127	46	35	76	35	57	150	104	25	39	355	234	63	401	246	362	479	567	380	276					
7	Число бюллетеней в переносных ящиках для голосования	1367	82	54	4	125	105	49	8	4	14	56	53	103	61	73	32	21	17	60	0	29	0	13	16	10	93	8	13	50	30	25	31	9	16	8	44	13	17	14	7					
8	Число бюллетеней в стационарных ящиках для голосования	11130	248	121	31	599	190	240	96	186	132	183	239	321	118	100	333	96	197	70	64	324	244	108	193	88	240	262	208	205	166	550	400	103	733	336	774	688	866	506	572					
9	Число недействительных бюллетеней	335	7	5	2	24	2	6	6	5	7	9	8	12	3	10	12	2	4	2	0	6	1	3	13	2	5	13	6	8	13	7	14	3	11	8	27	21	19	24	5					
10	Число действительных бюллетеней	12162	323	170	33	700	293	283	98	185	139	230	284	412	176	163	353	115	210	128	64	347	243	118	196	96	328	257	215	247	183	568	417	109	738	336	791	680	864	496	574					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	228	8	3	2	5	3	16	3	3	3	4	8	4	8	11	5	3	3	3	2	7	3	2	4	3	7	5	3	3	4	5	5	3	17	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	137	7	0	2	3	1	16	3	0	1	4	6	4	8	6	3	0	0	0	0	5	3	1	2	0	5	0	3	0	4	4	2	0	15	5	3	6	7	2	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	91	2	0	0	3	2	2	1	1	2	0	1	2	2	0	5	0	1	2	0	5	0	2	2	2	1	1	3	2	3	5	4	0	6	3	6	9	2	3	6					
14	Число погашенных открепительных удостоверений	91	1	3	0	2	2	0	0	3	2	0	2	0	0	5	2	3	3	3	2	2	0	1	2	3	2	5	0	3	0	1	3	3	2	5	7	4	3	8	4					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	278	8	6	2	13	5	4	2	5	7	5	7	13	3	6	8	1	3	3	1	15	5	5	9	6	7	9	3	6	2	10	5	4	8	9	12	17	21	14	9					
		2.22%	2.42%	3.42%	5.71%	1.79%	1.69%	1.38%	1.92%	2.63%	4.79%	2.09%	2.39%	3.06%	1.67%	3.46%	2.19%	0.85%	1.40%	2.30%	1.56%	4.24%	2.04%	4.13%	4.30%	6.12%	2.10%	3.33%	1.35%	2.35%	1.02%	1.73%	1.16%	3.57%	1.06%	2.61%	1.46%	2.42%	2.37%	2.69%	1.55%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	180	0	2	0	3	2	2	6	3	1	0	2	3	4	1	5	0	0	3	2	2	5	1	0	1	1	1	3	4	4	1	4	2	24	5	25	18	17	10	13					
		1.44%	0.0%	1.14%	0.0%	0.41%	0.67%	0.69%	5.76%	1.57%	0.68%	0.0%	0.68%	0.70%	2.23%	0.57%	1.36%	0.0%	0.0%	2.30%	3.12%	0.56%	2.04%	0.82%	0.0%	1.02%	0.30%	0.37%	1.35%	1.56%	2.04%	0.17%	0.92%	1.78%	3.20%	1.45%	3.05%	2.56%	1.92%	1.92%	2.24%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	245	4	5	0	7	0	10	2	4	1	2	2	12	3	2	14	4	3	3	1	9	4	1	1	2	4	6	2	7	7	10	13	0	17	5	11	14	24	16	13					
		1.96%	1.21%	2.85%	0.0%	0.96%	0.0%	3.46%	1.92%	2.10%	0.68%	0.83%	0.68%	2.83%	1.67%	1.15%	3.83%	3.41%	1.40%	2.30%	1.56%	2.54%	1.63%	0.82%	0.47%	2.04%	1.20%	2.22%	0.90%	2.74%	3.57%	1.73%	3.01%	0.0%	2.26%	1.45%	1.34%	1.99%	2.71%	3.07%	2.24%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	90	1	3	2	6	2	3	1	0	0	3	3	1	2	0	5	1	2	1	0	3	2	0	0	1	2	0	0	2	0	4	3	1	5	2	6	6	9	2	6					
		0.72%	0.30%	1.71%	5.71%	0.82%	0.67%	1.03%	0.96%	0.0%	0.0%	1.25%	1.02%	0.23%	1.11%	0.0%	1.36%	0.85%	0.93%	0.76%	0.0%	0.84%	0.81%	0.0%	0.0%	1.02%	0.60%	0.0%	0.0%	0.78%	0.0%	0.69%	0.69%	0.89%	0.66%	0.58%	0.73%	0.85%	1.01%	0.38%	1.03%					
22	"5. ""За Русь Святую"""	56	2	0	1	4	0	6	0	0	1	2	1	2	1	0	3	0	0	0	0	2	0	0	0	0	1	1	1	0	1	1	2	0	2	1	2	6	7	4	2					
		0.44%	0.60%	0.0%	2.85%	0.55%	0.0%	2.07%	0.0%	0.0%	0.68%	0.83%	0.34%	0.47%	0.55%	0.0%	0.82%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.30%	0.37%	0.45%	0.0%	0.51%	0.17%	0.46%	0.0%	0.26%	0.29%	0.24%	0.85%	0.79%	0.76%	0.34%					
23	"6. ""Объединенная Российская партия ""Русь"""	37	1	1	0	1	1	1	2	0	2	1	2	2	0	1	6	0	1	0	0	0	0	0	0	2	1	0	0	1	1	1	1	0	0	1	2	2	2	0	1					
		0.29%	0.30%	0.57%	0.0%	0.13%	0.33%	0.34%	1.92%	0.0%	1.36%	0.41%	0.68%	0.47%	0.0%	0.57%	1.64%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.04%	0.30%	0.0%	0.0%	0.39%	0.51%	0.17%	0.23%	0.0%	0.0%	0.29%	0.24%	0.28%	0.22%	0.0%	0.17%					
24	"7. ""Новый курс - Автомобильная Россия"""	40	0	1	0	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	2	1	1	2	0	4	3	4	3	5	2	1					
		0.32%	0.0%	0.57%	0.0%	0.13%	0.0%	0.69%	0.96%	0.52%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.82%	0.0%	1.02%	0.0%	0.37%	0.45%	0.78%	0.51%	0.17%	0.46%	0.0%	0.53%	0.87%	0.48%	0.42%	0.56%	0.38%	0.17%					
25	"8. ""Народно-республиканская партия России"""	40	1	0	0	2	1	0	0	0	0	1	2	4	1	2	2	0	0	0	0	0	1	0	2	2	1	1	0	3	0	0	3	0	2	2	3	3	1	0	0					
		0.32%	0.30%	0.0%	0.0%	0.27%	0.33%	0.0%	0.0%	0.0%	0.0%	0.41%	0.68%	0.94%	0.55%	1.15%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.95%	2.04%	0.30%	0.37%	0.0%	1.17%	0.0%	0.0%	0.69%	0.0%	0.26%	0.58%	0.36%	0.42%	0.11%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	19	0	0	0	2	0	1	0	1	1	0	0	0	1	2	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	2	0					
		0.15%	0.0%	0.0%	0.0%	0.27%	0.0%	0.34%	0.0%	0.52%	0.68%	0.0%	0.0%	0.0%	0.55%	1.15%	0.0%	0.0%	0.0%	1.53%	0.0%	0.28%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.23%	0.0%	0.0%	0.29%	0.12%	0.0%	0.11%	0.38%	0.0%					
27	"10. ""Аграрная партия России"""	930	37	11	1	96	16	14	12	16	10	31	26	38	21	13	7	28	16	10	5	6	54	22	17	7	17	9	65	21	18	25	21	13	37	9	37	28	45	27	44					
		7.44%	11.21%	6.28%	2.85%	13.25%	5.42%	4.84%	11.53%	8.42%	6.84%	12.97%	8.90%	8.96%	11.73%	7.51%	1.91%	23.93%	7.47%	7.69%	7.81%	1.69%	22.13%	18.18%	8.13%	7.14%	5.10%	3.33%	29.41%	8.23%	9.18%	4.34%	4.87%	11.60%	4.93%	2.61%	4.52%	3.99%	5.09%	5.19%	7.59%					
28	"11. ""Истинные патриоты России"""	15	0	0	0	2	1	0	1	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0					
		0.12%	0.0%	0.0%	0.0%	0.27%	0.33%	0.0%	0.96%	0.0%	0.68%	0.0%	0.0%	0.0%	1.67%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	83	1	3	1	6	0	1	2	3	1	3	2	2	0	1	2	2	2	0	0	1	1	0	3	3	1	0	2	0	1	5	2	1	3	2	6	6	7	1	6					
