Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Лебедянская																																																										
																																																										
Сводная таблица предварительных итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718					
1	"Число избирателей, внесенных в списки"	36821	1607	1383	1670	1605	1542	2418	363	1377	596	1551	1677	1607	1726	239	1820	571	207	330	255	168	215	695	451	343	1603	920	208	158	218	401	265	355	237	258	145	900	258	115	232	435	180	316	233	266	613	954	594	234	733	1384	190					
2	"Число бюллетеней, полученных участковыми комиссиями"	36410	1560	1363	1658	1574	1528	2369	357	1379	576	1590	1656	1615	1729	227	1768	560	206	354	252	156	202	678	446	335	1618	915	203	148	215	395	263	398	236	239	135	875	252	98	210	426	174	304	221	258	593	963	593	227	742	1390	181					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19115	827	773	913	776	768	1201	181	779	292	803	924	828	847	88	974	274	95	153	168	66	120	364	253	179	819	438	112	90	148	206	146	222	109	162	120	350	112	49	103	216	124	227	140	130	319	527	290	128	342	753	87					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1522	34	11	19	43	34	36	7	20	36	26	12	9	5	45	76	16	14	80	36	42	31	16	34	23	63	33	20	11	6	37	13	7	30	21	2	165	44	15	50	46	13	11	27	32	50	11	21	12	41	13	23					
6	Число погашенных бюллетеней	15773	699	579	726	755	726	1132	169	580	248	761	720	778	877	94	718	270	97	121	48	48	51	298	159	133	736	444	71	47	61	152	104	169	97	56	13	360	96	34	57	164	37	66	54	96	224	425	282	87	359	624	71					
7	Число бюллетеней в переносных ящиках для голосования	1522	34	11	19	43	34	36	7	20	36	26	12	9	5	45	76	16	14	80	36	42	31	16	34	23	63	33	20	11	6	37	13	7	30	21	2	165	44	15	50	46	13	11	27	32	50	11	21	12	41	13	23					
8	Число бюллетеней в стационарных ящиках для голосования	19115	827	773	913	775	768	1201	181	779	286	803	935	827	847	88	974	274	95	153	168	66	120	364	253	179	819	436	112	89	148	206	146	222	109	162	120	350	112	49	103	216	124	227	140	130	319	527	290	128	342	753	87					
9	Число недействительных бюллетеней	513	10	2	24	20	16	12	5	19	8	45	19	17	22	4	24	5	2	4	7	3	4	14	6	12	18	2	9	4	6	8	6	9	5	2	1	8	7	0	10	6	9	6	0	4	9	12	16	5	13	21	13					
10	Число действительных бюллетеней	20124	851	782	908	798	786	1225	183	780	314	784	928	819	830	129	1026	285	107	229	197	105	147	366	281	190	864	467	123	96	148	235	153	220	134	181	121	507	149	64	143	256	128	232	167	158	360	526	295	135	370	745	97					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	567	27	15	25	15	15	30	10	15	10	17	15	15	15	7	15	10	7	7	7	7	7	10	10	7	30	15	7	7	7	7	7	10	7	7	7	10	7	7	7	10	7	7	7	7	10	10	10	7	10	15	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	245	22	11	25	5	10	25	3	11	6	17	10	13	8	0	2	0	0	2	0	0	0	6	1	0	29	6	1	2	0	2	0	3	0	0	2	1	1	1	1	0	0	0	0	0	1	2	10	0	1	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	303	9	4	12	7	6	9	2	0	7	3	6	1	1	5	4	6	5	4	5	4	10	3	4	2	5	5	2	7	11	7	6	4	6	6	7	4	8	7	8	10	7	14	10	10	7	5	7	7	4	2	8					
14	Число погашенных открепительных удостоверений	322	5	4	0	10	5	5	7	4	4	0	5	2	7	7	13	10	7	5	7	7	7	4	9	7	1	9	6	5	7	5	7	7	7	7	5	9	6	6	6	10	7	7	7	7	9	8	0	7	9	11	6					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	"1. ""ЕДИНЕНИЕ"""	468	8	4	21	12	4	10	7	12	7	27	10	11	12	2	22	9	1	7	7	2	5	21	7	7	51	11	4	2	3	8	7	5	3	7	3	13	7	1	2	6	3	20	7	6	13	8	5	8	12	13	5					
