Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Мостовская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136	УИК №3137	УИК №3138	УИК №3139	УИК №3140	УИК №3141					
1	"Число избирателей, внесенных в списки"	55166	1306	2023	1873	2254	1933	1596	1694	1624	1713	1268	1289	697	1929	878	779	1514	1212	1574	1190	612	2056	811	2452	2337	559	347	1434	1044	412	1175	2440	455	1522	906	193	246	2019	2436	1162	1594	608					
2	"Число бюллетеней, полученных участковыми комиссиями"	57316	1370	2110	1930	2310	2010	1620	1790	1650	1730	1320	1350	720	2000	980	760	1610	1250	1640	1093	605	2130	865	2535	2430	575	350	1520	1200	450	1240	2570	465	1600	955	193	250	2090	2500	1215	1690	645					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25659	595	953	848	1025	927	783	680	708	724	569	684	222	875	444	365	618	519	579	471	269	993	509	1268	1061	249	178	730	545	184	649	1244	128	735	473	91	130	805	1123	554	855	297					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1894	4	44	39	29	13	25	26	60	66	39	12	90	40	45	38	35	52	33	57	112	57	7	33	35	11	14	30	120	0	45	22	122	57	38	19	17	131	143	40	57	37					
6	Число погашенных бюллетеней	29763	771	1113	1043	1256	1070	812	1084	882	940	712	654	408	1085	491	357	957	679	1028	565	224	1080	349	1234	1334	315	158	760	535	266	546	1304	215	808	444	83	103	1154	1234	621	778	311					
7	Число бюллетеней в переносных ящиках для голосования	1894	4	44	39	29	13	25	26	60	66	39	12	90	40	45	38	35	52	33	57	112	57	7	33	35	11	14	30	120	0	45	22	122	57	38	19	17	131	143	40	57	37					
8	Число бюллетеней в стационарных ящиках для голосования	25646	595	949	848	1024	927	783	676	708	724	569	684	222	875	444	365	618	519	579	471	269	993	509	1268	1061	249	178	730	545	184	646	1244	128	735	473	91	130	805	1123	553	855	297					
9	Число недействительных бюллетеней	366	6	9	14	7	0	6	17	13	9	3	7	4	11	3	1	4	2	13	1	7	13	7	11	14	11	6	13	9	12	13	8	0	14	10	1	4	15	17	26	24	1					
10	Число действительных бюллетеней	27174	593	984	873	1046	940	802	685	755	781	605	689	308	904	486	402	649	569	599	527	374	1037	509	1290	1082	249	186	747	656	172	678	1258	250	778	501	109	143	921	1249	567	888	333					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	595	15	20	20	20	20	20	20	20	20	15	15	5	20	5	5	15	15	20	15	20	20	5	20	20	5	5	15	15	5	15	25	5	20	5	5	5	20	20	15	20	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	110	4	1	3	5	8	1	4	2	10	3	3	0	3	0	0	1	0	0	1	2	2	4	1	6	2	0	6	4	1	5	1	0	3	4	0	0	3	8	1	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	69	2	0	3	13	4	6	1	0	2	0	3	3	2	1	0	0	2	1	0	3	0	1	2	1	2	0	0	2	1	1	0	0	1	3	0	0	1	3	2	3	0					
14	Число погашенных открепительных удостоверений	484	11	19	17	15	12	18	16	18	10	12	12	5	17	5	5	14	15	20	14	18	18	1	19	14	3	5	9	11	4	10	24	5	17	1	5	5	17	12	14	12	5					
15	Число открепительных удостоверений выданных ТИК	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	"1. ""ЕДИНЕНИЕ"""	280	6	8	6	11	4	4	3	13	4	15	4	7	9	6	2	5	2	6	5	5	6	3	4	12	9	3	4	25	3	11	10	2	6	9	0	2	10	10	9	13	4					
		1.01%	1.00%	0.80%	0.67%	1.04%	0.42%	0.49%	0.42%	1.69%	0.50%	2.46%	0.57%	2.24%	0.98%	1.22%	0.49%	0.76%	0.35%	0.98%	0.94%	1.31%	0.57%	0.58%	0.30%	1.09%	3.46%	1.56%	0.52%	3.75%	1.63%	1.59%	0.78%	0.8%	0.75%	1.76%	0.0%	1.36%	1.06%	0.78%	1.51%	1.42%	1.19%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	304	11	14	11	10	17	5	14	4	16	4	8	0	16	2	9	13	8	14	7	8	12	9	8	8	2	2	3	1	4	4	14	3	4	8	2	2	5	16	0	4	2					
		1.10%	1.83%	1.40%	1.24%	0.94%	1.80%	0.61%	1.99%	0.52%	2.02%	0.65%	1.14%	0.0%	1.74%	0.40%	2.23%	1.99%	1.40%	2.28%	1.32%	2.09%	1.14%	1.74%	0.61%	0.72%	0.76%	1.04%	0.39%	0.15%	2.17%	0.57%	1.10%	1.2%	0.50%	1.56%	1.81%	1.36%	0.53%	1.26%	0.0%	0.43%	0.59%					
