Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Черемховская городская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578					
1	"Число избирателей, внесенных в списки избирателей"	40791	115	590	1381	1430	851	904	1183	1355	879	882	1243	1150	789	543	1387	1555	681	889	845	679	1170	1374	443	1409	645	945	778	280	687	634	748	220	1712	411	742	1046	1229	668	1862	229	262	1065	750	1741	410					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34691	115	502	1093	1178	713	756	991	1080	733	730	1149	918	678	391	1188	1287	568	797	696	576	995	1251	341	1278	569	798	675	238	566	591	638	171	1450	393	620	900	1058	576	1620	199	222	900	634	1545	324					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23801	85	318	587	783	417	512	700	813	489	549	765	668	524	365	828	848	450	599	578	428	774	949	241	797	293	526	435	189	364	350	330	114	949	202	413	622	765	395	1003	177	205	756	394	1009	243					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2752	15	71	144	111	40	33	43	46	44	28	61	35	28	20	49	205	50	39	12	44	29	53	24	92	45	104	25	21	60	66	187	53	155	92	42	62	42	34	143	14	14	75	47	127	28					
6	Число погашенных избирательных бюллетеней	8138	15	113	362	284	256	211	248	221	200	153	323	215	126	6	311	234	68	159	106	104	192	249	76	389	231	168	215	28	142	175	121	4	346	99	165	216	251	147	474	8	3	69	193	409	53					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2752	15	71	144	111	40	33	43	46	44	28	61	35	28	20	49	205	50	39	12	44	29	53	24	92	45	104	25	21	60	66	187	53	155	92	42	62	42	34	143	14	14	75	47	127	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23799	85	318	587	783	417	512	700	813	489	549	765	668	524	365	828	848	450	599	578	427	774	949	241	797	293	526	435	189	364	350	330	114	948	202	413	622	765	395	1003	177	205	756	394	1009	243					
9	Число недействительных избирательных бюллетеней	245	0	3	7	3	3	8	11	2	5	4	13	15	5	4	14	22	4	6	8	3	8	10	1	6	2	5	2	3	4	0	3	0	8	0	4	4	11	3	9	2	0	3	7	9	1					
10	Число действительных избирательных бюллетеней	26306	100	386	724	891	454	537	732	857	528	573	813	688	547	381	863	1031	496	632	582	468	795	992	264	883	336	625	458	207	420	416	514	167	1095	294	451	680	796	426	1137	189	219	828	434	1127	270					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	919	6	10	17	20	10	15	20	26	14	31	53	68	18	11	39	36	21	16	14	11	23	40	4	25	11	16	13	4	18	11	12	3	36	7	12	33	31	11	42	6	14	13	29	43	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	671	6	8	12	18	8	6	19	20	13	23	28	25	18	7	29	28	12	14	10	10	21	34	4	14	5	15	8	2	18	9	8	0	34	4	8	29	25	8	34	6	2	13	21	32	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	568	2	12	20	15	9	8	14	22	12	11	19	5	7	6	8	17	12	12	17	11	13	13	7	18	6	17	9	6	13	10	10	4	22	44	8	9	14	10	5	16	31	12	7	16	9					
14	Число погашенных неиспользованных открепительных удостоверений	248	0	2	5	2	2	9	1	6	1	8	25	43	0	4	10	8	9	2	4	1	2	6	0	11	6	1	5	2	0	2	4	3	2	3	4	4	6	3	8	0	12	0	8	11	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	424	0	7	19	13	4	6	12	13	6	11	22	7	9	7	13	28	3	12	12	9	5	20	5	16	7	14	7	5	0	7	19	0	14	2	8	6	17	7	13	0	1	15	2	15	6					
		1.60%	0.00%	1.80%	2.60%	1.45%	0.88%	1.10%	1.62%	1.51%	1.13%	1.91%	2.66%	0.99%	1.63%	1.82%	1.48%	2.66%	0.60%	1.88%	2.03%	1.91%	0.62%	1.99%	1.89%	1.80%	2.07%	2.22%	1.52%	2.38%	0.00%	1.68%	3.68%	0.00%	1.27%	0.68%	1.76%	0.88%	2.11%	1.63%	1.13%	0.00%	0.46%	1.81%	0.45%	1.32%	2.21%					
19	2.Всероссийская политическая партия «Гражданская Сила»	94	0	1	2	3	0	1	2	0	1	3	1	1	2	4	1	5	1	6	7	2	1	2	1	10	3	1	0	0	1	0	1	0	1	0	3	1	6	1	11	1	0	0	0	5	2					
		0.35%	0.00%	0.26%	0.27%	0.34%	0.00%	0.18%	0.27%	0.00%	0.19%	0.52%	0.12%	0.14%	0.36%	1.04%	0.11%	0.47%	0.20%	0.94%	1.19%	0.42%	0.12%	0.20%	0.38%	1.12%	0.89%	0.16%	0.00%	0.00%	0.24%	0.00%	0.19%	0.00%	0.09%	0.00%	0.66%	0.15%	0.74%	0.23%	0.96%	0.52%	0.00%	0.00%	0.00%	0.44%	0.74%					
20	3.Политическая партия «Демократическая партия России»	31	0	1	0	1	1	0	1	1	2	0	0	0	0	0	1	4	1	1	0	1	1	0	0	0	0	0	0	0	1	2	1	0	1	0	1	0	2	0	1	1	2	0	0	2	1					
