Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Советская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129					
1	"Число избирателей, внесенных в списки избирателей"	22932	213	376	235	301	234	763	237	275	190	720	193	638	179	1073	327	455	455	376	307	150	1207	57	1403	1929	1454	786	1662	890	1791	1470	792	897	150	210	291	246					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21605	200	380	230	300	230	670	250	270	175	730	180	640	190	1050	320	450	440	360	300	150	1100	80	1300	1700	1300	700	1580	840	1700	1350	700	850	140	230	280	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14316	127	223	147	182	166	451	159	173	84	467	85	381	113	615	223	266	293	211	192	104	747	36	827	1271	943	522	1041	633	1189	898	487	559	117	103	157	124					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1929	20	79	32	39	9	122	33	31	82	62	47	69	40	92	45	59	51	79	23	10	70	5	65	111	49	35	101	41	41	52	92	104	12	44	49	34					
6	Число погашенных избирательных бюллетеней	5360	53	78	51	79	55	97	58	66	9	201	48	190	37	343	52	125	96	70	85	36	283	39	408	318	308	143	438	166	470	400	121	187	11	83	74	82					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1929	20	79	32	39	9	122	33	31	82	62	47	69	40	92	45	59	51	79	23	10	70	5	65	111	49	35	101	41	41	52	92	104	12	44	49	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14313	127	223	147	182	166	451	159	173	84	467	85	381	113	615	223	266	293	211	192	104	747	36	827	1271	943	522	1041	631	1189	898	487	558	117	103	157	124					
9	Число недействительных избирательных бюллетеней	199	4	1	3	3	3	8	4	1	1	0	0	5	3	7	0	2	4	2	1	1	18	0	22	15	10	10	20	10	11	10	3	9	0	4	2	2					
10	Число действительных избирательных бюллетеней	16043	143	301	176	218	172	565	188	203	165	529	132	445	150	700	268	323	340	288	214	113	799	41	870	1367	982	547	1122	662	1219	940	576	653	129	143	204	156					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	415	5	40	10	5	8	10	10	10	4	10	3	11	15	15	5	15	15	15	5	4	10	16	15	18	12	10	18	10	20	13	7	21	0	20	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	408	5	39	10	5	8	10	10	10	3	10	3	11	15	15	4	15	15	15	3	2	10	16	15	18	12	10	18	10	20	13	7	21	0	20	5	5					
