Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Талдомская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859					
1	"Число избирателей, внесенных в списки"	39586	2188	2215	2141	1124	1221	716	1308	772	1221	1292	1243	2222	1064	1454	1073	2298	2384	2336	209	2315	1055	359	680	425	992	443	862	678	952	690	872	782					
2	"Число бюллетеней, полученных участковыми комиссиями"	39876	2213	2230	2178	1131	1213	721	1326	767	1197	1287	1228	2219	1060	1466	1079	2366	2387	2354	207	2335	1060	366	686	421	1015	451	881	671	969	690	905	797					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19250	1186	1240	1166	584	427	364	575	371	594	598	578	1195	451	675	505	1208	1104	1104	110	1358	612	179	255	171	443	202	407	248	360	274	388	318					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1753	32	30	90	26	40	23	112	34	48	8	25	21	29	19	12	15	8	13	9	35	14	40	138	95	79	50	76	112	148	85	120	167					
6	Число погашенных бюллетеней	18873	995	960	922	521	746	334	639	362	555	681	625	1003	580	772	562	1143	1275	1237	88	942	434	147	293	155	493	199	398	311	461	331	397	312					
7	Число бюллетеней в переносных ящиках для голосования	1739	32	30	90	26	40	23	112	34	48	8	25	21	29	19	12	15	8	13	9	35	0	40	138	95	79	50	76	112	148	85	120	167					
8	Число бюллетеней в стационарных ящиках для голосования	19254	1186	1240	1166	584	426	364	575	371	594	598	578	1195	451	675	505	1206	1100	1104	110	1358	626	179	255	170	443	202	406	248	360	274	387	318					
9	Число недействительных бюллетеней	558	11	14	52	22	19	18	15	11	16	11	21	32	15	8	9	18	30	13	1	29	20	19	13	22	31	12	21	12	8	12	15	8					
10	Число действительных бюллетеней	20435	1207	1256	1204	588	447	369	672	394	626	595	582	1184	465	686	508	1203	1078	1104	118	1364	606	200	380	243	491	240	461	348	500	347	492	477					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	749	40	40	40	30	30	8	30	8	30	30	30	40	12	30	30	40	40	40	8	40	20	8	12	8	20	8	12	12	12	12	17	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	231	15	11	12	7	5	0	7	4	6	6	2	6	3	12	0	11	16	25	0	15	11	4	7	1	12	5	4	0	4	0	14	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	152	1	3	17	5	0	3	4	4	8	11	9	1	10	2	1	7	5	0	2	6	2	5	1	8	5	5	3	4	6	5	5	4					
14	Число погашенных открепительных удостоверений	518	25	29	28	23	25	8	23	4	24	24	28	34	9	18	30	29	24	15	8	25	9	4	5	7	8	3	8	12	8	12	3	6					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
