Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Вологодская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262					
1	"Число избирателей, внесенных в список избирателей"	39310	1336	1071	546	457	201	566	584	842	1507	2177	774	1169	807	157	1349	992	697	482	490	181	1401	917	1351	929	649	415	1078	1366	842	573	1097	1893	616	525	1492	788	683	762	755	181	640	2098	1874					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35170	1230	950	500	420	190	520	510	770	1360	1950	710	1040	730	140	1210	910	630	430	440	170	1250	820	1220	830	580	370	820	1220	780	530	890	1710	480	470	1330	710	610	690	690	160	580	1900	1720					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19052	626	452	241	123	87	204	255	378	664	1173	432	305	371	74	827	472	237	137	162	70	740	534	668	330	371	194	757	659	407	329	594	1081	326	262	681	425	296	323	365	60	311	1077	972					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2868	144	199	67	78	32	122	69	95	70	129	34	143	54	18	62	114	113	105	94	41	44	9	23	109	11	15	11	47	23	18	73	50	31	50	115	34	66	134	77	55	35	41	14					
6	Число погашенных избирательных бюллетеней	13250	460	299	192	219	71	194	186	297	626	648	244	592	305	48	321	324	280	188	184	59	466	277	529	391	198	161	52	514	350	183	223	579	123	158	534	251	248	233	248	45	234	782	734					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2868	144	199	67	78	32	122	69	95	70	129	34	143	54	18	62	114	113	105	94	41	44	9	23	109	11	15	11	47	23	18	73	50	31	50	115	34	66	134	77	55	35	41	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19044	626	452	241	123	87	204	255	378	664	1172	432	305	371	74	827	472	237	137	162	70	740	533	667	330	370	194	757	659	407	329	592	1081	326	262	681	425	296	323	365	60	311	1077	970					
9	Число недействительных избирательных бюллетеней	456	17	13	5	1	2	3	2	7	16	37	10	3	12	1	11	4	8	4	4	2	9	17	14	14	9	3	21	17	32	8	8	28	4	5	10	10	10	12	12	1	5	29	16					
10	Число действительных избирательных бюллетеней	21456	753	638	303	200	117	323	322	466	718	1264	456	445	413	91	878	582	342	238	252	109	775	525	676	425	372	206	747	689	398	339	657	1103	353	307	786	449	352	445	430	114	341	1089	968					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	898	78	20	10	10	10	15	10	20	20	30	10	10	10	10	20	20	10	10	10	10	30	20	30	20	10	10	120	30	20	10	10	30	10	10	30	10	10	20	25	10	10	50	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	557	59	20	6	3	10	13	5	12	12	22	8	10	6	5	11	9	5	2	10	1	22	5	4	3	5	5	58	9	12	10	2	22	3	1	13	7	10	20	25	10	7	46	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	438	13	10	9	7	4	14	8	4	8	21	8	14	3	4	5	14	1	2	2	1	25	7	5	8	6	3	17	6	0	5	19	11	87	4	13	4	4	7	12	9	7	19	8					
14	Число погашенных неиспользованных открепительных удостоверений	341	19	0	4	7	0	2	5	8	8	8	2	0	4	5	9	11	5	8	0	9	8	15	26	17	5	5	62	21	8	0	8	8	7	9	17	3	0	0	0	0	3	4	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5813	233	181	51	33	18	50	47	74	213	398	99	115	72	28	310	115	63	62	51	18	222	176	219	102	119	39	133	215	156	122	215	409	96	57	196	115	70	101	163	23	105	294	235					
		26.53%	30.26%	27.80%	16.56%	16.42%	15.13%	15.34%	14.51%	15.64%	29.02%	30.59%	21.24%	25.67%	16.94%	30.43%	34.87%	19.62%	18.00%	25.62%	19.92%	16.22%	28.32%	32.47%	31.74%	23.23%	31.23%	18.66%	17.32%	30.45%	36.28%	35.16%	32.33%	36.16%	26.89%	18.27%	24.62%	25.05%	19.34%	22.10%	36.88%	20.00%	30.35%	26.30%	23.88%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3578	103	83	60	29	12	68	69	85	129	210	77	74	61	9	117	112	62	40	42	12	129	96	85	88	56	29	174	122	63	60	104	159	44	62	148	84	53	74	81	26	43	177	167					
		16.33%	13.38%	12.75%	19.48%	14.43%	10.08%	20.86%	21.30%	17.97%	17.57%	16.14%	16.52%	16.52%	14.35%	9.78%	13.16%	19.11%	17.71%	16.53%	16.41%	10.81%	16.45%	17.71%	12.32%	20.05%	14.70%	13.88%	22.66%	17.28%	14.65%	17.29%	15.64%	14.06%	12.32%	19.87%	18.59%	18.30%	14.64%	16.19%	18.33%	22.61%	12.43%	15.83%	16.97%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	243	4	8	1	4	0	2	5	7	6	15	1	9	2	0	11	7	6	2	2	0	8	3	12	0	3	0	6	8	7	5	9	12	2	7	15	3	6	5	4	1	2	15	18					
