Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Вологодская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262					
1	"Число избирателей, внесенных в списки избирателей"	38393	699	539	564	211	513	451	174	819	753	202	1312	1063	813	1468	1291	93	565	477	982	189	793	995	907	1370	1323	861	972	400	641	643	2114	1214	879	1018	573	520	1835	657	1218	718	672	740	2099	2053					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32480	600	450	500	200	400	400	150	700	650	200	1050	900	700	1200	1050	80	500	400	850	150	700	850	800	1150	1150	750	800	300	500	550	1800	1100	750	750	500	450	1500	500	1000	600	600	650	1800	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19998	284	258	234	112	178	158	111	393	356	50	666	416	390	635	824	44	270	158	444	71	433	148	527	700	711	343	646	239	389	361	1220	691	503	658	331	303	1124	423	748	452	402	381	1107	1106					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	5044	203	127	182	49	185	182	24	94	122	73	195	253	134	130	78	31	139	186	238	60	28	390	20	179	49	222	31	23	14	72	189	117	68	65	24	97	78	51	181	80	121	201	44	15					
6	Число погашенных избирательных бюллетеней	7438	113	65	84	39	37	60	15	213	172	77	189	231	176	435	148	5	91	56	168	19	239	312	253	271	390	185	123	38	97	117	391	292	179	27	145	50	298	26	71	68	77	68	649	679					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5044	203	127	182	49	185	182	24	94	122	73	195	253	134	130	78	31	139	186	238	60	28	390	20	179	49	222	31	23	14	72	189	117	68	65	24	97	78	51	181	80	121	201	44	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19997	284	258	234	112	178	158	111	393	356	50	666	416	390	635	824	44	270	158	444	71	433	148	527	700	711	343	646	239	389	361	1219	691	503	658	331	303	1124	423	748	452	402	381	1107	1106					
9	Число недействительных избирательных бюллетеней	252	1	10	0	3	1	0	4	2	7	0	10	4	10	5	7	1	2	3	3	0	10	3	10	8	3	9	7	1	3	4	20	8	9	12	7	3	11	4	12	3	7	5	13	7					
10	Число действительных избирательных бюллетеней	24789	486	375	416	158	362	340	131	485	471	123	851	665	514	760	895	74	407	341	679	131	451	535	537	871	757	556	670	261	400	429	1388	800	562	711	348	397	1191	470	917	529	516	577	1138	1114					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	926	40	10	10	10	10	10	18	10	10	10	30	30	10	30	30	10	20	10	30	10	10	30	10	30	30	17	21	10	10	10	30	30	10	10	10	10	30	10	30	10	10	10	100	100					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	635	40	10	10	5	10	10	17	10	10	10	18	17	10	12	30	6	20	10	30	5	10	14	10	25	18	17	20	3	1	6	6	30	10	8	10	10	29	7	16	10	10	4	42	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	444	11	7	5	1	11	9	9	3	13	10	21	12	1	9	10	7	3	4	9	1	9	3	3	20	5	9	3	2	5	3	20	5	4	16	0	3	12	122	10	4	7	7	9	7					
14	Число погашенных неиспользованных открепительных удостоверений	291	0	0	0	5	0	0	1	0	0	0	12	13	0	18	0	4	0	0	0	5	0	16	0	5	12	0	1	7	9	4	24	0	0	2	0	0	1	3	14	0	0	6	58	71					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	66	0	0	0	0	0	0	0	0	2	0	0	60	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	1.Политическая партия «Аграрная партия России»	2404	71	27	64	16	17	46	3	38	27	7	83	46	29	66	131	5	54	18	117	13	42	30	44	105	123	71	23	24	65	28	95	93	152	25	50	70	80	41	122	61	54	53	34	41					
		9.60%	14.58%	7.01%	15.38%	9.94%	4.68%	13.53%	2.22%	7.80%	5.65%	5.69%	9.64%	6.88%	5.53%	8.63%	14.52%	6.67%	13.20%	5.23%	17.16%	9.92%	9.11%	5.58%	8.04%	11.95%	16.18%	12.57%	3.40%	9.16%	16.13%	6.47%	6.75%	11.51%	26.62%	3.46%	14.08%	17.50%	6.66%	8.65%	13.13%	11.47%	10.33%	9.11%	2.95%	3.66%					
