Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Петуховская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765					
1	"Число избирателей, внесенных в списки"	18337	475	183	1128	1091	985	836	1258	20	949	754	760	1156	291	606	75	119	242	63	322	352	309	362	113	258	208	656	425	99	87	527	89	73	134	847	569	102	235	87	410	296	154	486	72	74					
2	"Число бюллетеней, полученных участковыми комиссиями"	17847	474	177	1074	1010	934	789	1195	100	884	721	734	1087	288	609	75	117	226	60	333	353	303	361	113	254	193	652	424	104	88	516	92	74	121	853	566	99	239	88	407	287	155	470	73	75					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10955	258	113	681	613	502	412	680	16	452	415	354	518	169	383	55	90	172	50	209	223	214	238	67	203	167	408	289	80	87	415	58	50	103	557	346	64	191	82	226	212	120	300	54	59					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	538	17	8	30	37	20	11	24	0	15	40	39	12	16	36	0	0	8	0	17	13	8	21	6	8	2	20	11	5	0	4	5	4	0	24	28	0	10	1	15	5	2	16	0	0					
6	Число погашенных бюллетеней	6354	199	56	363	360	412	366	491	84	417	266	341	557	103	190	20	27	46	10	107	117	81	102	40	43	24	224	124	19	1	97	29	20	18	272	192	35	38	5	166	70	33	154	19	16					
7	Число бюллетеней в переносных ящиках для голосования	538	17	8	30	37	20	11	24	0	15	40	39	12	16	36	0	0	8	0	17	13	8	21	6	8	2	20	11	5	0	4	5	4	0	24	28	0	10	1	15	5	2	16	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	10954	258	113	681	613	502	412	680	16	452	414	354	518	169	383	55	90	172	50	209	223	214	238	67	203	167	408	289	80	87	415	58	50	103	557	346	64	191	82	226	212	120	300	54	59					
9	Число недействительных бюллетеней	114	1	0	6	3	8	4	15	0	10	9	6	5	2	8	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	5	0	1	6	6	4	1	1	0	0	0	0	9	0	0					
10	Число действительных бюллетеней	11378	274	121	705	647	514	419	689	16	457	445	387	525	183	411	55	90	179	50	226	236	222	258	73	211	168	428	299	85	87	414	63	53	97	575	370	63	200	83	241	217	122	307	54	59					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	358	10	5	13	13	12	12	13	0	13	12	12	12	8	11	5	5	12	3	10	10	10	10	3	3	5	10	10	5	5	8	4	4	4	17	12	4	8	5	11	10	4	10	2	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	103	1	0	10	6	7	3	11	0	2	5	5	3	3	4	0	0	0	0	0	2	1	1	1	0	1	7	2	0	0	4	2	1	0	14	1	0	2	1	1	0	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	74	0	2	4	1	2	3	0	16	4	1	0	2	5	0	1	1	0	0	0	1	0	1	1	3	2	7	0	0	0	1	0	0	1	3	3	2	1	1	0	1	1	3	0	0					
14	Число погашенных открепительных удостоверений	255	9	5	3	7	5	9	2	0	11	7	7	9	5	7	5	5	12	3	10	8	9	9	2	3	4	3	8	5	5	4	2	3	4	3	11	4	6	4	10	10	4	8	2	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	116	3	2	2	0	3	8	1	0	2	9	6	6	3	8	0	1	1	1	0	6	3	4	0	1	1	6	4	1	0	11	1	0	1	1	2	1	0	2	5	3	2	4	1	0					
		1.00%	1.09%	1.65%	0.28%	0.0%	0.57%	1.89%	0.14%	0.0%	0.42%	1.98%	1.52%	1.13%	1.62%	1.90%	0.0%	1.11%	0.55%	2.0%	0.0%	2.54%	1.35%	1.54%	0.0%	0.47%	0.59%	1.40%	1.33%	1.17%	0.0%	2.62%	1.58%	0.0%	0.97%	0.17%	0.53%	1.56%	0.0%	2.40%	2.07%	1.38%	1.63%	1.26%	1.85%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	78	1	1	13	6	2	2	5	1	4	0	3	7	2	2	0	0	0	0	0	0	2	2	0	6	2	1	2	1	0	1	0	2	0	4	0	0	0	1	1	0	1	2	0	1					
		0.67%	0.36%	0.82%	1.82%	0.92%	0.38%	0.47%	0.71%	6.25%	0.85%	0.0%	0.76%	1.32%	1.08%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.77%	0.0%	2.84%	1.18%	0.23%	0.66%	1.17%	0.0%	0.23%	0.0%	3.70%	0.0%	0.68%	0.0%	0.0%	0.0%	1.20%	0.41%	0.0%	0.81%	0.63%	0.0%	1.69%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	220	5	4	11	7	15	9	20	0	13	3	9	12	4	15	0	0	6	0	5	9	3	8	1	3	2	5	4	1	0	8	1	1	3	6	5	0	0	2	3	7	0	7	2	1					
		1.91%	1.81%	3.30%	1.54%	1.07%	2.87%	2.12%	2.84%	0.0%	2.78%	0.66%	2.29%	2.26%	2.16%	3.57%	0.0%	0.0%	3.33%	0.0%	2.21%	3.81%	1.35%	3.08%	1.36%	1.42%	1.18%	1.16%	1.33%	1.17%	0.0%	1.90%	1.58%	1.85%	2.91%	1.03%	1.33%	0.0%	0.0%	2.40%	1.24%	3.22%	0.0%	2.21%	3.70%	1.69%					
