Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Чугуевская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179					
1	"Число избирателей, внесенных в списки избирателей"	20171	332	165	108	404	185	979	783	372	733	681	642	1280	832	653	2048	1353	935	258	244	535	679	759	113	100	246	213	385	979	136	975	86	264	660	228	419	407					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18040	300	190	110	420	180	900	700	300	600	600	600	1000	700	600	1800	1000	900	250	240	500	600	700	110	90	240	200	350	900	130	900	80	250	600	200	400	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13443	243	158	79	294	156	642	531	237	408	369	375	805	495	353	1455	828	549	189	187	401	422	429	76	61	161	166	233	777	79	726	80	184	488	153	367	287					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	643	0	7	5	14	4	9	12	7	29	21	21	40	20	12	108	25	42	21	0	32	53	35	5	1	5	0	4	26	4	21	0	5	21	12	9	13					
6	Число погашенных избирательных бюллетеней	3954	57	25	26	112	20	249	157	56	163	210	204	155	185	235	237	147	309	40	53	67	125	236	29	28	74	34	113	97	47	153	0	61	91	35	24	100					
7	Число избирательных бюллетеней в переносных ящиках для голосования	643	0	7	5	14	4	9	12	7	29	21	21	40	20	12	108	25	42	21	0	32	53	35	5	1	5	0	4	26	4	21	0	5	21	12	9	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13440	243	158	79	294	156	642	531	237	408	369	375	805	495	353	1454	827	548	189	187	401	422	429	76	61	161	166	233	777	79	726	80	184	488	153	367	287					
9	Число недействительных избирательных бюллетеней	112	3	1	0	4	3	0	9	2	5	3	8	7	8	3	12	8	6	1	0	3	5	2	1	1	0	0	0	3	0	1	0	5	7	1	0	0					
10	Число действительных избирательных бюллетеней	13971	240	164	84	304	157	651	534	242	432	387	388	838	507	362	1550	844	584	209	187	430	470	462	80	61	166	166	237	800	83	746	80	184	502	164	376	300					
