Выборы Президента Российской Федерации																																					
Дата голосования: 18.03.2018																																					
																																					
Наименование Избирательной комиссии:    Боковская																																					
																																					
Сводная таблица итогов голосования																																					
																																					
	Число участковых избирательных комиссий	26																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	26																																			
																																					
		Сумма	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366									
1	"Число избирателей, включенных в список избирателей"	11274	2116	1890	332	164	442	235	345	446	737	157	528	116	149	234	699	484	93	186	154	347	327	228	417	215	105	128									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10390	1930	1750	320	150	410	220	315	415	680	140	485	110	135	220	640	440	90	170	140	325	300	210	390	200	90	115									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8568	1657	1415	240	134	335	175	260	343	545	121	393	86	112	170	535	386	72	142	113	257	240	171	322	172	79	93									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	699	100	92	25	11	28	15	26	34	60	12	25	9	11	18	49	36	8	14	12	24	25	12	28	10	7	8									
6	Число погашенных избирательных бюллетеней	1123	173	243	55	5	47	30	29	38	75	7	67	15	12	32	56	18	10	14	15	44	35	27	40	18	4	14									
7	Число избирательных бюллетеней в переносных ящиках для голосования	699	100	92	25	11	28	15	26	34	60	12	25	9	11	18	49	36	8	14	12	24	25	12	28	10	7	8									
8	Число бюллетеней в стационарных ящиках для голосования	8568	1657	1415	240	134	335	175	260	343	545	121	393	86	112	170	535	386	72	142	113	257	240	171	322	172	79	93									
9	Число недействительных избирательных бюллетеней	30	7	5	2	3	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	3	2	2	1	0	0	0									
10	Число действительных избирательных бюллетеней	9237	1750	1502	263	142	363	190	285	377	605	133	416	95	123	186	584	422	80	156	125	278	263	181	349	182	86	101									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
13	Бабурин Сергей Николаевич	21	5	5	1	0	0	1	0	0	2	0	1	0	0	0	2	1	0	0	2	0	0	0	0	1	0	0									
		0.23%	0.28%	0.33%	0.38%	0.00%	0.00%	0.53%	0.00%	0.00%	0.33%	0.00%	0.24%	0.00%	0.00%	0.00%	0.34%	0.24%	0.00%	0.00%	1.60%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%									
14	Грудинин Павел Николаевич	683	145	124	15	2	12	4	21	20	79	8	25	10	5	14	46	38	5	12	3	20	15	16	15	23	5	1									
		7.37%	8.25%	8.23%	5.66%	1.38%	3.31%	2.11%	7.34%	5.31%	13.06%	6.02%	5.98%	10.53%	4.07%	7.45%	7.88%	9.00%	6.25%	7.69%	2.40%	7.12%	5.66%	8.74%	4.29%	12.64%	5.81%	0.99%									
15	Жириновский Владимир Вольфович	413	55	60	23	5	12	5	6	22	44	7	21	5	4	6	35	23	6	7	3	15	8	8	16	10	2	5									
		4.46%	3.13%	3.98%	8.68%	3.45%	3.31%	2.63%	2.10%	5.84%	7.27%	5.26%	5.02%	5.26%	3.25%	3.19%	5.99%	5.45%	7.50%	4.49%	2.40%	5.34%	3.02%	4.37%	4.57%	5.49%	2.33%	4.95%									
16	Путин Владимир Владимирович	7996	1525	1293	223	133	336	180	254	325	470	116	367	80	112	163	486	354	66	136	116	240	236	154	315	144	79	93									
		86.28%	86.80%	85.80%	84.15%	91.72%	92.56%	94.74%	88.81%	86.21%	77.69%	87.22%	87.80%	84.21%	91.06%	86.70%	83.22%	83.89%	82.50%	87.18%	92.80%	85.41%	89.06%	84.15%	90.00%	79.12%	91.86%	92.08%									
17	Собчак Ксения Анатольевна	39	10	4	0	1	3	0	1	4	1	0	0	0	0	3	3	2	1	1	1	1	0	1	0	2	0	0									
		0.42%	0.57%	0.27%	0.00%	0.69%	0.83%	0.00%	0.35%	1.06%	0.17%	0.00%	0.00%	0.00%	0.00%	1.60%	0.51%	0.47%	1.25%	0.64%	0.80%	0.36%	0.00%	0.55%	0.00%	1.10%	0.00%	0.00%									
18	Сурайкин Максим Александрович	41	4	7	1	1	0	0	1	4	6	2	1	0	0	0	4	4	0	0	0	0	4	1	0	1	0	0									
		0.44%	0.23%	0.46%	0.38%	0.69%	0.00%	0.00%	0.35%	1.06%	0.99%	1.50%	0.24%	0.00%	0.00%	0.00%	0.68%	0.95%	0.00%	0.00%	0.00%	0.00%	1.51%	0.55%	0.00%	0.55%	0.00%	0.00%									
19	Титов Борис Юрьевич	26	2	3	0	0	0	0	1	2	1	0	1	0	0	0	7	0	2	0	0	1	0	0	3	1	0	2									
		0.28%	0.11%	0.20%	0.00%	0.00%	0.00%	0.00%	0.35%	0.53%	0.17%	0.00%	0.24%	0.00%	0.00%	0.00%	1.20%	0.00%	2.50%	0.00%	0.00%	0.36%	0.00%	0.00%	0.86%	0.55%	0.00%	1.98%									
20	Явлинский Григорий Алексеевич	18	4	6	0	0	0	0	1	0	2	0	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0									
		0.19%	0.23%	0.40%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.33%	0.00%	0.00%	0.00%	1.63%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
