Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Октябрьская городская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025					
1	"Число избирателей, внесенных в список избирателей"	20780	1350	1270	1298	1252	1231	1038	1231	1295	1340	1378	1267	1336	1400	925	937	1227	1005					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19628	1200	1200	1200	1200	1228	1000	1200	1200	1200	1300	1200	1300	1300	900	900	1100	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8922	460	380	591	616	632	503	637	461	338	470	532	658	692	469	418	566	499					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1289	77	135	87	40	41	41	40	80	161	83	57	84	115	18	64	73	93					
6	Число погашенных избирательных бюллетеней	9417	663	685	522	544	555	456	523	659	701	747	611	558	493	413	418	461	408					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1289	77	135	87	40	41	41	40	80	161	83	57	84	115	18	64	73	93					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8921	460	380	591	616	632	503	637	461	338	470	532	657	692	469	418	566	499					
9	Число недействительных избирательных бюллетеней	197	13	5	13	7	12	11	15	11	18	3	8	14	19	8	17	15	8					
10	Число действительных избирательных бюллетеней	10013	524	510	665	649	661	533	662	530	481	550	581	727	788	479	465	624	584					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	425	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	232	11	9	24	9	14	16	23	9	7	20	11	9	20	8	5	23	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	153	11	5	6	4	9	11	8	6	12	15	13	11	9	8	6	11	8					
14	Число погашенных неиспользованных открепительных удостоверений	193	14	16	1	16	11	9	2	16	18	5	14	16	5	17	20	2	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	1	1	0	1	0	0	2	1	3	1	0	0	0	2	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1251	72	59	93	92	99	69	88	69	47	62	90	77	66	59	60	65	84					
		12.25%	13.41%	11.46%	13.72%	14.02%	14.71%	12.68%	12.99%	12.75%	9.42%	11.21%	15.28%	10.39%	8.18%	12.11%	12.45%	10.17%	14.19%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1825	112	101	111	96	110	109	122	91	86	100	109	123	143	108	95	120	89					
		17.87%	20.86%	19.61%	16.37%	14.63%	16.34%	20.04%	18.02%	16.82%	17.23%	18.08%	18.51%	16.60%	17.72%	22.18%	19.71%	18.78%	15.03%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	96	7	7	8	2	6	3	6	4	4	3	6	6	20	5	2	4	3					
		0.94%	1.30%	1.36%	1.18%	0.30%	0.89%	0.55%	0.89%	0.74%	0.80%	0.54%	1.02%	0.81%	2.48%	1.03%	0.41%	0.63%	0.51%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2397	116	106	130	173	192	117	180	99	81	102	124	228	201	111	121	144	172					
		23.48%	21.60%	20.58%	19.17%	26.37%	28.53%	21.51%	26.59%	18.30%	16.23%	18.44%	21.05%	30.77%	24.91%	22.79%	25.10%	22.54%	29.05%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	227	3	16	7	13	20	22	18	11	16	13	21	12	9	13	14	9	10					
		2.22%	0.56%	3.11%	1.03%	1.98%	2.97%	4.04%	2.66%	2.03%	3.21%	2.35%	3.57%	1.62%	1.12%	2.67%	2.90%	1.41%	1.69%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4162	212	216	314	269	232	210	244	251	247	265	228	276	344	181	171	279	223					
		40.76%	39.48%	41.94%	46.31%	41.01%	34.47%	38.60%	36.04%	46.40%	49.50%	47.92%	38.71%	37.25%	42.63%	37.17%	35.48%	43.66%	37.67%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	55	2	5	2	4	2	3	4	5	0	5	3	5	5	2	2	3	3					
		0.54%	0.37%	0.97%	0.29%	0.61%	0.30%	0.55%	0.59%	0.92%	0.00%	0.90%	0.51%	0.67%	0.62%	0.41%	0.41%	0.47%	0.51%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
