Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Березовская городская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174					
1	"Число избирателей, внесенных в список избирателей"	53397	2660	2027	1977	2670	2027	75	1699	1619	1919	1305	742	1295	2653	2495	1405	1035	1027	631	1120	1579	1285	1532	2003	1339	1267	218	1954	201	184	102	1759	1586	497	1593	1224	1818	760	244	1871					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	40850	1900	1500	1500	2000	1500	100	1200	1200	1500	900	600	1000	2000	1800	1000	800	800	500	800	1200	1000	1200	1500	1000	1000	200	1500	150	150	80	1500	1300	400	1200	1000	1500	600	270	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27244	1449	1178	1164	1519	1198	25	931	835	920	635	379	704	1413	1020	722	466	452	279	583	867	707	847	981	551	484	101	868	88	68	47	793	776	176	868	614	943	359	182	1052					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1250	17	12	20	62	57	50	29	27	22	35	18	40	23	97	16	14	26	19	17	31	8	13	34	39	62	12	65	12	12	13	83	60	43	21	73	14	37	12	5					
6	Число погашенных избирательных бюллетеней	12356	434	310	316	419	245	25	240	338	558	230	203	256	564	683	262	320	322	202	200	302	285	340	485	410	454	87	567	50	70	20	624	464	181	311	313	543	204	76	443					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1250	17	12	20	62	57	50	29	27	22	35	18	40	23	97	16	14	26	19	17	31	8	13	34	39	62	12	65	12	12	13	83	60	43	21	73	14	37	12	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27237	1449	1177	1163	1519	1198	25	931	835	920	635	379	704	1413	1020	722	465	452	279	583	867	707	847	981	551	484	101	868	88	68	47	793	776	176	868	614	941	358	182	1051					
9	Число недействительных избирательных бюллетеней	749	29	25	36	33	28	0	34	31	39	17	4	13	42	22	17	14	11	11	21	35	16	11	32	19	17	4	15	3	3	3	29	19	3	23	26	18	8	7	31					
10	Число действительных избирательных бюллетеней	27738	1437	1164	1147	1548	1227	75	926	831	903	653	393	731	1394	1095	721	465	467	287	579	863	699	849	983	571	529	109	918	97	77	57	847	817	216	866	661	937	387	187	1025					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	781	30	35	30	30	30	0	20	20	35	15	10	20	30	25	15	10	15	10	10	25	25	29	25	10	10	5	20	5	5	5	20	35	10	40	30	26	21	19	26					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	566	25	34	23	29	15	0	17	16	27	11	4	14	23	17	4	4	11	3	9	23	19	22	22	7	6	1	19	0	0	0	17	30	4	16	19	26	21	2	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	555	6	17	4	16	22	4	12	2	15	3	14	3	30	0	65	32	5	5	14	9	22	17	17	9	20	4	16	7	5	1	29	16	17	9	30	4	21	15	18					
14	Число погашенных неиспользованных открепительных удостоверений	215	5	1	7	1	15	0	3	4	8	4	6	6	7	8	11	6	4	7	1	2	6	7	3	3	4	4	1	5	5	5	3	5	6	24	11	0	0	17	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7898	427	364	377	452	381	18	247	249	233	155	128	223	390	284	197	155	129	77	171	257	197	282	275	141	139	13	257	26	24	10	226	168	44	275	195	254	99	42	317					
		27.72%	29.13%	30.61%	31.87%	28.59%	30.36%	24.00%	25.73%	28.89%	24.73%	23.13%	32.24%	29.97%	27.16%	25.43%	26.69%	32.36%	26.99%	25.84%	28.50%	28.62%	27.55%	32.79%	27.09%	23.90%	25.46%	11.50%	27.55%	26.00%	30.00%	16.67%	25.80%	20.10%	20.09%	30.93%	28.38%	26.60%	25.06%	21.65%	30.02%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4303	232	138	161	203	151	6	171	113	130	116	66	98	221	198	99	55	86	54	91	129	96	126	147	91	95	39	113	14	12	11	162	142	34	165	91	167	91	40	149					
		15.11%	15.83%	11.61%	13.61%	12.84%	12.03%	8.00%	17.81%	13.11%	13.80%	17.31%	16.62%	13.17%	15.39%	17.73%	13.41%	11.48%	17.99%	18.12%	15.17%	14.37%	13.43%	14.65%	14.48%	15.42%	17.40%	34.51%	12.11%	14.00%	15.00%	18.33%	18.49%	16.99%	15.53%	18.56%	13.25%	17.49%	23.04%	20.62%	14.11%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	219	10	7	11	11	10	0	6	6	6	1	0	6	12	12	6	4	0	6	3	5	10	6	11	1	9	3	10	1	2	1	4	6	1	6	6	8	3	2	7					
		0.77%	0.68%	0.59%	0.93%	0.70%	0.80%	0.00%	0.63%	0.70%	0.64%	0.15%	0.00%	0.81%	0.84%	1.07%	0.81%	0.84%	0.00%	2.01%	0.50%	0.56%	1.40%	0.70%	1.08%	0.17%	1.65%	2.65%	1.07%	1.00%	2.50%	1.67%	0.46%	0.72%	0.46%	0.67%	0.87%	0.84%	0.76%	1.03%	0.66%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4368	214	169	177	270	224	11	138	129	155	87	55	116	256	169	121	58	59	33	87	142	114	127	147	111	84	14	191	8	7	8	130	166	30	107	86	158	38	22	150					
		15.33%	14.60%	14.21%	14.96%	17.08%	17.85%	14.67%	14.38%	14.97%	16.45%	12.99%	13.85%	15.59%	17.83%	15.13%	16.40%	12.11%	12.34%	11.07%	14.50%	15.81%	15.94%	14.77%	14.48%	18.81%	15.38%	12.39%	20.47%	8.00%	8.75%	13.33%	14.84%	19.86%	13.70%	12.04%	12.52%	16.54%	9.62%	11.34%	14.20%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1159	77	72	56	55	61	1	46	21	33	18	21	51	81	47	26	11	10	10	31	32	46	45	50	12	19	2	31	1	1	0	14	22	10	13	20	55	8	6	44					
		4.07%	5.25%	6.06%	4.73%	3.48%	4.86%	1.33%	4.79%	2.44%	3.50%	2.69%	5.29%	6.85%	5.64%	4.21%	3.52%	2.30%	2.09%	3.36%	5.17%	3.56%	6.43%	5.23%	4.93%	2.03%	3.48%	1.77%	3.32%	1.00%	1.25%	0.00%	1.60%	2.63%	4.57%	1.46%	2.91%	5.76%	2.03%	3.09%	4.17%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9182	443	388	351	525	375	36	305	299	330	266	119	226	410	369	263	156	176	99	183	282	224	249	335	199	171	35	305	42	24	25	268	292	87	271	243	278	143	58	332					
		32.23%	30.22%	32.63%	29.67%	33.21%	29.88%	48.00%	31.77%	34.69%	35.03%	39.70%	29.97%	30.38%	28.55%	33.03%	35.64%	32.57%	36.82%	33.22%	30.50%	31.40%	31.33%	28.95%	33.00%	33.73%	31.32%	30.97%	32.69%	42.00%	30.00%	41.67%	30.59%	34.93%	39.73%	30.48%	35.37%	29.11%	36.20%	29.90%	31.44%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	609	34	26	14	32	25	3	13	14	16	10	4	11	24	16	9	26	7	8	13	16	12	14	18	16	12	3	11	5	7	2	43	21	10	29	20	17	5	17	26					
		2.14%	2.32%	2.19%	1.18%	2.02%	1.99%	4.00%	1.35%	1.62%	1.70%	1.49%	1.01%	1.48%	1.67%	1.43%	1.22%	5.43%	1.46%	2.68%	2.17%	1.78%	1.68%	1.63%	1.77%	2.71%	2.20%	2.65%	1.18%	5.00%	8.75%	3.33%	4.91%	2.51%	4.57%	3.26%	2.91%	1.78%	1.27%	8.76%	2.46%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
