Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Березовская городская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174					
1	"Число избирателей, внесенных в списки избирателей"	50562	2199	2116	2081	2349	2319	123	1681	1677	1810	1249	615	776	2272	1989	1210	971	879	529	1137	1711	1238	1607	2053	1313	1243	184	1720	163	165	97	1699	1563	368	1668	1277	1622	759	231	1899					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	48180	2110	2080	2030	2260	2260	195	1650	1610	1700	1170	570	700	2060	1890	1140	930	800	470	1050	1660	1190	1570	1960	1170	1140	170	1580	160	160	90	1600	1530	330	1660	1230	1560	660	225	1860					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	27997	1212	1353	1269	1422	1418	62	1004	896	959	688	305	406	1298	970	614	468	456	288	639	922	707	949	1100	714	596	114	888	79	87	53	881	779	181	993	631	860	423	154	1159					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2085	40	19	22	59	91	61	31	44	54	52	40	52	43	70	30	26	69	16	42	33	14	15	53	69	86	12	86	24	16	10	155	120	78	42	279	27	58	27	20					
6	Число погашенных избирательных бюллетеней	18098	858	708	739	779	751	72	615	670	687	430	225	242	719	850	496	436	275	166	369	705	469	606	807	387	458	44	606	57	57	27	564	631	71	625	320	673	179	44	681					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2085	40	19	22	59	91	61	31	44	54	52	40	52	43	70	30	26	69	16	42	33	14	15	53	69	86	12	86	24	16	10	155	120	78	42	279	27	58	27	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27997	1212	1353	1269	1422	1418	62	1004	896	959	688	305	406	1298	970	614	468	456	288	639	922	707	949	1100	714	596	114	888	79	87	53	881	779	181	993	631	860	423	154	1159					
9	Число недействительных избирательных бюллетеней	273	6	20	12	4	13	0	4	4	8	8	1	4	12	14	4	3	2	4	4	7	6	12	14	11	7	0	9	0	0	0	12	14	2	12	10	6	6	2	16					
10	Число действительных избирательных бюллетеней	29809	1246	1352	1279	1477	1496	123	1031	936	1005	732	344	454	1329	1026	640	491	523	300	677	948	715	952	1139	772	675	126	965	103	103	63	1024	885	257	1023	900	881	475	179	1163					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	710	29	24	29	29	29	0	22	15	15	20	10	15	24	20	20	13	13	5	18	20	23	24	22	16	14	5	30	1	3	0	26	32	7	42	20	22	16	7	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	576	26	18	27	26	27	0	18	9	9	6	6	10	24	20	5	8	10	4	17	14	23	20	21	12	11	1	25	0	2	0	22	32	6	42	13	21	13	3	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	410	12	11	7	13	20	11	6	3	8	3	9	7	22	10	9	9	14	7	26	3	11	7	12	6	5	2	13	5	4	3	23	15	11	13	20	8	24	9	9					
14	Число погашенных неиспользованных открепительных удостоверений	134	3	6	2	3	2	0	4	6	6	14	4	5	0	0	15	5	3	1	1	6	0	4	1	4	3	4	5	1	1	0	4	0	1	0	7	1	3	4	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	1	2	2	2	2	0	1	1	2	0	0	3	2	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	4					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	512	24	20	20	22	38	1	25	14	20	11	4	4	23	17	12	8	10	9	10	16	9	15	15	12	10	1	28	4	0	1	17	14	4	15	11	14	11	5	18					
		1.70%	1.92%	1.46%	1.55%	1.49%	2.52%	0.81%	2.42%	1.49%	1.97%	1.49%	1.16%	0.87%	1.72%	1.63%	1.86%	1.62%	1.90%	2.96%	1.47%	1.68%	1.25%	1.56%	1.30%	1.53%	1.47%	0.79%	2.87%	3.88%	0.00%	1.59%	1.64%	1.56%	1.54%	1.45%	1.21%	1.58%	2.29%	2.76%	1.53%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1581	67	80	69	47	94	2	39	61	34	15	17	26	82	46	32	30	23	16	44	54	42	38	60	66	44	7	52	2	12	0	65	19	22	66	40	43	21	31	73					
		5.26%	5.35%	5.83%	5.34%	3.17%	6.23%	1.63%	3.77%	6.49%	3.36%	2.03%	4.93%	5.68%	6.11%	4.42%	4.97%	6.07%	4.38%	5.26%	6.46%	5.65%	5.83%	3.94%	5.20%	8.43%	6.45%	5.56%	5.34%	1.94%	11.65%	0.00%	6.27%	2.11%	8.49%	6.38%	4.40%	4.85%	4.37%	17.13%	6.19%					
20	3.Политическая партия «Демократическая партия России»	31	0	1	3	2	3	0	1	2	1	2	0	0	1	3	2	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0					
		0.10%	0.00%	0.07%	0.23%	0.14%	0.20%	0.00%	0.10%	0.21%	0.10%	0.27%	0.00%	0.00%	0.07%	0.29%	0.31%	0.00%	0.19%	0.00%	0.00%	0.21%	0.14%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.33%	0.00%	0.00%	0.00%	0.00%					
