Выборы Президента Российской Федерации																																																						
Дата голосования: 02.03.2008																																																						
																																																						
Наименование Избирательной комиссии:    Брянская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
	Число участковых избирательных комиссий	47																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																				
																																																						
		Сумма	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245					
1	"Число избирателей, включенных в списки избирателей"	43035	1153	365	149	321	750	206	2140	529	512	2169	1388	511	500	361	1745	312	606	225	234	2137	2153	2350	1044	1091	492	947	647	608	326	230	1797	2065	999	2105	471	313	1723	1980	323	186	658	1378	869	488	199	528	752					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	42880	1190	370	150	320	760	210	2110	520	510	2190	1350	520	500	360	1730	290	590	230	230	2130	2120	2300	1030	1090	500	950	630	590	320	210	1800	2050	990	2110	480	320	1700	1950	300	190	650	1400	860	490	200	520	870					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	25460	589	251	98	223	502	128	1228	170	366	1315	810	339	338	213	834	195	390	140	185	1128	1065	1341	606	640	329	632	446	357	213	145	898	1141	488	1330	284	226	1188	1530	203	118	311	622	556	195	136	438	580					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5023	291	34	24	50	118	52	151	150	92	113	164	80	51	42	230	49	86	77	30	270	253	300	106	97	43	65	79	101	49	20	134	131	146	73	62	11	106	171	42	31	157	300	104	116	32	56	84					
6	Число погашенных избирательных бюллетеней	12397	310	85	28	47	140	30	731	200	52	762	376	101	111	105	666	46	114	13	15	732	802	659	318	353	128	253	105	132	58	45	768	778	356	707	134	83	406	249	55	41	182	478	200	179	32	26	206					
