Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Ильинская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228					
1	"Число избирателей, внесенных в список избирателей"	15829	881	964	900	434	364	337	636	361	243	207	493	341	546	358	532	1204	345	281	320	476	113	172	174	949	1462	801	865	1070					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16241	900	1000	920	450	371	340	650	380	250	220	490	350	560	370	550	1300	350	290	340	480	120	170	170	950	1480	820	900	1070					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6393	388	475	429	153	176	116	227	117	99	120	194	158	223	135	176	454	157	137	115	177	37	61	64	369	586	332	382	336					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1666	55	34	43	44	19	77	141	68	8	11	73	39	81	35	99	212	25	14	58	78	30	19	51	94	89	62	54	53					
6	Число погашенных избирательных бюллетеней	8182	457	491	448	253	176	147	282	195	143	89	223	153	256	200	275	634	168	139	167	225	53	90	55	487	805	426	464	681					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1666	55	34	43	44	19	77	141	68	8	11	73	39	81	35	99	212	25	14	58	78	30	19	51	94	89	62	54	53					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6392	388	475	429	153	176	116	227	117	99	120	194	158	223	135	176	453	157	137	115	177	37	61	64	369	586	332	382	336					
9	Число недействительных избирательных бюллетеней	182	5	11	6	3	5	2	2	6	6	1	6	3	6	2	13	12	4	4	5	8	0	0	9	16	23	13	9	2					
10	Число действительных избирательных бюллетеней	7876	438	498	466	194	190	191	366	179	101	130	261	194	298	168	262	653	178	147	168	247	67	80	106	447	652	381	427	387					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	296	31	30	30	5	5	5	10	10	5	5	10	5	5	5	5	12	5	5	10	10	0	5	5	20	20	15	11	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	125	7	8	3	3	2	5	10	10	2	2	7	5	4	3	4	4	0	1	8	5	0	1	2	10	9	4	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	93	4	14	7	0	3	3	3	1	2	0	2	0	2	3	4	4	1	1	0	3	0	7	9	5	7	0	1	7					
14	Число погашенных неиспользованных открепительных удостоверений	171	24	22	27	2	3	0	0	0	3	3	3	0	1	2	1	8	5	4	2	5	0	4	3	10	11	11	8	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1451	89	109	101	19	31	31	90	26	10	17	56	30	87	41	40	83	46	21	30	38	2	8	11	82	131	73	67	82					
		18.01%	20.09%	21.41%	21.40%	9.64%	15.90%	16.06%	24.46%	14.05%	9.35%	12.98%	20.97%	15.23%	28.62%	24.12%	14.55%	12.48%	25.27%	13.91%	17.34%	14.90%	2.99%	10.00%	9.57%	17.71%	19.41%	18.53%	15.37%	21.08%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1346	78	98	73	25	42	30	55	30	14	28	46	27	38	26	37	126	31	26	31	46	12	12	27	72	126	62	78	50					
		16.70%	17.61%	19.25%	15.47%	12.69%	21.54%	15.54%	14.95%	16.22%	13.08%	21.37%	17.23%	13.71%	12.50%	15.29%	13.45%	18.95%	17.03%	17.22%	17.92%	18.04%	17.91%	15.00%	23.48%	15.55%	18.67%	15.74%	17.89%	12.85%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	81	1	3	5	0	3	2	4	5	0	1	4	3	6	1	3	6	2	0	1	3	1	0	0	11	5	0	8	3					
		1.01%	0.23%	0.59%	1.06%	0.00%	1.54%	1.04%	1.09%	2.70%	0.00%	0.76%	1.50%	1.52%	1.97%	0.59%	1.09%	0.90%	1.10%	0.00%	0.58%	1.18%	1.49%	0.00%	0.00%	2.38%	0.74%	0.00%	1.83%	0.77%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1420	95	126	72	18	21	23	67	21	23	23	41	47	53	21	31	72	31	16	16	29	12	24	19	118	145	104	81	71					
		17.62%	21.44%	24.75%	15.25%	9.14%	10.77%	11.92%	18.21%	11.35%	21.50%	17.56%	15.36%	23.86%	17.43%	12.35%	11.27%	10.83%	17.03%	10.60%	9.25%	11.37%	17.91%	30.00%	16.52%	25.49%	21.48%	26.40%	18.58%	18.25%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	142	9	14	12	1	1	2	6	0	0	6	10	4	6	3	3	8	3	0	3	1	2	0	2	14	12	9	7	4					
		1.76%	2.03%	2.75%	2.54%	0.51%	0.51%	1.04%	1.63%	0.00%	0.00%	4.58%	3.75%	2.03%	1.97%	1.76%	1.09%	1.20%	1.65%	0.00%	1.73%	0.39%	2.99%	0.00%	1.74%	3.02%	1.78%	2.28%	1.61%	1.03%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3292	150	136	186	128	91	101	139	97	53	54	101	81	105	68	142	351	63	79	86	123	38	36	47	145	227	128	175	162					
		40.85%	33.86%	26.72%	39.41%	64.97%	46.67%	52.33%	37.77%	52.43%	49.53%	41.22%	37.83%	41.12%	34.54%	40.00%	51.64%	52.78%	34.62%	52.32%	49.71%	48.24%	56.72%	45.00%	40.87%	31.32%	33.63%	32.49%	40.14%	41.65%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	144	16	12	17	3	1	2	5	0	1	1	3	2	3	8	6	7	2	5	1	7	0	0	0	5	6	5	11	15					
		1.79%	3.61%	2.36%	3.60%	1.52%	0.51%	1.04%	1.36%	0.00%	0.93%	0.76%	1.12%	1.02%	0.99%	4.71%	2.18%	1.05%	1.10%	3.31%	0.58%	2.75%	0.00%	0.00%	0.00%	1.08%	0.89%	1.27%	2.52%	3.86%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
