Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
"Наименование Избирательной комиссии:    Новороссийск, Приморская"																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524	УИК №3525	УИК №3526	УИК №3527	УИК №3528	УИК №3529	УИК №3530									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	52965	1980	1497	1051	1963	1300	1585	2180	1459	2510	1430	1579	2133	2065	2317	1766	1891	2556	2521	2093	1424	1595	1606	1517	1842	2029	1089	1596	1407	1753	1231									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50450	1850	1400	900	1900	1200	1500	2100	1400	2500	1350	1500	2000	2000	2300	1700	1700	2450	2450	2000	1350	1550	1550	1400	1800	2000	1050	1500	1350	1500	1200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	32188	1413	952	617	1036	853	838	1057	450	1037	1246	1376	1142	1447	1470	1181	985	2000	1263	1324	835	584	1117	849	1160	1257	845	1097	1012	952	793									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2546	303	13	40	38	252	98	37	33	71	86	10	203	101	36	21	18	127	106	39	90	136	50	42	91	63	24	291	48	72	7									
6	Число погашенных избирательных бюллетеней	15716	134	435	243	826	95	564	1006	917	1392	18	114	655	452	794	498	697	323	1081	637	425	830	383	509	549	680	181	112	290	476	400									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2546	303	13	40	38	252	98	37	33	71	86	10	203	101	36	21	18	127	106	39	90	136	50	42	91	63	24	291	48	72	7									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	32099	1413	952	617	1036	853	838	1057	450	1037	1160	1375	1142	1446	1470	1181	985	2000	1263	1324	835	583	1117	849	1160	1257	845	1097	1012	952	793									
9	Число недействительных избирательных бюллетеней	284	0	0	15	17	0	12	5	13	18	0	37	9	0	0	0	32	0	24	3	0	12	7	8	0	0	2	0	55	15	0									
10	Число действительных избирательных бюллетеней	34361	1716	965	642	1057	1105	924	1089	470	1090	1246	1348	1336	1547	1506	1202	971	2127	1345	1360	925	707	1160	883	1251	1320	867	1388	1005	1009	800									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	483	18	15	15	15	15	15	15	15	15	15	15	20	22	25	15	15	18	20	15	15	15	15	15	15	15	15	15	15	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	325	18	13	4	4	7	12	15	13	12	15	3	19	22	19	12	11	17	17	11	12	8	9	7	5	12	4	7	6	7	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	337	3	23	10	34	20	16	9	8	16	7	7	7	5	37	14	11	14	9	10	2	19	10	9	4	6	5	2	8	6	6									
14	Число погашенных неиспользованных открепительных удостоверений	158	0	2	11	11	8	3	0	2	3	0	12	1	0	6	3	4	1	3	4	3	7	6	8	10	3	11	8	9	8	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	493	5	8	213	31	5	4	4	5	6	2	3	11	12	48	7	68	6	10	8	2	0	1	6	4	4	3	2	2	7	6									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	175	4	0	15	23	0	0	11	17	16	0	0	2	0	0	4	20	0	34	0	0	11	0	4	0	0	1	0	0	13	0									
		0.51%	0.23%	0.00%	2.28%	2.14%	0.00%	0.00%	1.01%	3.52%	1.44%	0.00%	0.00%	0.15%	0.00%	0.00%	0.33%	1.99%	0.00%	2.48%	0.00%	0.00%	1.53%	0.00%	0.45%	0.00%	0.00%	0.12%	0.00%	0.00%	1.27%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	181	0	0	18	19	0	10	10	10	15	0	0	2	10	0	7	22	0	20	14	0	6	0	1	0	13	1	0	0	3	0									
