Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Шарлыкская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789					
1	"Число избирателей, внесенных в список избирателей"	15755	327	185	275	291	147	270	204	312	193	412	239	290	783	157	146	392	248	225	99	77	530	87	177	190	345	328	761	126	90	269	221	241	81	363	1508	1366	1510	1716	239	335					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15665	324	182	278	292	142	275	205	312	194	414	241	291	791	157	146	397	252	230	98	80	532	90	177	192	347	336	764	131	93	267	226	242	80	358	1500	1350	1450	1650	243	336					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9534	219	145	241	177	94	246	158	153	109	199	129	174	550	98	108	270	170	146	64	37	294	69	134	168	183	150	415	78	82	183	130	158	41	220	763	883	802	1026	117	151					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1240	47	22	18	25	11	12	19	66	22	37	17	29	51	18	12	46	24	34	9	18	53	6	2	4	40	63	49	12	2	22	21	35	11	33	84	51	79	72	10	54					
6	Число погашенных избирательных бюллетеней	4891	58	15	19	90	37	17	28	93	63	178	95	88	190	41	26	81	58	50	25	25	185	15	41	20	124	123	300	41	9	62	75	49	28	105	653	416	569	552	116	131					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1240	47	22	18	25	11	12	19	66	22	37	17	29	51	18	12	46	24	34	9	18	53	6	2	4	40	63	49	12	2	22	21	35	11	33	84	51	79	72	10	54					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9534	219	145	241	177	94	246	158	153	109	199	129	174	550	98	108	270	170	146	64	37	294	69	134	168	183	150	415	78	82	183	130	158	41	220	763	883	802	1026	117	151					
9	Число недействительных избирательных бюллетеней	124	2	1	0	1	1	2	2	0	3	0	0	1	7	1	2	2	3	4	1	0	8	2	11	0	3	1	3	1	0	0	0	3	0	6	17	10	8	14	2	2					
10	Число действительных избирательных бюллетеней	10650	264	166	259	201	104	256	175	219	128	236	146	202	594	115	118	314	191	176	72	55	339	73	125	172	220	212	461	89	84	205	151	190	52	247	830	924	873	1084	125	203					
