Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Сунтарская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556					
1	"Число избирателей, внесенных в списки избирателей"	14321	346	141	519	181	553	78	1261	197	465	276	209	618	1226	939	922	851	931	119	263	141	596	73	232	306	287	460	781	345	529	79	397					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15331	419	183	535	220	655	84	1331	215	502	372	213	581	1159	916	1294	805	822	125	261	143	602	80	273	351	336	475	941	376	533	85	444					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	74	29	1	14	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	3	0	0	0	0	8					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10939	295	130	406	172	443	76	954	162	367	256	161	355	767	507	879	521	546	108	197	128	499	69	220	263	270	357	719	302	406	63	341					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	900	19	10	51	9	40	1	143	11	30	13	7	52	34	59	43	23	27	6	10	3	33	4	12	25	17	45	62	24	36	6	45					
6	Число погашенных избирательных бюллетеней	3416	76	42	64	39	171	7	229	42	105	100	45	174	358	350	372	261	249	11	46	12	66	7	41	63	49	70	160	50	91	16	50					
7	Число избирательных бюллетеней в переносных ящиках для голосования	974	48	11	65	9	40	1	148	11	30	16	7	52	34	59	43	23	27	6	17	3	37	4	12	25	17	48	62	24	36	6	53					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10939	295	130	406	172	443	76	954	162	367	256	161	355	767	507	879	521	546	108	197	128	499	69	220	263	270	357	719	302	406	63	341					
9	Число недействительных избирательных бюллетеней	70	2	1	1	1	6	0	7	1	1	0	2	4	4	4	3	3	3	0	3	0	3	0	1	2	2	2	8	3	2	0	1					
10	Число действительных избирательных бюллетеней	11843	341	140	470	180	477	77	1095	172	396	272	166	403	797	562	919	541	570	114	211	131	533	73	231	286	285	403	773	323	440	69	393					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	491	15	5	16	10	20	5	40	6	15	10	10	16	35	25	38	27	27	5	10	5	20	5	10	10	10	15	30	15	16	5	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	154	10	4	0	0	1	0	18	0	10	5	2	3	9	8	8	2	9	0	5	0	4	1	6	7	3	6	14	1	11	0	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	66	0	0	1	0	1	1	4	1	4	4	1	0	5	9	4	2	4	1	2	1	1	1	5	1	1	2	2	1	4	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	337	5	1	16	10	19	5	22	6	5	5	8	13	26	17	30	25	18	5	5	5	16	4	4	3	7	9	16	14	5	5	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1					
16	Число утраченных избирательных бюллетеней	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	338	20	1	18	1	10	0	27	7	11	11	0	7	20	15	21	4	21	5	9	4	73	1	5	3	4	2	25	6	6	1	0					
		2.84%	5.83%	0.71%	3.82%	0.55%	2.07%	0.00%	2.45%	4.05%	2.77%	4.04%	0.00%	1.72%	2.50%	2.65%	2.28%	0.74%	3.66%	4.39%	4.21%	3.05%	13.62%	1.37%	2.16%	1.04%	1.39%	0.49%	3.20%	1.84%	1.36%	1.45%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	26	2	0	0	0	2	0	3	0	0	1	2	2	1	1	0	0	2	1	0	0	2	0	1	0	1	1	2	1	1	0	0					
		0.22%	0.58%	0.00%	0.00%	0.00%	0.41%	0.00%	0.27%	0.00%	0.00%	0.37%	1.19%	0.49%	0.12%	0.18%	0.00%	0.00%	0.35%	0.88%	0.00%	0.00%	0.37%	0.00%	0.43%	0.00%	0.35%	0.25%	0.26%	0.31%	0.23%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	10	1	0	1	0	0	0	1	0	0	0	0	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0					
		0.08%	0.29%	0.00%	0.21%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.25%	0.25%	0.00%	0.11%	0.00%	0.17%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1008	32	16	29	22	67	3	62	10	26	11	12	26	84	59	121	43	54	4	15	17	59	0	11	27	6	36	56	16	53	1	30					
		8.46%	9.33%	11.35%	6.16%	12.15%	13.87%	3.90%	5.63%	5.78%	6.55%	4.04%	7.14%	6.39%	10.49%	10.42%	13.12%	7.90%	9.42%	3.51%	7.01%	12.98%	11.01%	0.00%	4.74%	9.38%	2.09%	8.89%	7.17%	4.91%	11.99%	1.45%	7.61%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	356	11	2	26	2	21	0	30	3	4	4	1	27	36	29	45	21	28	2	1	1	11	1	4	5	3	9	14	3	6	1	5					
		2.99%	3.21%	1.42%	5.52%	1.10%	4.35%	0.00%	2.72%	1.73%	1.01%	1.47%	0.60%	6.63%	4.49%	5.12%	4.88%	3.86%	4.89%	1.75%	0.47%	0.76%	2.05%	1.37%	1.72%	1.74%	1.05%	2.22%	1.79%	0.92%	1.36%	1.45%	1.27%					
23	6.Политическая партия «Партия социальной справедливости»	37	1	0	0	0	1	0	2	1	0	0	2	0	3	3	2	2	4	1	0	0	1	0	0	2	1	3	2	2	2	1	1					
		0.31%	0.29%	0.00%	0.00%	0.00%	0.21%	0.00%	0.18%	0.58%	0.00%	0.00%	1.19%	0.00%	0.37%	0.53%	0.22%	0.37%	0.70%	0.88%	0.00%	0.00%	0.19%	0.00%	0.00%	0.69%	0.35%	0.74%	0.26%	0.61%	0.45%	1.45%	0.25%					
24	7.Политическая партия «Либерально-демократическая партия России»	179	4	4	9	1	3	1	18	3	6	5	7	4	14	9	9	10	7	2	1	2	9	2	1	6	5	5	14	3	11	1	3					
		1.50%	1.17%	2.84%	1.91%	0.55%	0.62%	1.30%	1.63%	1.73%	1.51%	1.84%	4.17%	0.98%	1.75%	1.59%	0.98%	1.84%	1.22%	1.75%	0.47%	1.53%	1.68%	2.74%	0.43%	2.08%	1.74%	1.23%	1.79%	0.92%	2.49%	1.45%	0.76%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2700	100	20	89	28	115	3	329	60	60	59	61	98	195	146	195	132	131	10	67	3	92	15	38	80	59	69	190	38	84	23	111					
		22.66%	29.15%	14.18%	18.90%	15.47%	23.81%	3.90%	29.85%	34.68%	15.11%	21.69%	36.31%	24.08%	24.34%	25.80%	21.15%	24.26%	22.86%	8.77%	31.31%	2.29%	17.16%	20.55%	16.38%	27.78%	20.56%	17.04%	24.33%	11.66%	19.00%	33.33%	28.17%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	41	1	1	3	0	3	1	7	1	0	0	1	0	5	2	3	1	1	0	0	0	1	0	1	2	0	1	3	1	0	1	1					
		0.34%	0.29%	0.71%	0.64%	0.00%	0.62%	1.30%	0.64%	0.58%	0.00%	0.00%	0.60%	0.00%	0.62%	0.35%	0.33%	0.18%	0.17%	0.00%	0.00%	0.00%	0.19%	0.00%	0.43%	0.69%	0.00%	0.25%	0.38%	0.31%	0.00%	1.45%	0.25%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7123	169	96	295	126	254	68	614	86	287	180	80	237	435	296	519	327	320	87	118	103	282	54	170	161	205	277	465	253	277	40	242					
		59.79%	49.27%	68.09%	62.63%	69.61%	52.59%	88.31%	55.72%	49.71%	72.29%	66.18%	47.62%	58.23%	54.31%	52.30%	56.29%	60.11%	55.85%	76.32%	55.14%	78.63%	52.61%	73.97%	73.28%	55.90%	71.43%	68.40%	59.54%	77.61%	62.67%	57.97%	61.42%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	25	0	0	0	0	1	1	2	1	2	1	0	1	2	2	3	1	1	2	0	1	2	0	0	0	1	0	1	0	0	0	0					
		0.21%	0.00%	0.00%	0.00%	0.00%	0.21%	1.30%	0.18%	0.58%	0.50%	0.37%	0.00%	0.25%	0.25%	0.35%	0.33%	0.18%	0.17%	1.75%	0.00%	0.76%	0.37%	0.00%	0.00%	0.00%	0.35%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
