Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Яковлевская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220					
1	"Число избирателей, внесенных в списки избирателей"	13848	2450	721	660	87	402	325	55	422	105	152	315	99	91	96	1075	952	335	548	703	449	2362	311	168	720	245					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12745	2330	670	600	80	350	300	50	390	100	140	300	90	85	90	1030	900	320	500	650	400	2000	280	150	720	220					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8506	1632	430	419	60	250	207	50	260	77	100	213	61	67	51	605	521	203	226	305	194	1531	148	103	641	152					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	620	52	25	12	7	9	19	0	13	7	11	21	4	2	7	71	62	27	38	62	36	62	27	15	14	17					
6	Число погашенных избирательных бюллетеней	3619	646	215	169	13	91	74	0	117	16	29	66	25	16	32	354	317	90	236	283	170	407	105	32	65	51					
7	Число избирательных бюллетеней в переносных ящиках для голосования	620	52	25	12	7	9	19	0	13	7	11	21	4	2	7	71	62	27	38	62	36	62	27	15	14	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8505	1632	430	419	60	250	207	50	259	77	100	213	61	67	51	605	521	203	226	305	194	1531	148	103	641	152					
9	Число недействительных избирательных бюллетеней	131	23	6	5	0	6	1	0	4	0	1	2	2	4	0	8	16	4	3	3	5	28	1	1	8	0					
10	Число действительных избирательных бюллетеней	8994	1661	449	426	67	253	225	50	268	84	110	232	63	65	58	668	567	226	261	364	225	1565	174	117	647	169					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	395	55	15	15	5	10	10	4	20	10	12	15	6	5	5	25	25	15	15	15	10	35	10	8	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	192	47	7	15	1	4	5	4	2	1	1	14	1	1	1	18	6	3	2	5	0	34	3	4	9	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	105	13	1	2	2	2	2	4	0	1	1	1	2	3	2	7	6	1	4	5	4	16	5	7	5	9					
14	Число погашенных неиспользованных открепительных удостоверений	203	8	8	0	4	6	5	0	18	9	11	1	5	4	4	7	19	12	13	10	10	1	7	4	16	21					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	452	82	33	8	4	18	19	0	19	4	2	14	5	4	3	33	32	66	9	3	16	54	10	4	8	2					
		4.95%	4.87%	7.25%	1.86%	5.97%	6.95%	8.41%	0.00%	6.99%	4.76%	1.80%	5.98%	7.69%	5.80%	5.17%	4.88%	5.49%	28.70%	3.41%	0.82%	6.96%	3.39%	5.71%	3.39%	1.22%	1.18%					
19	2.Всероссийская политическая партия «Гражданская Сила»	60	13	0	2	0	1	4	2	0	0	0	1	0	0	1	2	6	3	1	1	1	9	0	1	9	3					
		0.66%	0.77%	0.00%	0.46%	0.00%	0.39%	1.77%	4.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	1.72%	0.30%	1.03%	1.30%	0.38%	0.27%	0.43%	0.56%	0.00%	0.85%	1.37%	1.78%					
20	3.Политическая партия «Демократическая партия России»	8	1	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0					
		0.09%	0.06%	0.00%	0.23%	0.00%	0.77%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	990	210	51	48	9	23	36	0	16	15	23	25	13	7	9	118	59	13	24	57	29	124	19	12	36	14					
		10.85%	12.47%	11.21%	11.14%	13.43%	8.88%	15.93%	0.00%	5.88%	17.86%	20.72%	10.68%	20.00%	10.14%	15.52%	17.46%	10.12%	5.65%	9.09%	15.53%	12.61%	7.78%	10.86%	10.17%	5.50%	8.28%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	33	6	4	4	0	0	0	0	2	0	1	3	0	0	0	1	4	0	0	4	0	1	0	0	2	1					
		0.36%	0.36%	0.88%	0.93%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.90%	1.28%	0.00%	0.00%	0.00%	0.15%	0.69%	0.00%	0.00%	1.09%	0.00%	0.06%	0.00%	0.00%	0.31%	0.59%					
23	6.Политическая партия «Партия социальной справедливости»	22	2	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1	9	0	0	2	0					
		0.24%	0.12%	0.00%	0.23%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.43%	0.00%	0.27%	0.43%	0.56%	0.00%	0.00%	0.31%	0.00%					
