Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Усть-Донецкая																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368	УИК №2369	УИК №2370	УИК №2371	УИК №2372	УИК №2373	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №8085	УИК №8088	УИК №8089	УИК №8097	УИК №8346									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	23524	201	542	1045	1380	926	663	357	301	206	189	759	259	2639	2509	2681	1484	922	391	716	614	366	666	440	361	483	974	226	319	256	75	574									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46830	200	540	1050	1350	910	680	360	310	210	180	760	260	2600	2600	2500	1480	930	390	710	620	360	690	450	360	480	950	2000	2500	3800	2000	14600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13518	154	190	682	998	494	296	202	226	161	103	466	154	1348	1307	1255	661	536	236	287	352	227	453	305	200	334	497	214	319	215	75	571									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1276	12	33	102	72	82	46	34	33	9	49	105	20	34	36	102	45	34	19	45	28	31	54	42	42	43	69	12	0	41	0	2									
6	Число погашенных избирательных бюллетеней	32036	34	317	266	280	334	338	124	51	40	28	189	86	1218	1257	1143	774	360	135	378	240	102	183	103	118	103	384	1774	2181	3544	1925	14027									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1276	12	33	102	72	82	46	34	33	9	49	105	20	34	36	102	45	34	19	45	28	31	54	42	42	43	69	12	0	41	0	2									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	13515	154	190	682	998	494	296	202	226	161	103	466	154	1348	1307	1255	660	536	236	287	352	227	453	305	200	334	497	214	319	213	75	571									
9	Число недействительных избирательных бюллетеней	210	0	10	11	58	9	5	6	1	0	0	1	2	12	3	26	16	12	0	7	1	0	3	1	5	0	0	4	9	3	0	5									
10	Число действительных избирательных бюллетеней	14581	166	213	773	1012	567	337	230	258	170	152	570	172	1370	1340	1331	689	558	255	325	379	258	504	346	237	377	566	222	310	251	75	568									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	590	7	20	25	30	25	15	10	10	6	5	20	7	60	60	60	35	25	10	15	15	10	20	10	10	15	25	4	4	4	4	24									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	241	5	5	10	30	11	15	10	2	6	0	11	7	16	20	20	13	13	3	5	3	0	20	10	2	1	2	0	0	0	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	107	1	2	0	18	10	2	5	0	1	3	2	0	8	6	7	1	3	0	4	1	3	2	4	3	2	2	0	2	1	3	11									
14	Число погашенных неиспользованных открепительных удостоверений	349	2	15	15	0	14	0	0	8	0	5	9	0	44	40	40	22	12	7	10	12	10	0	0	8	14	23	4	4	4	4	23									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	0	0	0	2	4	6	0	2	2	0	0	0	3	3	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	141	2	2	5	9	5	2	4	0	1	0	1	2	12	17	20	8	4	0	2	0	1	3	2	2	0	11	1	3	2	1	19									
		0.95%	1.20%	0.90%	0.64%	0.84%	0.87%	0.58%	1.69%	0.00%	0.59%	0.00%	0.18%	1.15%	0.87%	1.27%	1.47%	1.13%	0.70%	0.00%	0.60%	0.00%	0.39%	0.59%	0.58%	0.83%	0.00%	1.94%	0.44%	0.94%	0.79%	1.33%	3.32%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	313	3	13	9	16	6	6	6	1	3	0	5	3	38	18	45	30	16	3	15	0	8	4	4	6	0	30	2	3	1	1	18									
		2.12%	1.81%	5.83%	1.15%	1.50%	1.04%	1.75%	2.54%	0.39%	1.76%	0.00%	0.88%	1.72%	2.75%	1.34%	3.32%	4.26%	2.81%	1.18%	4.52%	0.00%	3.10%	0.79%	1.15%	2.48%	0.00%	5.30%	0.88%	0.94%	0.39%	1.33%	3.14%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	217	2	8	11	26	3	4	4	1	0	3	4	1	28	15	32	13	6	1	6	0	2	3	1	2	0	4	6	13	7	0	11									
		1.47%	1.20%	3.59%	1.40%	2.43%	0.52%	1.17%	1.69%	0.39%	0.00%	1.97%	0.70%	0.57%	2.03%	1.12%	2.36%	1.84%	1.05%	0.39%	1.81%	0.00%	0.78%	0.59%	0.29%	0.83%	0.00%	0.71%	2.65%	4.08%	2.76%	0.00%	1.92%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9807	130	115	583	732	466	211	150	225	134	119	424	117	772	1004	688	324	357	199	190	292	191	416	301	193	369	397	121	113	85	31	358									
		66.30%	78.31%	51.57%	74.36%	68.41%	80.90%	61.70%	63.56%	86.87%	78.82%	78.29%	74.26%	67.24%	55.86%	74.76%	50.70%	45.96%	62.63%	78.04%	57.23%	76.84%	74.03%	82.05%	86.74%	79.75%	97.88%	70.14%	53.54%	35.42%	33.46%	41.33%	62.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	3	1	3	10	1	3	1	1	0	0	2	0	6	6	9	2	1	0	0	0	0	1	0	0	0	0	3	1	1	1	2									
		0.39%	1.81%	0.45%	0.38%	0.93%	0.17%	0.88%	0.42%	0.39%	0.00%	0.00%	0.35%	0.00%	0.43%	0.45%	0.66%	0.28%	0.18%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	1.33%	0.31%	0.39%	1.33%	0.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	0	0	0	2	0	1	0	0	0	0	0	0	1	0	2	1	2	0	0	0	2	1	1	0	0	0	3	3	3	0	0									
		0.15%	0.00%	0.00%	0.00%	0.19%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.15%	0.14%	0.35%	0.00%	0.00%	0.00%	0.78%	0.20%	0.29%	0.00%	0.00%	0.00%	1.33%	0.94%	1.18%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1598	12	41	79	125	27	59	28	19	18	8	85	26	207	84	230	150	83	29	49	32	28	36	17	14	1	21	8	31	6	11	34									
		10.80%	7.23%	18.39%	10.08%	11.68%	4.69%	17.25%	11.86%	7.34%	10.59%	5.26%	14.89%	14.94%	14.98%	6.25%	16.95%	21.28%	14.56%	11.37%	14.76%	8.42%	10.85%	7.10%	4.90%	5.79%	0.27%	3.71%	3.54%	9.72%	2.36%	14.67%	5.93%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	109	0	0	2	0	0	0	0	0	1	0	2	2	6	5	6	6	1	1	0	0	0	0	0	1	0	0	14	17	22	6	17									
		0.74%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.35%	1.15%	0.43%	0.37%	0.44%	0.85%	0.18%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	6.19%	5.33%	8.66%	8.00%	2.97%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	88	0	1	4	7	2	0	1	0	0	0	1	1	12	11	9	8	3	0	0	0	0	1	0	0	0	0	10	6	4	0	7									
		0.59%	0.00%	0.45%	0.51%	0.65%	0.35%	0.00%	0.42%	0.00%	0.00%	0.00%	0.18%	0.57%	0.87%	0.82%	0.66%	1.13%	0.53%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	4.42%	1.88%	1.57%	0.00%	1.22%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	1	1	0	0	1	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
