Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Саргатская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886					
1	"Число избирателей, внесенных в списки"	15983	974	1113	1022	1243	163	148	950	998	611	140	411	195	694	317	75	78	354	1155	832	193	598	68	92	418	95	66	100	707	57	144	84	123	96	644	106	127	82	469	111	130					
2	"Число бюллетеней, полученных участковыми комиссиями"	16064	985	1081	1036	1240	171	149	935	1004	606	139	416	205	700	321	81	79	349	1163	828	199	630	74	95	410	98	76	105	705	59	148	87	126	101	650	111	133	84	450	105	130					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9351	440	608	593	628	136	83	549	632	347	95	219	104	345	204	71	62	208	652	398	154	350	45	63	258	73	59	84	381	44	105	80	47	96	325	93	96	68	343	100	113					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	675	29	68	36	19	0	0	27	22	38	12	28	26	33	27	0	0	45	71	30	0	35	6	4	5	0	3	0	53	0	4	0	13	0	37	0	4	0	0	0	0					
6	Число погашенных бюллетеней	6038	516	405	407	593	35	66	359	350	221	32	169	75	322	90	10	17	96	440	400	45	245	23	28	147	25	14	21	271	15	39	7	66	5	288	18	33	16	107	5	17					
7	Число бюллетеней в переносных ящиках для голосования	675	29	68	36	19	0	0	27	22	38	12	28	26	33	27	0	0	45	71	30	0	35	6	4	5	0	3	0	53	0	4	0	13	0	37	0	4	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	9350	440	608	593	628	136	83	549	632	347	95	219	104	345	204	71	62	208	651	398	154	350	45	63	258	73	59	84	381	44	105	80	47	96	325	93	96	68	343	100	113					
9	Число недействительных бюллетеней	194	9	8	4	8	2	0	8	4	11	0	8	1	11	4	0	0	6	15	6	8	15	2	5	11	3	0	2	11	1	0	0	1	0	14	1	0	0	12	3	0					
10	Число действительных бюллетеней	9831	460	668	625	639	134	83	568	650	374	107	239	129	367	227	71	62	247	707	422	146	370	49	62	252	70	62	82	423	43	109	80	59	96	348	92	100	68	331	97	113					
