Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Котласская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441					
1	"Число избирателей, внесенных в список избирателей"	17785	1227	2627	234	553	1443	1422	429	778	253	168	985	910	316	624	188	1436	1712	264	292	872	400	652					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16300	1150	2500	200	500	1300	1200	400	700	250	150	900	850	300	600	150	1300	1550	250	250	750	350	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	105	0	0	50	0	0	42	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7143	426	1089	42	225	643	606	175	288	101	51	305	295	109	304	41	575	862	107	136	336	141	286					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1241	65	173	20	54	71	71	6	85	45	33	58	59	17	47	50	117	64	74	21	49	60	2					
6	Число погашенных избирательных бюллетеней	7811	659	1238	88	221	586	481	219	321	104	66	537	496	174	249	59	608	624	69	86	365	149	412					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1346	65	173	70	54	71	113	6	91	45	33	58	59	17	47	50	117	64	74	28	49	60	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7141	426	1087	42	225	643	606	175	288	101	51	305	295	109	304	41	575	862	107	136	336	141	286					
9	Число недействительных избирательных бюллетеней	75	5	18	1	2	7	3	2	4	3	1	5	3	0	4	1	3	5	0	3	3	1	1					
10	Число действительных избирательных бюллетеней	8412	486	1242	111	277	707	716	179	375	143	83	358	351	126	347	90	689	921	181	161	382	200	287					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	260	15	25	5	10	15	20	5	10	5	5	15	15	5	10	5	15	20	10	5	15	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	129	11	9	1	6	13	9	0	4	3	2	6	3	0	5	0	6	15	9	0	8	2	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	135	2	58	3	3	16	12	3	3	1	0	1	2	0	3	2	4	4	3	9	2	0	4					
14	Число погашенных неиспользованных открепительных удостоверений	131	4	16	4	4	2	11	5	6	2	3	9	12	5	5	5	9	5	1	5	7	8	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
