Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Арсеньевская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52					
1	"Число избирателей, внесенных в список избирателей"	48311	2445	740	2345	1194	1047	2599	2244	2032	2244	2301	2220	2558	2110	2229	2262	2281	2235	2159	2190	1037	1546	2285	2324	1684					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35000	1800	600	1700	900	700	1900	1600	1500	1700	1700	1600	1800	1500	1650	1600	1650	1600	1550	1600	800	1050	1650	1650	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23741	1084	268	1050	397	421	1236	1104	1063	1122	1263	1088	1304	1153	1236	1080	1200	988	1203	1179	459	675	1155	1020	993					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	653	28	6	27	17	13	24	35	40	39	34	32	45	30	21	17	37	22	46	23	8	10	33	32	34					
6	Число погашенных избирательных бюллетеней	10605	688	326	623	486	266	640	461	397	539	403	480	451	317	392	503	413	590	301	398	333	365	462	598	173					
7	Число избирательных бюллетеней в переносных ящиках для голосования	653	28	6	27	17	13	24	35	40	39	34	32	45	30	21	17	37	22	46	23	8	10	33	32	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23722	1084	268	1049	397	421	1236	1103	1063	1120	1263	1088	1304	1153	1236	1080	1200	987	1200	1171	458	675	1153	1020	993					
9	Число недействительных избирательных бюллетеней	420	16	9	21	9	5	19	12	19	20	24	30	29	26	14	19	23	9	24	19	5	9	26	12	21					
10	Число действительных избирательных бюллетеней	23955	1096	265	1055	405	429	1241	1126	1084	1139	1273	1090	1320	1157	1243	1078	1214	1000	1222	1175	461	676	1160	1040	1006					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	935	65	20	40	20	15	40	40	55	50	40	40	35	40	35	35	55	50	50	60	25	25	40	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	535	25	5	29	13	10	33	27	25	28	24	14	22	21	34	14	26	32	31	26	16	13	13	29	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	514	23	2	8	5	88	9	13	23	5	15	18	18	22	7	14	11	22	6	11	9	10	14	9	152					
14	Число погашенных неиспользованных открепительных удостоверений	400	40	15	11	7	5	7	13	30	22	16	26	13	19	1	21	29	18	19	34	9	12	27	1	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	1	0	0	0	0	0	0	0	1	2	0	1	1	2	1	1	0	0	0	1	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5402	227	42	231	71	76	299	255	277	281	312	224	287	296	275	236	302	236	312	299	84	102	255	214	209					
		22.16%	20.41%	15.33%	21.47%	17.15%	17.51%	23.73%	22.41%	25.11%	24.25%	24.06%	20.00%	21.28%	25.02%	21.88%	21.51%	24.41%	23.39%	25.04%	25.04%	18.03%	14.89%	21.50%	20.34%	20.35%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4042	195	56	180	94	80	227	213	149	188	200	194	218	164	209	156	198	201	159	168	75	134	216	187	181					
		16.58%	17.54%	20.44%	16.73%	22.71%	18.43%	18.02%	18.72%	13.51%	16.22%	15.42%	17.32%	16.16%	13.86%	16.63%	14.22%	16.01%	19.92%	12.76%	14.07%	16.09%	19.56%	18.21%	17.78%	17.62%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	183	4	4	11	6	1	13	3	3	10	7	13	9	14	6	7	12	7	8	4	6	4	13	11	7					
		0.75%	0.36%	1.46%	1.02%	1.45%	0.23%	1.03%	0.26%	0.27%	0.86%	0.54%	1.16%	0.67%	1.18%	0.48%	0.64%	0.97%	0.69%	0.64%	0.34%	1.29%	0.58%	1.10%	1.05%	0.68%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6509	297	88	295	79	116	355	291	335	305	362	246	413	332	365	286	291	204	362	346	122	145	318	253	303					
		26.70%	26.71%	32.12%	27.42%	19.08%	26.73%	28.17%	25.57%	30.37%	26.32%	27.91%	21.96%	30.62%	28.06%	29.04%	26.07%	23.52%	20.22%	29.05%	28.98%	26.18%	21.17%	26.81%	24.05%	29.50%					
