Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Дрожжановская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382					
1	"Число избирателей, внесенных в списки избирателей"	19227	399	254	620	575	94	643	349	524	564	322	775	323	615	285	557	866	170	216	226	352	784	106	302	1018	1338	788	250	619	114	359	468	288	456	103	221	1358	740	1186					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18936	385	255	595	575	94	620	350	520	560	320	765	324	620	275	555	850	170	215	225	350	760	105	295	992	1291	765	250	620	115	355	460	280	435	100	220	1350	740	1180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18238	385	245	587	566	94	605	334	511	538	312	750	312	593	267	536	843	170	215	225	350	751	105	290	952	1119	709	236	592	109	343	419	257	427	100	213	1330	697	1151					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	540	0	9	4	9	0	15	5	9	22	8	15	11	17	8	19	7	0	0	0	0	8	0	5	40	72	56	9	14	5	12	41	23	8	0	7	15	38	29					
6	Число погашенных избирательных бюллетеней	158	0	1	4	0	0	0	11	0	0	0	0	1	10	0	0	0	0	0	0	0	1	0	0	0	100	0	5	14	1	0	0	0	0	0	0	5	5	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	540	0	9	4	9	0	15	5	9	22	8	15	11	17	8	19	7	0	0	0	0	8	0	5	40	72	56	9	14	5	12	41	23	8	0	7	15	38	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18237	385	245	587	566	94	605	334	511	538	312	750	312	593	267	536	843	170	215	225	350	751	105	290	952	1118	709	236	592	109	343	419	257	427	100	213	1330	697	1151					
9	Число недействительных избирательных бюллетеней	90	0	2	4	3	0	0	5	2	12	0	0	3	0	13	0	3	0	0	0	3	0	0	2	12	9	9	0	0	0	0	0	2	2	3	0	1	0	0					
10	Число действительных избирательных бюллетеней	18687	385	252	587	572	94	620	334	518	548	320	765	320	610	262	555	847	170	215	225	347	759	105	293	980	1181	756	245	606	114	355	460	278	433	97	220	1344	735	1180					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	350	5	3	10	10	3	10	5	5	5	5	10	5	10	5	5	10	3	3	4	5	10	3	5	49	45	21	5	10	3	5	5	5	5	3	5	10	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	199	1	0	10	2	3	0	0	1	5	0	0	0	10	2	5	2	0	3	4	0	3	0	5	38	25	9	5	10	0	5	1	1	0	0	5	4	20	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	37	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	3	13	3	0	0	0	0	1	1	1	1	0	3	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	151	4	3	0	8	0	10	5	4	0	5	10	5	0	3	0	8	3	0	0	5	7	3	0	11	20	12	0	0	3	0	4	4	5	3	0	6	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
