Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Дрожжановская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380					
1	"Число избирателей, внесенных в список избирателей"	19544	786	1132	393	242	619	591	95	641	343	514	556	284	757	332	624	301	551	853	151	215	238	318	762	105	319	1053	1579	892	247	656	94	424	482	270	480	114	243	1288					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19867	807	1151	398	245	630	597	96	648	351	518	563	288	762	334	643	303	553	861	151	221	239	325	777	111	328	1090	1600	898	254	663	97	429	491	278	494	119	245	1309					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18547	730	1092	381	230	568	579	95	589	319	504	535	280	739	317	607	287	538	827	151	209	234	318	730	102	305	995	1358	819	236	629	83	407	438	257	463	104	225	1267					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	597	52	33	0	12	20	9	0	26	20	8	18	3	11	12	13	6	11	15	0	6	0	0	7	0	5	37	94	47	8	13	10	13	35	9	10	8	17	9					
6	Число погашенных избирательных бюллетеней	723	25	26	17	3	42	9	1	33	12	6	10	5	12	5	23	10	4	19	0	6	5	7	40	9	18	58	148	32	10	21	4	9	18	12	21	7	3	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	597	52	33	0	12	20	9	0	26	20	8	18	3	11	12	13	6	11	15	0	6	0	0	7	0	5	37	94	47	8	13	10	13	35	9	10	8	17	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18545	730	1092	381	230	568	579	95	589	319	504	535	280	739	317	607	287	538	827	151	209	234	318	730	102	305	995	1356	819	236	629	83	407	438	257	463	104	225	1267					
9	Число недействительных избирательных бюллетеней	89	9	1	1	12	0	0	0	0	12	0	1	6	0	0	0	1	2	2	0	0	0	0	4	0	0	10	5	3	7	1	0	0	0	0	7	3	0	2					
10	Число действительных избирательных бюллетеней	19053	773	1124	380	230	588	588	95	615	327	512	552	277	750	329	620	292	547	840	151	215	234	318	733	102	310	1022	1445	863	237	641	93	420	473	266	466	109	242	1274					
