Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Тамалинская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602					
1	"Число избирателей, внесенных в списки"	15201	1968	2002	2148	690	585	325	434	868	282	439	425	425	450	466	445	409	442	433	766	563	636					
2	"Число бюллетеней, полученных участковыми комиссиями"	15107	1930	1960	2124	691	586	329	423	862	286	441	428	426	457	468	437	402	446	435	768	573	635					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8530	987	1005	1225	424	224	223	240	527	189	321	273	262	234	240	268	226	307	242	513	344	256					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2437	136	183	135	45	201	46	86	182	68	67	65	126	112	169	115	118	87	103	106	123	164					
6	Число погашенных бюллетеней	4140	807	772	764	222	161	60	97	153	29	53	90	38	111	59	54	58	52	90	149	106	215					
7	Число бюллетеней в переносных ящиках для голосования	2437	136	183	135	45	201	46	86	182	68	67	65	126	112	169	115	118	87	103	106	123	164					
8	Число бюллетеней в стационарных ящиках для голосования	8528	987	1003	1225	424	224	223	240	527	189	321	273	262	234	240	268	226	307	242	513	344	256					
9	Число недействительных бюллетеней	111	4	3	11	12	5	6	4	0	1	8	1	3	7	1	8	8	0	4	3	14	8					
10	Число действительных бюллетеней	10854	1119	1183	1349	457	420	263	322	709	256	380	337	385	339	408	375	336	394	341	616	453	412					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	199	30	29	32	9	6	6	6	6	6	6	6	6	6	6	6	3	6	6	6	6	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	49	9	9	5	9	0	0	2	0	3	1	1	0	2	0	0	0	3	1	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	14	3	1	0	0	1	0	0	2	0	1	0	0	3	0	1	1	0	0	0	0	1					
14	Число погашенных открепительных удостоверений	150	21	20	27	0	6	6	4	6	3	5	5	6	4	6	6	3	3	5	6	4	4					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	178	13	16	23	13	6	10	2	6	5	4	4	5	3	4	9	9	6	9	13	8	10					
		1.62%	1.15%	1.34%	1.69%	2.77%	1.41%	3.71%	0.61%	0.84%	1.94%	1.03%	1.18%	1.28%	0.86%	0.97%	2.34%	2.61%	1.52%	2.60%	2.10%	1.71%	2.38%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	50	5	13	5	1	1	0	0	6	1	3	3	2	1	1	0	2	0	0	4	0	2					
		0.45%	0.44%	1.09%	0.36%	0.21%	0.23%	0.0%	0.0%	0.84%	0.38%	0.77%	0.88%	0.51%	0.28%	0.24%	0.0%	0.58%	0.0%	0.0%	0.64%	0.0%	0.47%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	164	18	18	26	10	8	1	3	4	2	7	8	2	1	12	11	7	1	1	10	5	9					
		1.49%	1.60%	1.51%	1.91%	2.13%	1.88%	0.37%	0.92%	0.56%	0.77%	1.80%	2.36%	0.51%	0.28%	2.93%	2.87%	2.03%	0.25%	0.28%	1.61%	1.07%	2.14%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	64	12	13	1	6	4	1	0	2	0	1	1	0	1	2	7	6	4	0	1	2	0					
		0.58%	1.06%	1.09%	0.07%	1.27%	0.94%	0.37%	0.0%	0.28%	0.0%	0.25%	0.29%	0.0%	0.28%	0.48%	1.82%	1.74%	1.01%	0.0%	0.16%	0.42%	0.0%					
22	"5. ""За Русь Святую"""	54	3	9	1	0	6	2	0	3	1	5	1	1	2	5	5	0	0	1	5	1	3					
		0.49%	0.26%	0.75%	0.07%	0.0%	1.41%	0.74%	0.0%	0.42%	0.38%	1.28%	0.29%	0.25%	0.57%	1.22%	1.30%	0.0%	0.0%	0.28%	0.80%	0.21%	0.71%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	1	4	1	3	1	1	2	2	0	1	1	1	1	2	0	1	0	0	2	0	0					
		0.21%	0.08%	0.33%	0.07%	0.63%	0.23%	0.37%	0.61%	0.28%	0.0%	0.25%	0.29%	0.25%	0.28%	0.48%	0.0%	0.29%	0.0%	0.0%	0.32%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	31	2	7	5	3	1	2	0	2	1	0	0	0	2	0	2	0	0	1	1	0	2					
		0.28%	0.17%	0.59%	0.36%	0.63%	0.23%	0.74%	0.0%	0.28%	0.38%	0.0%	0.0%	0.0%	0.57%	0.0%	0.52%	0.0%	0.0%	0.28%	0.16%	0.0%	0.47%					
25	"8. ""Народно-республиканская партия России"""	14	1	1	3	1	0	0	0	0	0	0	1	2	0	0	1	0	1	0	2	0	1					
		0.12%	0.08%	0.08%	0.22%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.51%	0.0%	0.0%	0.26%	0.0%	0.25%	0.0%	0.32%	0.0%	0.23%					
26	"9. ""Российская экологическая партия ""Зеленые"""	11	1	1	0	1	0	0	0	0	0	2	2	0	1	1	0	0	1	0	1	0	0					
		0.10%	0.08%	0.08%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.59%	0.0%	0.28%	0.24%	0.0%	0.0%	0.25%	0.0%	0.16%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	491	30	38	42	17	41	4	19	21	13	28	32	15	17	22	21	32	7	7	25	16	44					
		4.47%	2.67%	3.20%	3.08%	3.62%	9.64%	1.48%	5.82%	2.96%	5.05%	7.21%	9.46%	3.86%	4.91%	5.37%	5.48%	9.30%	1.77%	2.02%	4.03%	3.42%	10.47%					
28	"11. ""Истинные патриоты России"""	6	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1					
		0.05%	0.17%	0.0%	0.07%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	69	15	10	8	0	2	1	3	5	1	1	6	1	1	5	3	1	0	2	2	0	2					
		0.62%	1.33%	0.84%	0.58%	0.0%	0.47%	0.37%	0.92%	0.70%	0.38%	0.25%	1.77%	0.25%	0.28%	1.22%	0.78%	0.29%	0.0%	0.57%	0.32%	0.0%	0.47%					
30	"13. ""Демократическая партия России"""	22	0	1	1	1	2	2	0	0	0	3	0	2	2	0	1	2	0	0	3	0	2					
		0.20%	0.0%	0.08%	0.07%	0.21%	0.47%	0.74%	0.0%	0.0%	0.0%	0.77%	0.0%	0.51%	0.57%	0.0%	0.26%	0.58%	0.0%	0.0%	0.48%	0.0%	0.47%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	3	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0					
		0.08%	0.26%	0.08%	0.07%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	11	1	3	0	0	0	1	0	2	0	0	0	1	0	0	2	1	0	0	0	0	0					
		0.10%	0.08%	0.25%	0.0%	0.0%	0.0%	0.37%	0.0%	0.28%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.52%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	298	32	48	33	15	17	6	4	12	3	10	11	3	4	9	11	13	3	1	31	14	18					
		2.71%	2.84%	4.04%	2.42%	3.19%	4.0%	2.23%	1.22%	1.69%	1.16%	2.57%	3.25%	0.77%	1.15%	2.20%	2.87%	3.77%	0.76%	0.28%	5.00%	2.99%	4.28%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	31	0	5	4	1	2	0	3	0	0	0	1	1	3	1	1	2	1	0	0	3	3					
		0.28%	0.0%	0.42%	0.29%	0.21%	0.47%	0.0%	0.92%	0.0%	0.0%	0.0%	0.29%	0.25%	0.86%	0.24%	0.26%	0.58%	0.25%	0.0%	0.0%	0.64%	0.71%					
35	"18. ""ЛДПР"""	974	123	102	127	47	27	26	26	37	29	59	45	25	30	18	34	38	24	10	82	33	32					
		8.88%	10.95%	8.60%	9.33%	10.02%	6.35%	9.66%	7.97%	5.21%	11.28%	15.20%	13.31%	6.44%	8.67%	4.40%	8.87%	11.04%	6.09%	2.89%	13.24%	7.06%	7.61%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	191	28	43	27	4	9	4	1	9	6	4	3	3	2	5	5	7	1	5	13	8	4					
		1.74%	2.49%	3.62%	1.98%	0.85%	2.11%	1.48%	0.30%	1.26%	2.33%	1.03%	0.88%	0.77%	0.57%	1.22%	1.30%	2.03%	0.25%	1.44%	2.10%	1.71%	0.95%					
37	"20. ""Политическая партия ""Единая Россия"""	6913	668	698	904	262	253	182	234	550	166	178	166	292	227	290	202	170	315	280	348	307	221					
		63.04%	59.48%	58.85%	66.47%	55.86%	59.52%	67.65%	71.77%	77.57%	64.59%	45.87%	49.11%	75.25%	65.60%	70.90%	52.74%	49.41%	79.94%	81.15%	56.21%	65.73%	52.61%					
38	"21. ""Российская Конституционно-демократическая партия"""	22	0	0	3	0	2	1	1	1	0	1	1	2	1	1	2	0	0	0	3	1	2					
		0.20%	0.0%	0.0%	0.22%	0.0%	0.47%	0.37%	0.30%	0.14%	0.0%	0.25%	0.29%	0.51%	0.28%	0.24%	0.52%	0.0%	0.0%	0.0%	0.48%	0.21%	0.47%					
39	"22. ""Развитие предпринимательства"""	11	1	1	1	1	0	0	0	0	0	1	0	0	1	0	2	1	2	0	0	0	0					
		0.10%	0.08%	0.08%	0.07%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.28%	0.0%	0.52%	0.29%	0.50%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	985	126	126	109	55	32	15	18	38	18	59	44	25	35	25	41	32	22	17	47	50	51					
		8.98%	11.21%	10.62%	8.01%	11.72%	7.52%	5.57%	5.52%	5.35%	7.00%	15.20%	13.01%	6.44%	10.11%	6.11%	10.70%	9.30%	5.58%	4.92%	7.59%	10.70%	12.14%					
																												
41	Против всех	231	34	25	23	16	5	4	6	8	10	11	7	2	4	5	14	12	6	7	22	5	5					
		2.10%	3.02%	2.10%	1.69%	3.41%	1.17%	1.48%	1.84%	1.12%	3.89%	2.83%	2.07%	0.51%	1.15%	1.22%	3.65%	3.48%	1.52%	2.02%	3.55%	1.07%	1.19%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
