Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Сернурская районная																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524					
1	"Число избирателей, внесенных в список избирателей"	18279	1126	1057	1562	1597	1909	573	235	545	303	510	221	390	588	1012	528	267	446	243	492	536	351	190	191	766	187	348	235	623	319	452	276	201					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19420	1170	1010	1600	1670	1920	630	260	570	310	550	280	410	670	1070	560	290	470	260	530	600	410	240	210	870	220	380	240	660	340	510	300	210					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12193	825	603	1186	1096	1519	340	169	354	262	189	150	247	325	657	420	214	219	197	249	322	172	94	147	540	117	250	148	450	221	255	103	153					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2784	128	162	117	107	52	98	38	85	20	200	38	83	60	171	70	29	150	35	105	178	145	43	21	102	38	27	60	147	65	83	90	37					
6	Число погашенных избирательных бюллетеней	4443	217	245	297	467	349	192	53	131	28	161	92	80	285	242	70	47	101	28	176	100	93	103	42	228	65	103	32	63	54	172	107	20					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2784	128	162	117	107	52	98	38	85	20	200	38	83	60	171	70	29	150	35	105	178	145	43	21	102	38	27	60	147	65	83	90	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12191	825	601	1186	1096	1519	340	169	354	262	189	150	247	325	657	420	214	219	197	249	322	172	94	147	540	117	250	148	450	221	255	103	153					
9	Число недействительных избирательных бюллетеней	44	2	13	0	0	4	1	0	0	0	5	0	0	4	1	0	0	0	0	0	0	0	2	0	3	1	1	0	2	3	0	0	2					
10	Число действительных избирательных бюллетеней	14931	951	750	1303	1203	1567	437	207	439	282	384	188	330	381	827	490	243	369	232	354	500	317	135	168	639	154	276	208	595	283	338	193	188					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1471	53	100	100	100	100	52	28	35	20	35	25	20	80	65	50	35	25	15	30	73	55	50	35	55	15	25	15	40	22	60	30	28					
