Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Сернурская районная																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538					
1	"Число избирателей, внесенных в списки избирателей"	17173	1098	1456	753	1210	1769	598	388	159	231	483	298	445	214	389	549	970	447	249	264	147	246	340	166	617	184	217	327	500	214	276	183	433	181	140	198	469	165	200					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17490	1100	1400	800	1200	1900	600	400	170	250	500	280	480	230	380	600	1000	470	250	250	150	220	340	130	720	200	200	320	500	230	300	180	420	170	120	190	470	160	210					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12620	870	1062	511	966	1371	453	300	132	168	374	249	225	160	267	316	727	355	207	155	107	177	250	99	542	126	165	265	346	172	160	158	258	146	88	162	245	119	167					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2335	102	90	131	62	53	47	70	19	47	62	26	188	44	89	109	115	32	20	63	25	28	61	26	75	42	35	47	110	39	93	17	133	24	32	26	98	35	20					
6	Число погашенных избирательных бюллетеней	2535	128	248	158	172	476	100	30	19	35	64	5	67	26	24	175	158	83	23	32	18	15	29	5	103	32	0	8	44	19	47	5	29	0	0	2	127	6	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2335	102	90	131	62	53	47	70	19	47	62	26	188	44	89	109	115	32	20	63	25	28	61	26	75	42	35	47	110	39	93	17	133	24	32	26	98	35	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12620	870	1062	511	966	1371	453	300	132	168	374	249	225	160	267	316	727	355	207	155	107	177	250	99	542	126	165	265	346	172	160	158	258	146	88	162	245	119	167					
9	Число недействительных избирательных бюллетеней	109	3	10	3	2	8	4	0	0	7	8	0	18	2	0	1	8	0	0	3	0	0	0	0	3	2	6	0	3	6	1	0	3	1	0	0	4	0	3					
10	Число действительных избирательных бюллетеней	14846	969	1142	639	1026	1416	496	370	151	208	428	275	395	202	356	424	834	387	227	215	132	205	311	125	614	166	194	312	453	205	252	175	388	169	120	188	339	154	184					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1384	48	58	32	50	49	30	25	10	10	30	15	52	20	20	45	65	70	30	25	30	20	36	31	93	25	20	40	60	28	50	40	35	20	24	20	54	35	39					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1363	48	58	32	50	49	30	25	10	10	30	15	52	20	20	45	65	70	30	25	30	20	36	24	93	25	20	35	60	28	50	37	35	17	24	20	54	32	39					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	312	35	32	6	24	29	10	2	2	1	7	1	4	4	6	5	16	8	2	1	2	6	6	4	3	8	4	7	5	1	7	13	8	3	3	0	7	8	22					
14	Число погашенных неиспользованных открепительных удостоверений	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	5	0	0	0	3	0	3	0	0	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	1	3	1	1	2	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
