Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Партизанская городская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789					
1	"Число избирателей, внесенных в списки избирателей"	41935	835	1377	1073	668	877	866	1102	966	1798	1218	2065	993	1479	1231	921	1614	1514	1565	1067	1678	1415	1340	924	1369	1854	328	219	1615	1250	726	876	115	1324	924	1198	175	87	178	90	274	663	84					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41056	801	1388	1101	677	837	868	1089	968	1790	1205	2013	1100	1500	1218	883	1651	1511	1541	1071	1670	1416	1321	893	1313	1570	314	209	1229	1224	708	720	109	1300	950	1207	170	79	194	80	243	625	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19735	421	783	541	324	422	354	437	548	849	641	898	510	570	533	417	838	776	840	412	562	698	591	391	605	1035	111	125	725	557	313	433	73	718	354	560	124	65	120	51	129	281	0					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1409	7	30	24	36	23	27	65	24	42	35	66	44	42	5	54	28	41	29	46	41	20	41	23	32	60	18	40	49	37	24	50	0	39	40	52	7	14	14	12	21	23	84					
6	Число погашенных избирательных бюллетеней	19912	373	575	536	317	392	487	587	396	899	529	1049	546	888	680	412	785	694	672	613	1067	698	689	479	676	475	185	44	455	630	371	237	36	543	556	595	39	0	60	17	93	321	216					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1408	7	30	24	36	23	27	65	24	42	35	66	44	42	5	54	28	41	29	46	41	20	41	23	32	60	18	40	49	37	24	49	0	39	40	52	7	14	14	12	21	23	84					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19732	421	783	541	324	420	354	437	548	849	641	898	510	570	533	417	838	776	840	412	562	698	591	391	605	1035	111	125	725	557	313	432	73	718	354	560	124	65	120	51	129	281	0					
9	Число недействительных избирательных бюллетеней	274	9	8	12	8	8	9	4	4	9	5	8	0	6	10	4	12	17	15	12	6	19	4	2	8	10	2	0	15	7	8	4	2	4	4	7	0	0	5	0	3	3	1					
10	Число действительных избирательных бюллетеней	20866	419	805	553	352	435	372	498	568	882	671	956	554	606	528	467	854	800	854	446	597	699	628	412	629	1085	127	165	759	587	329	477	71	753	390	605	131	79	129	63	147	301	83					
