Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Шарыповская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №2286									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	32765	1621	1474	2007	1989	2034	1950	1977	1466	2083	1714	2113	939	1428	1040	1665	689	1010	2191	2905	470									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31340	1500	1400	1900	1900	2000	1900	1900	1400	2000	1600	2100	900	1300	900	1600	690	1000	2100	2800	450									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12254	651	553	720	717	795	753	761	576	914	593	822	358	509	335	590	276	399	727	1085	120									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	540	38	6	73	13	13	11	3	18	12	8	17	8	10	51	6	7	33	49	25	139									
6	Число погашенных избирательных бюллетеней	18546	811	841	1107	1170	1192	1136	1136	806	1074	999	1261	534	781	514	1004	407	568	1324	1690	191									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	540	38	6	73	13	13	11	3	18	12	8	17	8	10	51	6	7	33	49	25	139									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12239	647	553	717	717	793	753	761	576	911	591	821	358	509	335	590	276	399	727	1085	120									
9	Число недействительных избирательных бюллетеней	282	19	13	14	22	22	15	14	9	19	19	16	13	10	12	13	4	8	18	19	3									
10	Число действительных избирательных бюллетеней	12497	666	546	776	708	784	749	750	585	904	580	822	353	509	374	583	279	424	758	1091	256									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	500	30	30	30	30	30	30	30	30	30	30	30	10	20	10	30	10	20	30	30	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	307	13	13	20	23	28	18	13	12	26	21	16	7	20	8	23	5	5	13	23	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	111	8	2	9	11	7	6	2	5	7	4	6	8	5	9	3	2	3	3	7	4									
14	Число погашенных неиспользованных открепительных удостоверений	193	17	17	10	7	2	12	17	18	4	9	14	3	0	2	7	5	15	17	7	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	60	4	1	3	4	6	2	7	3	3	2	4	3	2	1	5	0	1	3	6	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	215	16	3	12	15	16	8	14	12	14	11	18	5	10	4	9	7	9	8	19	5									
