Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Ардатовская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33					
1	"Число избирателей, внесенных в список избирателей"	21975	1137	1223	963	1684	575	1663	637	249	300	1404	1248	1644	128	90	404	146	573	767	440	290	628	495	314	459	1050	477	300	552	329	856	271	366	313					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22833	1170	1255	1000	1660	590	1720	668	270	314	1430	1250	1690	135	95	460	170	613	770	460	305	680	535	337	445	1170	438	325	585	355	900	280	405	353					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14214	855	979	694	1203	449	1286	470	151	218	774	679	1132	52	51	197	100	283	544	202	197	406	193	195	308	697	285	191	277	167	406	209	230	134					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2457	90	54	71	169	25	83	56	32	42	118	74	135	24	14	130	22	82	88	80	30	87	158	36	31	75	66	39	142	97	177	20	45	65					
6	Число погашенных избирательных бюллетеней	6162	225	222	235	288	116	351	142	87	54	538	497	423	59	30	133	48	248	138	178	78	187	184	106	106	398	87	95	166	91	317	51	130	154					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2457	90	54	71	169	25	83	56	32	42	118	74	135	24	14	130	22	82	88	80	30	87	158	36	31	75	66	39	142	97	177	20	45	65					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14210	855	979	694	1199	449	1286	470	151	218	774	679	1132	52	51	197	100	283	544	202	197	406	193	195	308	697	285	191	277	167	406	209	230	134					
9	Число недействительных избирательных бюллетеней	307	8	9	5	10	1	9	4	1	3	10	7	19	0	0	1	0	17	28	3	7	6	5	3	3	6	21	6	8	21	28	51	5	2					
10	Число действительных избирательных бюллетеней	16360	937	1024	760	1358	473	1360	522	182	257	882	746	1248	76	65	326	122	348	604	279	220	487	346	228	336	766	330	224	411	243	555	178	270	197					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	831	35	30	30	51	40	60	25	5	13	45	37	26	3	0	54	20	20	20	20	10	35	40	20	15	45	20	20	20	10	25	7	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	806	35	29	30	45	34	60	25	5	13	45	37	26	2	0	54	20	20	20	20	7	35	40	20	15	45	18	20	20	9	25	7	15	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	444	36	22	14	41	28	37	35	1	0	42	36	22	5	0	7	2	4	22	0	3	5	10	1	33	19	3	1	3	3	4	1	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	25	0	1	0	6	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	24	8	3	11	5	10	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1094	81	47	33	97	27	87	33	25	11	106	27	120	8	4	24	3	15	42	17	16	31	10	4	5	67	15	11	42	16	29	10	13	18					
		6.56%	8.57%	4.55%	4.31%	7.09%	5.70%	6.36%	6.27%	13.66%	4.23%	11.88%	3.59%	9.47%	10.53%	6.15%	7.34%	2.46%	4.11%	6.65%	6.03%	7.05%	6.29%	2.85%	1.73%	1.47%	8.68%	4.27%	4.78%	10.02%	6.06%	4.97%	4.37%	4.73%	9.05%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1143	82	69	44	99	21	86	43	10	13	62	31	147	10	10	2	5	24	59	24	21	38	12	6	17	36	13	12	46	15	39	13	21	13					
		6.86%	8.68%	6.68%	5.75%	7.24%	4.43%	6.28%	8.17%	5.46%	5.00%	6.95%	4.12%	11.60%	13.16%	15.38%	0.61%	4.10%	6.58%	9.34%	8.51%	9.25%	7.71%	3.42%	2.60%	5.01%	4.66%	3.70%	5.22%	10.98%	5.68%	6.69%	5.68%	7.64%	6.53%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	92	5	12	5	3	2	9	3	2	1	5	7	4	0	1	2	2	2	6	2	1	3	1	1	0	4	1	0	0	0	6	0	1	1					
		0.55%	0.53%	1.16%	0.65%	0.22%	0.42%	0.66%	0.57%	1.09%	0.38%	0.56%	0.93%	0.32%	0.00%	1.54%	0.61%	1.64%	0.55%	0.95%	0.71%	0.44%	0.61%	0.28%	0.43%	0.00%	0.52%	0.28%	0.00%	0.00%	0.00%	1.03%	0.00%	0.36%	0.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4688	309	324	234	446	138	507	171	33	64	246	216	279	9	5	84	37	93	165	95	47	131	54	80	110	205	66	66	116	67	123	33	69	66					
		28.13%	32.70%	31.36%	30.59%	32.60%	29.11%	37.03%	32.51%	18.03%	24.62%	27.58%	28.69%	22.02%	11.84%	7.69%	25.69%	30.33%	25.48%	26.11%	33.69%	20.70%	26.57%	15.38%	34.63%	32.45%	26.55%	18.80%	28.70%	27.68%	25.38%	21.10%	14.41%	25.09%	33.17%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	137	19	6	3	14	4	12	1	1	1	11	7	12	1	0	3	4	1	2	1	4	3	0	1	3	7	2	0	2	2	6	0	1	3					
		0.82%	2.01%	0.58%	0.39%	1.02%	0.84%	0.88%	0.19%	0.55%	0.38%	1.23%	0.93%	0.95%	1.32%	0.00%	0.92%	3.28%	0.27%	0.32%	0.35%	1.76%	0.61%	0.00%	0.43%	0.88%	0.91%	0.57%	0.00%	0.48%	0.76%	1.03%	0.00%	0.36%	1.51%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9168	439	563	439	693	281	657	271	110	167	449	458	683	48	45	209	71	211	329	140	130	280	266	136	201	447	232	135	204	142	350	122	164	96					
		55.01%	46.46%	54.50%	57.39%	50.66%	59.28%	47.99%	51.52%	60.11%	64.23%	50.34%	60.82%	53.91%	63.16%	69.23%	63.91%	58.20%	57.81%	52.06%	49.65%	57.27%	56.80%	75.78%	58.87%	59.29%	57.90%	66.10%	58.70%	48.69%	53.79%	60.03%	53.28%	59.64%	48.24%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	38	2	3	2	6	0	2	0	1	0	3	0	3	0	0	2	0	2	1	0	1	1	3	0	0	0	1	0	1	1	2	0	1	0					
