Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    район Южное Тушино																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №2892	УИК №2893	УИК №2894	УИК №2895	УИК №2896	УИК №2897	УИК №2898	УИК №2899	УИК №2900	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №3211	УИК №3212					
1	"Число избирателей, внесенных в список"	63695	2843	2239	2531	2692	2491	2316	2543	2473	2351	2164	2458	1450	1170	1811	2208	1753	2818	2676	2330	2389	3071	2534	2111	2730	2966	2083	2332	89	73					
2	Число полученных избирательных бюллетеней	63900	2800	2200	2600	2700	2500	2400	2600	2500	2400	2200	2400	1400	1100	1800	2300	1700	2800	2700	2300	2400	3000	2700	2200	2700	2900	2100	2300	100	100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	35485	1595	1176	1614	1603	1521	1316	1413	1428	1245	1107	1231	719	662	1016	1232	962	1612	1583	1255	1285	1728	1300	1156	1499	1614	1159	1292	89	73					
5	"Число избирательных бюллетеней, выданных вне помещения"	874	37	46	49	18	30	30	53	33	39	35	34	24	23	30	9	29	22	56	45	62	52	32	11	19	44	9	3	0	0					
6	Число погашенных избирательных бюллетеней	27541	1168	978	937	1079	949	1054	1134	1039	1116	1058	1135	657	415	754	1059	709	1166	1061	1000	1053	1220	1368	1033	1182	1242	932	1005	11	27					
7	Число избирательных бюллетеней в переносных ящиках	874	37	46	49	18	30	30	53	33	39	35	34	24	23	30	9	29	22	56	45	62	52	32	11	19	44	9	3	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	35302	1588	1175	1560	1603	1491	1316	1413	1428	1243	1107	1231	719	639	1016	1232	933	1612	1581	1255	1285	1724	1290	1155	1499	1594	1159	1292	89	73					
9	Число недействительных избирательных бюллетеней	873	13	4	138	16	20	61	0	7	7	8	11	4	10	6	11	17	9	109	9	4	155	35	8	107	90	6	6	2	0					
10	Число действительных избирательных бюллетеней	35303	1612	1217	1471	1605	1501	1285	1466	1454	1275	1134	1254	739	652	1040	1230	945	1625	1528	1291	1343	1621	1287	1158	1411	1548	1162	1289	87	73					
11	Число полученных открепительных  удостоверений	1800	80	60	70	80	70	70	70	70	70	60	70	40	30	50	65	50	80	75	65	70	85	75	60	80	80	60	65	0	0					
12	Число выданных открепительных удостоверений	702	35	19	48	31	44	34	31	30	27	20	16	16	9	18	23	18	27	21	28	27	26	28	20	32	34	16	24	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	516	34	13	21	16	26	14	28	2	25	1	20	7	15	10	10	20	8	20	11	26	19	21	14	19	45	19	17	10	25					
14	Число неиспользованных открепительных удостоверений	1098	45	41	22	49	26	36	39	40	43	40	54	24	21	32	42	32	53	54	37	43	59	47	40	48	46	44	41	0	0					
