Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Александровская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175					
1	"Число избирателей, внесенных в список избирателей"	14618	691	625	403	387	124	87	497	129	569	137	58	86	250	552	97	268	157	249	66	291	118	107	44	117	684	544	89	97	217	1015	264	126	385	511	292	230	63	492	397	70	265	220	242	94	1322	890					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14680	690	630	400	390	120	90	490	130	580	140	60	90	250	550	90	270	160	260	70	290	120	110	50	120	690	550	90	90	220	1030	270	130	380	490	290	230	70	490	400	70	270	225	245	100	1300	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7910	397	383	190	195	71	56	329	74	255	79	32	51	135	284	58	143	74	138	50	143	79	74	30	49	312	230	31	40	125	457	155	84	250	269	174	114	40	272	208	50	157	139	105	58	816	455					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	634	11	14	42	21	13	0	35	0	26	13	0	0	11	27	0	29	18	16	0	44	0	0	0	13	11	12	6	5	0	56	25	7	10	41	9	0	0	21	26	1	16	13	9	6	13	14					
6	Число погашенных избирательных бюллетеней	6136	282	233	168	174	36	34	126	56	299	48	28	39	104	239	32	98	68	106	20	103	41	36	20	58	367	308	53	45	95	517	90	39	120	180	107	116	30	197	166	19	97	73	131	36	471	431					
7	Число избирательных бюллетеней в переносных ящиках для голосования	634	11	14	42	21	13	0	35	0	26	13	0	0	11	27	0	29	18	16	0	44	0	0	0	13	11	12	6	5	0	56	25	7	10	41	9	0	0	21	26	1	16	13	9	6	13	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7910	397	383	190	195	71	56	329	74	255	79	32	51	135	284	58	143	74	138	50	143	79	74	30	49	312	230	31	40	125	457	155	84	250	269	174	114	40	272	208	50	157	139	105	58	816	455					
9	Число недействительных избирательных бюллетеней	87	5	3	2	3	1	1	1	2	2	1	0	0	0	2	2	6	4	0	1	3	0	1	0	0	2	1	2	0	3	7	2	0	0	2	1	0	0	1	7	0	5	1	1	0	8	4					
10	Число действительных избирательных бюллетеней	8457	403	394	230	213	83	55	363	72	279	91	32	51	146	309	56	166	88	154	49	184	79	73	30	62	321	241	35	45	122	506	178	91	260	308	182	114	40	292	227	51	168	151	113	64	821	465					
