Выборы Президента Российской Федерации																								
																								
Наименование Избирательной комиссии:    Каракулинская																								
																								
Итоги голосования 																								
																								
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017					
1	"Число избирателей, внесенных в список"	10096	813	372	187	647	655	455	448	740	1039	1037	1031	279	356	529	359	577	572					
2	Число полученных избирательных бюллетеней	9060	740	340	170	580	550	410	380	670	920	930	920	280	320	480	330	530	510					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6840	497	164	142	497	477	351	303	498	656	727	737	235	173	350	232	372	429					
5	"Число избирательных бюллетеней, выданных вне помещения"	925	97	153	13	24	37	33	69	49	34	21	18	19	93	46	34	132	53					
6	Число погашенных избирательных бюллетеней	1295	146	23	15	59	36	26	8	123	230	182	165	26	54	84	64	26	28					
7	Число избирательных бюллетеней в переносных ящиках	925	97	153	13	24	37	33	69	49	34	21	18	19	93	46	34	132	53					
8	Число бюллетеней в стационарных ящиках для голосования	6840	497	164	142	497	477	351	303	498	656	727	737	235	173	350	232	372	429					
9	Число недействительных избирательных бюллетеней	105	7	5	3	5	0	5	10	5	10	10	9	3	6	1	5	10	11					
10	Число действительных избирательных бюллетеней	7660	587	312	152	516	514	379	362	542	680	738	746	251	260	395	261	494	471					
11	Число полученных открепительных  удостоверений	194	20	15	5	8	3	17	6	8	12	16	10	10	0	13	15	17	19					
12	Число выданных открепительных удостоверений	186	20	15	5	6	3	17	6	8	12	16	10	10	0	13	14	17	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	162	8	3	2	7	45	7	24	6	16	5	8	8	1	10	4	4	4					
14	Число неиспользованных открепительных удостоверений	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	5					
15	"Число открепительных удостоверений, выданных в ТИК"	6	1	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																								
18	. Глазьев Сергей Юрьевич	163	8	7	6	4	12	4	5	13	18	19	22	4	10	7	7	6	11					
		2.10%	1.35%	2.21%	3.87%	0.77%	2.33%	1.04%	1.34%	2.38%	2.61%	2.54%	2.91%	1.57%	3.76%	1.77%	2.63%	1.19%	2.28%					
19	. Малышкин Олег Александрович	235	21	8	7	11	9	14	6	18	18	25	37	8	16	7	4	12	14					
		3.03%	3.54%	2.52%	4.52%	2.11%	1.75%	3.65%	1.61%	3.29%	2.61%	3.34%	4.90%	3.15%	6.02%	1.77%	1.50%	2.38%	2.90%					
20	. Миронов Сергей Михайлович	59	9	1	1	3	4	4	2	3	1	7	4	4	3	2	4	4	3					
		0.76%	1.52%	0.32%	0.65%	0.58%	0.78%	1.04%	0.54%	0.55%	0.14%	0.94%	0.53%	1.57%	1.13%	0.51%	1.50%	0.79%	0.62%					
21	. Путин Владимир Владимирович	6309	476	270	126	464	441	292	321	457	562	599	607	197	198	312	221	409	357					
		81.25%	80.13%	85.17%	81.29%	89.06%	85.80%	76.04%	86.29%	83.55%	81.45%	80.08%	80.40%	77.56%	74.44%	78.79%	83.08%	81.15%	74.07%					
22	. Хакамада Ирина Муцуовна	126	10	3	2	5	8	5	6	6	13	9	12	5	3	9	2	14	14					
		1.62%	1.68%	0.95%	1.29%	0.96%	1.56%	1.30%	1.61%	1.10%	1.88%	1.20%	1.59%	1.97%	1.13%	2.27%	0.75%	2.78%	2.90%					
23	. Харитонов Николай Михайлович	649	55	19	7	25	23	53	17	36	57	64	51	29	27	49	21	47	69					
		8.36%	9.26%	5.99%	4.52%	4.80%	4.47%	13.80%	4.57%	6.58%	8.26%	8.56%	6.75%	11.42%	10.15%	12.37%	7.89%	9.33%	14.32%					
																								
24	Против всех	119	8	4	3	4	17	7	5	9	11	15	13	4	3	9	2	2	3					
		1.53%	1.35%	1.26%	1.94%	0.77%	3.31%	1.82%	1.34%	1.65%	1.59%	2.01%	1.72%	1.57%	1.13%	2.27%	0.75%	0.40%	0.62%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
