Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Харовская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881					
1	"Число избирателей, внесенных в списки"	15946	1925	1944	1115	1060	1549	1586	147	281	147	186	158	106	334	261	376	314	540	1554	148	180	65	46	424	322	265	75	178	430	230					
2	"Число бюллетеней, полученных участковыми комиссиями"	16300	1845	1985	1120	1040	1575	1630	150	255	140	205	175	125	368	268	383	320	592	1587	145	180	85	47	423	332	250	72	186	490	327					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7695	956	844	603	426	771	763	72	103	85	112	97	63	180	122	148	135	252	683	89	86	40	26	274	161	144	28	68	210	154					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1557	37	148	29	30	57	21	21	120	35	45	42	32	62	42	139	62	122	110	10	15	6	4	10	74	36	24	48	100	76					
6	Число погашенных бюллетеней	7048	852	993	488	584	747	846	57	32	20	48	36	30	126	104	96	123	218	794	46	79	39	17	139	97	70	20	70	180	97					
7	Число бюллетеней в переносных ящиках для голосования	1557	37	148	29	30	57	21	21	120	35	45	42	32	62	42	139	62	122	110	10	15	6	4	10	74	36	24	48	100	76					
8	Число бюллетеней в стационарных ящиках для голосования	7692	955	844	602	426	771	763	72	103	85	112	97	63	180	122	148	135	252	683	89	86	40	26	274	161	144	28	68	210	153					
9	Число недействительных бюллетеней	193	15	24	11	21	17	20	2	0	1	0	1	0	6	2	6	3	1	32	5	6	0	0	0	3	2	1	4	6	4					
10	Число действительных бюллетеней	9056	977	968	620	435	811	764	91	223	119	157	138	95	236	162	281	194	373	761	94	95	46	30	284	232	178	51	112	304	225					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	415	45	50	25	25	45	45	5	5	5	5	5	5	5	10	10	10	15	40	5	5	2	1	10	10	5	2	5	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	62	9	6	2	3	6	6	0	3	0	0	0	5	0	0	9	2	0	4	0	0	0	0	1	1	0	0	1	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	72	7	6	1	4	2	2	1	2	1	1	1	1	1	5	2	1	1	7	0	3	0	1	1	4	15	0	0	0	2					
14	Число погашенных открепительных удостоверений	353	36	44	23	22	39	39	5	2	5	5	5	0	5	10	1	8	15	36	5	5	2	1	9	9	5	2	4	6	5					
