Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Боготольская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974					
1	"Число избирателей, внесенных в списки"	8796	389	1308	360	247	218	61	931	54	278	494	146	86	112	155	749	255	885	94	88	103	306	86	169	44	713	105	59	103	119	79					
2	"Число бюллетеней, полученных участковыми комиссиями"	8764	391	1279	345	239	218	59	934	52	276	484	140	87	124	155	748	249	889	96	91	107	302	91	170	48	705	109	63	109	123	81					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4576	204	505	173	140	147	26	433	35	170	211	92	62	59	115	389	176	402	49	40	87	176	59	108	28	428	63	35	48	74	42					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	358	0	33	33	0	6	0	26	1	0	14	0	0	0	0	11	3	82	10	15	4	4	11	8	12	44	7	0	10	10	14					
6	Число погашенных бюллетеней	3830	187	741	139	99	65	33	475	16	106	259	48	25	65	40	348	70	405	37	36	16	122	21	54	8	233	39	28	51	39	25					
7	Число бюллетеней в переносных ящиках для голосования	358	0	33	33	0	6	0	26	1	0	14	0	0	0	0	11	3	82	10	15	4	4	11	8	12	44	7	0	10	10	14					
8	Число бюллетеней в стационарных ящиках для голосования	4576	204	505	173	140	147	26	433	35	170	211	92	62	59	115	389	176	402	49	40	87	176	59	108	28	428	63	35	48	74	42					
9	Число недействительных бюллетеней	90	4	14	2	0	2	1	8	1	0	3	1	0	0	2	5	4	6	0	0	0	7	1	2	0	14	3	0	0	8	2					
10	Число действительных бюллетеней	4844	200	524	204	140	151	25	451	35	170	222	91	62	59	113	395	175	478	59	55	91	173	69	114	40	458	67	35	58	76	54					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	70	3	5	2	2	2	2	3	2	2	3	2	2	2	2	3	2	3	2	2	2	3	2	2	2	3	2	2	2	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	8	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	62	3	4	2	2	2	2	3	2	2	3	2	2	2	2	2	2	1	2	0	2	3	2	2	2	3	2	2	2	2	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	78	6	11	4	2	2	0	6	1	0	3	1	0	0	3	14	2	7	1	0	5	0	0	0	1	4	4	0	0	0	1					
		1.58%	2.94%	2.04%	1.94%	1.42%	1.30%	0.0%	1.30%	2.77%	0.0%	1.33%	1.08%	0.0%	0.0%	2.60%	3.5%	1.11%	1.44%	1.69%	0.0%	5.49%	0.0%	0.0%	0.0%	2.5%	0.84%	5.71%	0.0%	0.0%	0.0%	1.78%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	32	0	11	0	2	0	0	1	0	2	0	0	0	0	0	3	0	4	0	0	1	2	0	0	1	2	0	0	3	0	0					
		0.64%	0.0%	2.04%	0.0%	1.42%	0.0%	0.0%	0.21%	0.0%	1.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.82%	0.0%	0.0%	1.09%	1.11%	0.0%	0.0%	2.5%	0.42%	0.0%	0.0%	5.17%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	87	1	10	3	2	7	0	9	1	0	4	4	0	0	2	8	3	11	0	0	2	3	0	1	0	6	5	1	4	0	0					
		1.76%	0.49%	1.85%	1.45%	1.42%	4.57%	0.0%	1.96%	2.77%	0.0%	1.77%	4.34%	0.0%	0.0%	1.73%	2.0%	1.67%	2.27%	0.0%	0.0%	2.19%	1.66%	0.0%	0.86%	0.0%	1.27%	7.14%	2.85%	6.89%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	41	5	8	0	1	1	0	2	0	3	3	0	0	0	2	5	1	4	0	0	1	1	0	0	0	3	0	0	0	0	1					
		0.83%	2.45%	1.48%	0.0%	0.71%	0.65%	0.0%	0.43%	0.0%	1.76%	1.33%	0.0%	0.0%	0.0%	1.73%	1.25%	0.55%	0.82%	0.0%	0.0%	1.09%	0.55%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	1.78%					
22	"5. ""За Русь Святую"""	26	0	5	1	0	0	0	2	0	1	1	0	0	0	0	4	0	4	1	0	0	0	0	3	0	4	0	0	0	0	0					
		0.52%	0.0%	0.92%	0.48%	0.0%	0.0%	0.0%	0.43%	0.0%	0.58%	0.44%	0.0%	0.0%	0.0%	0.0%	1.0%	0.0%	0.82%	1.69%	0.0%	0.0%	0.0%	0.0%	2.58%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.0%					
