Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Целинная																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204					
1	"Число избирателей, внесенных в списки избирателей"	13170	488	175	449	1438	631	253	516	478	343	303	186	993	1107	643	1231	1312	1153	823	648					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12937	501	178	462	1421	600	267	534	491	382	313	197	976	1033	622	1158	1265	1105	811	621					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8513	352	96	371	793	490	202	468	409	292	182	92	754	764	343	681	685	582	617	340					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1056	78	79	31	148	57	44	32	55	47	118	91	34	17	31	25	25	88	23	33					
6	Число погашенных избирательных бюллетеней	3368	71	3	60	480	53	21	34	27	43	13	14	188	252	248	452	555	435	171	248					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1056	78	79	31	148	57	44	32	55	47	118	91	34	17	31	25	25	88	23	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8513	352	96	371	793	490	202	468	409	292	182	92	754	764	343	681	685	582	617	340					
9	Число недействительных избирательных бюллетеней	44	4	0	0	4	0	0	0	1	0	0	0	0	8	5	6	3	4	5	4					
10	Число действительных избирательных бюллетеней	9525	426	175	402	937	547	246	500	463	339	300	183	788	773	369	700	707	666	635	369					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	313	13	10	12	30	13	12	23	13	28	12	12	20	20	9	27	20	15	15	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	313	13	10	12	30	13	12	23	13	28	12	12	20	20	9	27	20	15	15	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	134	7	7	7	8	9	6	5	7	6	13	3	5	8	1	21	9	5	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	4	0	0	0	0	0	0	0	9	0	2	6	6	0	6	1	1	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	312	49	3	18	19	40	3	1	3	12	9	18	7	11	14	43	17	17	17	11					
		3.26%	11.40%	1.71%	4.48%	2.02%	7.31%	1.22%	0.20%	0.65%	3.54%	3.00%	9.84%	0.89%	1.41%	3.74%	6.09%	2.39%	2.54%	2.66%	2.95%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	0	0	1	1	1	1	0	0	1	2	0	1	2	2	4	4	1	0	2					
		0.24%	0.00%	0.00%	0.25%	0.11%	0.18%	0.41%	0.00%	0.00%	0.29%	0.67%	0.00%	0.13%	0.26%	0.53%	0.57%	0.56%	0.15%	0.00%	0.54%					
20	3.Политическая партия «Демократическая партия России»	35	1	0	0	3	1	1	3	0	0	0	0	1	2	12	4	4	0	0	3					
		0.37%	0.23%	0.00%	0.00%	0.32%	0.18%	0.41%	0.60%	0.00%	0.00%	0.00%	0.00%	0.13%	0.26%	3.21%	0.57%	0.56%	0.00%	0.00%	0.80%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	708	43	2	28	119	31	3	4	4	6	4	8	99	25	38	80	71	56	56	31					
		7.40%	10.00%	1.14%	6.97%	12.65%	5.67%	1.22%	0.80%	0.86%	1.77%	1.33%	4.37%	12.56%	3.20%	10.16%	11.33%	10.00%	8.36%	8.75%	8.31%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	39	0	0	0	3	1	1	1	0	1	2	2	7	6	2	4	6	3	0	0					
		0.41%	0.00%	0.00%	0.00%	0.32%	0.18%	0.41%	0.20%	0.00%	0.29%	0.67%	1.09%	0.89%	0.77%	0.53%	0.57%	0.85%	0.45%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	0	0	1					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.14%	0.85%	0.00%	0.00%	0.27%					
24	7.Политическая партия «Либерально-демократическая партия России»	304	3	4	6	75	3	4	5	5	3	0	1	10	11	30	13	30	23	60	18					
		3.18%	0.70%	2.29%	1.49%	7.97%	0.55%	1.63%	1.00%	1.08%	0.88%	0.00%	0.55%	1.27%	1.41%	8.02%	1.84%	4.23%	3.43%	9.38%	4.83%					
