Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Зиминская районная																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398					
1	"Число избирателей, внесенных в списки избирателей"	10349	751	309	124	190	116	206	353	1417	284	342	72	564	193	404	557	531	492	668	256	240	226	326	251	182	1090	95	110					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9460	700	270	115	180	110	180	320	1300	250	330	65	500	170	370	510	460	430	670	230	220	200	290	230	165	970	120	105					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6957	540	233	61	145	55	109	211	807	183	210	56	369	124	343	347	385	353	426	173	140	129	202	188	129	872	69	98					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	712	60	33	45	9	16	15	43	19	11	31	0	19	19	15	75	48	26	35	14	13	25	22	15	15	76	13	0					
6	Число погашенных избирательных бюллетеней	1791	100	4	9	26	39	56	66	474	56	89	9	112	27	12	88	27	51	209	43	67	46	66	27	21	22	38	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	712	60	33	45	9	16	15	43	19	11	31	0	19	19	15	75	48	26	35	14	13	25	22	15	15	76	13	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6957	540	233	61	145	55	109	211	807	183	210	56	369	124	343	347	385	353	426	173	140	129	202	188	129	872	69	98					
9	Число недействительных избирательных бюллетеней	93	1	2	0	2	3	0	5	20	4	8	5	5	1	4	1	5	5	5	3	3	2	1	0	2	6	0	0					
10	Число действительных избирательных бюллетеней	7576	599	264	106	152	68	124	249	806	190	233	51	383	142	354	421	428	374	456	184	150	152	223	203	142	942	82	98					
