Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Данковская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404					
1	"Число избирателей, внесенных в списки"	32610	1007	758	1841	2474	1972	1958	2093	2077	1399	1151	1721	878	305	842	618	792	983	942	560	330	577	726	528	555	535	306	703	466	1019	319	718	448	478	531					
2	"Число бюллетеней, полученных участковыми комиссиями"	32478	1002	762	1830	2400	1950	1900	2100	2070	1370	1130	1700	881	308	852	623	806	996	944	566	331	580	736	529	559	541	310	701	465	1028	321	726	448	475	538					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13622	472	315	843	1024	915	908	873	833	528	398	645	314	102	401	235	306	423	317	241	207	226	339	181	281	200	116	231	198	345	128	323	220	240	294					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2959	48	7	18	21	13	33	16	32	28	32	21	17	95	95	204	149	223	223	121	44	157	45	108	66	101	102	162	128	157	110	150	52	76	105					
6	Число погашенных бюллетеней	15897	482	440	969	1355	1022	959	1211	1205	814	700	1034	550	111	356	184	351	350	404	204	80	197	352	240	212	240	92	308	139	526	83	253	176	159	139					
7	Число бюллетеней в переносных ящиках для голосования	2959	48	7	18	21	13	33	16	32	28	32	21	17	95	95	204	149	223	223	121	44	157	45	108	66	101	102	162	128	157	110	150	52	76	105					
8	Число бюллетеней в стационарных ящиках для голосования	13616	472	315	843	1024	912	908	873	830	528	398	645	314	102	401	235	306	423	317	241	207	226	339	181	281	200	116	231	198	345	128	323	220	240	294					
9	Число недействительных бюллетеней	296	9	11	11	6	13	23	14	11	9	9	15	13	5	14	4	5	12	19	1	1	8	7	6	6	5	6	12	5	8	6	6	9	1	6					
10	Число действительных бюллетеней	16279	511	311	850	1039	912	918	875	851	547	421	651	318	192	482	435	450	634	521	361	250	375	377	283	341	296	212	381	321	494	232	467	263	315	393					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	499	14	11	30	40	31	31	34	31	21	17	26	13	5	13	9	12	15	14	9	5	9	11	8	8	8	5	10	7	15	5	10	7	7	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	65	0	1	4	5	4	1	13	6	3	2	3	2	0	2	0	4	4	4	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	43	1	2	4	1	2	2	1	1	4	3	1	0	0	0	1	1	3	1	1	1	1	0	0	0	0	1	4	2	3	1	0	0	0	1					
14	Число погашенных открепительных удостоверений	434	14	10	26	35	27	30	21	25	18	15	23	11	5	11	9	8	11	10	9	5	7	11	8	8	7	5	10	7	15	5	9	7	7	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	308	12	3	13	16	13	9	16	15	8	5	7	5	2	10	18	4	13	13	6	4	14	7	4	10	9	9	4	9	6	10	10	12	5	7					
