Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Енотаевская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114					
1	"Число избирателей, внесенных в списки"	20479	345	1151	1501	357	629	94	378	904	561	2559	1897	1997	844	639	139	745	508	806	1857	2082	486					
2	"Число бюллетеней, полученных участковыми комиссиями"	20662	353	1186	1538	364	653	99	374	931	578	2569	1916	1978	868	647	148	721	517	819	1853	2055	495					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9978	166	593	718	208	295	68	199	472	279	1080	1002	879	427	320	82	392	253	445	837	993	270					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	637	27	22	70	8	9	0	16	30	14	29	43	80	23	46	7	13	24	19	51	76	30					
6	Число погашенных бюллетеней	10047	160	571	750	148	349	31	159	429	285	1460	871	1019	418	281	59	316	240	355	965	986	195					
7	Число бюллетеней в переносных ящиках для голосования	637	27	22	70	8	9	0	16	30	14	29	43	80	23	46	7	13	24	19	51	76	30					
8	Число бюллетеней в стационарных ящиках для голосования	9978	166	593	718	208	295	68	199	472	279	1080	1002	879	427	320	82	392	253	445	837	993	270					
9	Число недействительных бюллетеней	219	0	21	13	7	8	1	5	3	9	5	14	13	8	8	4	21	5	16	12	37	9					
10	Число действительных бюллетеней	10396	193	594	775	209	296	67	210	499	284	1104	1031	946	442	358	85	384	272	448	876	1032	291					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	4	6	9	0	5	2	4	5	3	8	8	8	5	4	2	5	4	4	6	6	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	50	1	4	7	0	1	0	0	3	0	5	7	3	3	2	2	3	2	3	0	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	34	0	8	1	1	4	0	0	0	2	4	2	6	1	0	0	2	2	0	0	1	0					
14	Число погашенных открепительных удостоверений	50	3	2	2	0	4	2	4	2	3	3	1	5	2	2	0	2	2	1	6	2	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	244	10	11	28	5	12	0	5	18	9	13	14	14	11	21	4	7	4	13	14	23	8					
		2.29%	5.18%	1.78%	3.55%	2.31%	3.94%	0.0%	2.32%	3.58%	3.07%	1.17%	1.33%	1.45%	2.44%	5.73%	4.49%	1.72%	1.44%	2.80%	1.57%	2.15%	2.66%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	80	1	9	10	0	0	0	1	3	3	8	4	7	2	5	2	1	7	6	5	5	1					
		0.75%	0.51%	1.46%	1.26%	0.0%	0.0%	0.0%	0.46%	0.59%	1.02%	0.72%	0.38%	0.72%	0.44%	1.36%	2.24%	0.24%	2.52%	1.29%	0.56%	0.46%	0.33%					
